"label","last_mesure","sang_ok"
"8802928","14/05/2023","oui"
"8802948","13/05/2025","oui"
"8802949","26/06/2023","non"
"8802950","04/05/2024","oui"
"8802968","12/05/2023","non"
"8802973","11/05/2023","oui"
"8802976","06/05/2025","oui"
"8803000","18/05/2023","oui"
"8803015","08/05/2023","oui"
"8803020","06/05/2022","oui"
"8803022","17/05/2022","non"
"8803026","13/05/2022","oui"
"8803031","17/05/2023","oui"
"8803032","16/05/2025","oui"
"8803033","22/05/2023","non"
"8803034","26/05/2023","oui"
"8803041","04/03/2024","oui"
"8803065","14/05/2025","oui"
"8803066","27/02/2024","oui"
"8803067","24/06/2024","oui"
"8803078","24/06/2024","oui"
"8803079","29/02/2024","oui"
"8803080","08/05/2024","oui"
"8803081","01/03/2024","oui"
"8803082","01/03/2024","oui"
"8803083","01/03/2024","oui"
"8803084","01/03/2024","oui"
"8803085","06/05/2024","oui"
"8803086","28/06/2024","oui"
"8803087","02/03/2024","oui"
"8803088","02/03/2024","oui"
"8803089","02/03/2024","oui"
"8803095","22/05/2024","oui"
"8803096","12/03/2024","oui"
"8803097","12/03/2024","oui"
"8803098","13/03/2024","oui"
"8803099","13/03/2024","oui"
"8803100","13/03/2024","oui"
"8803111","09/05/2022","oui"
"8803167","09/05/2020","non"
"8803182","14/05/2020","oui"
"8803203","12/05/2020","oui"
"8803205","06/05/2021","non"
"8803208","19/05/2022","oui"
"8803210","08/05/2020","non"
"8803249","15/05/2023","oui"
"8803259","15/06/2022","oui"
"8803261","13/05/2022","oui"
"8803272","03/05/2024","non"
"8803284","31/05/2021","oui"
"8803287","11/05/2021","oui"
"8803291","06/05/2021","oui"
"8803322","20/06/2020","non"
"8803426","22/01/2021","non"
"8803427","07/05/2021","oui"
"8803459","25/02/2021","non"
"8803481","13/05/2024","oui"
"8803482","19/05/2022","oui"
"8803483","25/02/2021","non"
"8803484","11/05/2023","oui"
"8803485","06/05/2024","oui"
"8803506","30/04/2021","oui"
"8803524","02/05/2021","oui"
"8803527","19/05/2021","non"
"8803536","16/05/2022","oui"
"8803555","27/06/2022","oui"
"8803572","06/05/2022","oui"
"8803603","11/05/2022","oui"
"8803606","20/05/2021","oui"
"8803607","20/05/2025","oui"
"8803612","09/05/2021","non"
"8803619","19/05/2022","non"
"8803621","19/05/2021","non"
"8803623","17/05/2021","non"
"8803624","07/05/2021","oui"
"8803643","05/05/2021","oui"
"8803657","04/06/2021","oui"
"8803680","21/06/2024","non"
"8803683","08/05/2024","oui"
"8803695","20/05/2021","oui"
"8803756","30/04/2021","oui"
"8803759","16/06/2020","non"
"8803770","08/05/2021","oui"
"8803778","19/06/2020","oui"
"8803783","21/05/2021","oui"
"8803784","21/05/2021","oui"
"8803799","31/05/2021","oui"
"8803800","31/05/2021","oui"
"8803801","02/05/2020","oui"
"8803803","15/05/2021","non"
"8803833","11/06/2025","oui"
"8803846","21/06/2021","oui"
"8803847","30/05/2025","oui"
"8803848","21/04/2022","oui"
"8803849","21/04/2022","oui"
"8803853","27/04/2024","oui"
"8803856","26/04/2023","non"
"8803857","26/04/2023","oui"
"8803867","25/04/2022","oui"
"8803868","25/04/2022","oui"
"8803869","27/04/2022","oui"
"8803870","29/04/2022","oui"
"8803871","27/04/2022","oui"
"8803872","13/03/2024","oui"
"8803873","13/03/2024","oui"
"8803874","16/06/2022","oui"
"8803875","10/06/2024","oui"
"8803876","29/04/2022","oui"
"8803877","29/04/2022","oui"
"8803878","15/06/2022","oui"
"8803879","22/04/2024","oui"
"8803880","24/06/2022","oui"
"8803881","24/06/2022","oui"
"8803882","02/05/2022","oui"
"8803883","02/05/2022","oui"
"8803884","02/05/2022","non"
"8803885","05/05/2022","oui"
"8803886","05/05/2022","oui"
"8803887","05/05/2022","oui"
"8803888","09/05/2022","oui"
"8803889","02/05/2023","oui"
"8803890","09/05/2022","oui"
"8803891","09/05/2022","oui"
"8803892","09/05/2022","non"
"8803893","09/05/2022","non"
"8804138","24/05/2021","non"
"8804140","14/05/2022","oui"
"8804163","12/05/2021","oui"
"8804168","09/05/2025","oui"
"8804169","19/05/2021","non"
"8804178","14/05/2021","oui"
"8804217","31/05/2021","non"
"8804220","06/05/2022","oui"
"8804234","13/05/2022","oui"
"8804236","10/05/2023","non"
"8804264","30/05/2022","non"
"8804271","12/05/2021","non"
"8804272","26/05/2021","oui"
"8804284","22/06/2021","non"
"8804297","01/07/2020","oui"
"8804301","23/06/2021","oui"
"8804302","07/05/2020","oui"
"8804303","13/05/2021","oui"
"8804304","25/06/2020","oui"
"8804305","07/05/2020","non"
"8804306","08/05/2020","oui"
"8804307","08/05/2020","oui"
"8804308","23/06/2020","oui"
"8804309","07/05/2021","oui"
"8804310","12/05/2020","oui"
"8804311","12/05/2020","oui"
"8804312","01/07/2020","oui"
"8804313","14/05/2020","oui"
"8804314","20/05/2021","non"
"8804316","23/05/2022","oui"
"8804319","10/05/2024","non"
"8804322","20/05/2020","non"
"8804323","16/05/2022","oui"
"8804324","13/05/2021","oui"
"8804331","04/05/2021","oui"
"8804332","06/05/2024","oui"
"8804333","09/05/2021","oui"
"8804334","05/05/2024","oui"
"8804335","06/05/2022","oui"
"8804336","12/05/2021","oui"
"8804337","12/05/2021","oui"
"8804340","15/05/2021","oui"
"8804341","17/05/2021","oui"
"8804342","17/05/2021","oui"
"8804343","17/05/2021","oui"
"8804344","14/05/2022","oui"
"8804345","27/06/2025","oui"
"8804354","29/06/2021","oui"
"8804355","17/05/2021","oui"
"8804356","26/05/2023","oui"
"8804357","18/05/2021","oui"
"8804358","18/05/2021","oui"
"8804359","18/05/2021","oui"
"8804360","21/06/2022","oui"
"8804361","21/05/2021","oui"
"8804362","05/06/2024","oui"
"8804363","18/05/2022","oui"
"8804364","19/05/2025","oui"
"8804365","25/05/2021","oui"
"8804366","25/05/2021","oui"
"8804473","07/05/2021","non"
"8804474","05/05/2023","oui"
"8804475","12/05/2022","non"
"8804476","13/05/2022","oui"
"8804477","13/05/2022","non"
"8804478","10/05/2023","non"
"8804484","15/05/2025","non"
"8804494","05/05/2024","oui"
"8804495","14/05/2025","non"
"8804496","08/05/2025","non"
"8804497","09/05/2025","oui"
"8804498","10/05/2025","non"
"8804499","14/05/2025","oui"
"8804500","14/05/2025","non"
"8860443","09/05/2025","oui"
"8860464","07/05/2023","oui"
"8860465","04/05/2023","oui"
"8860466","04/05/2023","oui"
"8860467","05/05/2023","oui"
"8860468","13/03/2024","oui"
"8860469","05/05/2023","oui"
"8860470","07/05/2023","oui"
"8860472","07/05/2023","oui"
"8860473","07/05/2023","oui"
"8860474","07/05/2023","oui"
"8860475","07/05/2023","oui"
"8860476","03/05/2024","oui"
"8860477","27/04/2024","oui"
"8860478","11/05/2023","non"
"8860479","11/05/2023","oui"
"8860480","17/05/2023","non"
"8860481","14/05/2023","oui"
"8860482","15/05/2023","oui"
"8860483","15/05/2023","oui"
"8860484","15/05/2023","oui"
"8860485","16/05/2023","oui"
"8860487","15/03/2024","oui"
"8860489","17/05/2023","oui"
"8860490","10/05/2024","non"
"8860499","06/06/2024","non"
"8860500","18/05/2023","non"
"8860524","13/05/2022","non"
"8860533","19/05/2022","oui"
"8860534","10/05/2023","oui"
"8860580","09/05/2022","oui"
"8860581","08/05/2023","oui"
"8860582","09/05/2022","non"
"8860583","09/05/2022","oui"
"8860591","11/05/2023","oui"
"8860592","05/05/2024","oui"
"8860593","07/05/2025","oui"
"8860595","09/05/2025","oui"
"8860607","05/05/2025","non"
"8860608","07/05/2025","oui"
"8860609","10/05/2025","oui"
"8860610","10/05/2025","non"
"8860611","10/05/2025","non"
"8860612","12/05/2025","non"
"8860613","13/05/2025","oui"
"8860614","13/05/2025","oui"
"8860615","13/05/2025","oui"
"8860616","15/05/2025","non"
"8860617","15/05/2025","non"
"8860618","15/05/2025","oui"
"8860619","21/05/2025","oui"
"8860620","27/06/2025","oui"
"8860621","16/05/2025","oui"
"8860622","16/05/2025","oui"
"8860623","23/05/2025","non"
"8860624","23/05/2025","oui"
"8860634","04/06/2025","non"
"8860635","11/06/2025","oui"
"8860636","11/06/2025","non"
"8860637","16/06/2025","non"
"8860638","27/06/2025","non"
"8860940","23/06/2023","oui"
"8860941","29/06/2021","non"
"8860942","05/07/2021","non"
"8860948","12/05/2024","non"
"8860965","04/05/2023","oui"
"8860968","09/05/2022","oui"
"8860969","09/05/2022","oui"
"8860970","10/05/2022","non"
"8860971","12/05/2025","non"
"8860973","13/05/2024","oui"
"8860977","05/05/2024","oui"
"8860980","11/05/2022","oui"
"8860981","11/05/2022","oui"
"8860982","19/05/2024","non"
"8860983","12/05/2022","oui"
"8860984","12/05/2022","oui"
"8860985","17/05/2024","oui"
"8860986","14/05/2022","oui"
"8860987","19/05/2023","oui"
"8860988","16/05/2022","oui"
"8860989","16/05/2022","oui"
"8860990","17/05/2022","oui"
"8860991","17/05/2022","oui"
"8860992","21/06/2022","oui"
"8860993","21/06/2022","oui"
"8860994","17/06/2024","oui"
"8860995","31/05/2022","oui"
"8860996","19/05/2022","oui"
"8860997","19/05/2022","oui"
"8860998","03/07/2023","oui"
"8860999","22/05/2022","non"
"8861000","08/05/2024","oui"
"8861506","30/04/2021","oui"
"8861507","30/04/2021","oui"
"8861515","12/05/2023","oui"
"8861516","07/05/2024","non"
"8861517","10/06/2022","oui"
"8861519","08/05/2025","oui"
"8861520","21/06/2021","oui"
"8861521","10/06/2022","oui"
"8861522","09/05/2022","oui"
"8861523","13/05/2021","oui"
"8861524","29/04/2022","oui"
"8861525","13/05/2021","oui"
"8861526","13/05/2021","oui"
"8861527","13/05/2021","oui"
"8861528","13/05/2021","oui"
"8861535","13/05/2021","oui"
"8861536","05/05/2022","oui"
"8861537","17/05/2021","oui"
"8861542","30/06/2021","non"
"8861545","18/05/2021","oui"
"8861546","27/05/2021","oui"
"8861547","27/05/2021","oui"
"8861601","05/06/2024","non"
"8861614","05/05/2024","oui"
"8861623","02/05/2025","non"
"8861654","12/05/2022","oui"
"8861659","10/05/2025","oui"
"8861674","16/05/2022","oui"
"8861675","22/05/2022","non"
"8861680","04/05/2023","oui"
"8861704","12/05/2023","non"
"8861711","10/05/2023","oui"
"8861725","06/05/2022","oui"
"8861734","13/05/2022","oui"
"8861744","13/05/2022","oui"
"8861763","22/05/2022","oui"
"8861806","04/05/2023","oui"
"8861808","25/05/2022","oui"
"8861816","10/05/2024","oui"
"8861825","08/05/2023","oui"
"8861839","18/05/2022","non"
"8861842","29/04/2024","oui"
"8861843","04/05/2024","non"
"8861845","10/05/2022","oui"
"8861846","09/05/2023","non"
"8861852","22/05/2022","oui"
"8861856","12/05/2023","oui"
"8861915","27/06/2022","oui"
"8861936","08/05/2023","oui"
"8861943","04/06/2025","oui"
"8862000","11/05/2023","non"
"8862013","27/04/2024","oui"
"8862014","28/04/2021","oui"
"8862015","16/05/2023","oui"
"8862016","29/04/2021","oui"
"8862017","03/05/2022","oui"
"8862018","30/04/2021","oui"
"8862019","30/04/2021","oui"
"8862020","30/04/2021","oui"
"8862021","30/04/2021","non"
"8862022","30/04/2021","oui"
"8862023","05/05/2022","oui"
"8862024","03/05/2021","oui"
"8862025","13/06/2024","oui"
"8862026","03/05/2021","oui"
"8862027","25/06/2021","oui"
"8862028","03/05/2021","oui"
"8862029","03/05/2021","oui"
"8862030","04/05/2021","oui"
"8862031","04/05/2021","oui"
"8862032","04/05/2021","oui"
"8862038","27/06/2023","oui"
"8862039","01/03/2024","oui"
"8862040","20/05/2022","oui"
"8862041","07/05/2021","non"
"8862042","03/05/2024","oui"
"8862043","07/05/2021","oui"
"8862044","08/05/2021","non"
"8862052","16/05/2022","oui"
"8862057","08/05/2021","oui"
"8862058","17/06/2021","oui"
"8862067","10/06/2022","oui"
"8862070","11/05/2021","oui"
"8862071","19/05/2023","oui"
"8862072","11/05/2021","oui"
"8862075","24/05/2023","oui"
"8862077","05/07/2021","oui"
"8862078","03/05/2023","oui"
"8862079","12/05/2021","non"
"8862080","03/05/2023","oui"
"8862081","14/05/2021","oui"
"8862082","15/05/2021","oui"
"8862083","15/05/2021","oui"
"8862084","09/05/2022","oui"
"8862085","15/05/2021","oui"
"8862086","23/05/2022","oui"
"8862087","17/05/2021","oui"
"8862088","28/04/2023","oui"
"8862089","19/05/2021","oui"
"8862090","19/05/2021","oui"
"8862091","19/05/2021","non"
"8862092","21/05/2021","oui"
"8862093","25/05/2021","oui"
"8862094","25/04/2022","oui"
"8862095","21/04/2023","oui"
"8862096","01/06/2021","oui"
"8862097","07/06/2022","oui"
"8862098","03/05/2024","oui"
"8862099","05/05/2024","non"
"8862100","06/05/2022","non"
"8862101","18/05/2021","oui"
"8862105","09/05/2022","oui"
"8862106","09/05/2022","oui"
"8862107","04/05/2023","oui"
"8862116","06/05/2021","oui"
"8862117","07/05/2021","oui"
"8862118","07/05/2021","oui"
"8862119","13/05/2025","oui"
"8862120","13/05/2022","oui"
"8862130","13/05/2022","oui"
"8862131","11/05/2022","oui"
"8862132","16/05/2022","oui"
"8862134","11/05/2021","oui"
"8862138","11/05/2021","oui"
"8862141","12/05/2021","oui"
"8862154","23/06/2023","oui"
"8862155","18/05/2022","non"
"8862156","18/05/2022","oui"
"8862157","14/05/2021","oui"
"8862158","14/05/2021","oui"
"8862159","14/05/2021","oui"
"8862162","14/05/2022","oui"
"8862198","03/10/2024","oui"
"8862301","30/06/2025","oui"
"8862302","23/05/2022","oui"
"8862303","11/05/2023","oui"
"8862304","14/03/2024","oui"
"8862305","12/05/2025","oui"
"8862306","12/05/2025","oui"
"8862396","10/05/2025","oui"
"8862397","14/05/2025","oui"
"8862398","10/05/2024","oui"
"8862399","24/06/2024","oui"
"8862400","08/05/2025","oui"
"8862418","23/05/2022","oui"
"8862420","10/05/2025","oui"
"8862426","23/05/2022","oui"
"8862457","15/06/2022","oui"
"8862458","13/05/2022","non"
"8862459","12/05/2022","oui"
"8862460","21/06/2022","oui"
"8862461","21/06/2022","oui"
"8862462","25/04/2025","oui"
"8862463","13/05/2024","non"
"8862464","27/05/2025","oui"
"8862465","16/05/2022","oui"
"8862466","20/05/2023","oui"
"8862467","30/04/2025","oui"
"8862468","18/05/2022","oui"
"8862469","18/05/2022","oui"
"8862470","18/05/2022","non"
"8862471","19/05/2022","oui"
"8862472","20/05/2022","oui"
"8862473","19/05/2023","non"
"8862474","23/05/2022","oui"
"8862475","23/05/2022","oui"
"8862476","17/05/2023","oui"
"8862477","23/05/2022","oui"
"8862478","19/06/2023","oui"
"8862479","19/06/2023","oui"
"8862480","03/06/2022","non"
"8862481","03/06/2022","non"
"8862482","17/06/2022","oui"
"8862483","17/06/2022","oui"
"8862489","10/05/2023","non"
"8862490","11/05/2023","oui"
"8862491","15/05/2023","oui"
"8862492","19/05/2023","oui"
"8862493","19/05/2023","oui"
"8862494","07/05/2025","oui"
"8862495","26/05/2025","non"
"8862496","09/05/2024","oui"
"8862497","06/06/2024","oui"
"8862566","16/05/2023","oui"
"8862568","28/04/2025","oui"
"8862597","19/06/2024","oui"
"8862648","13/05/2024","oui"
"8862660","15/03/2024","oui"
"8862669","15/03/2024","oui"
"8862701","03/05/2022","oui"
"8862702","03/05/2022","oui"
"8862703","27/06/2023","oui"
"8862704","06/05/2022","non"
"8862705","21/06/2024","non"
"8862706","17/05/2022","oui"
"8862707","17/05/2022","oui"
"8862708","17/05/2022","oui"
"8862709","12/05/2023","oui"
"8862710","18/05/2022","oui"
"8862711","24/05/2022","oui"
"8862712","24/05/2022","oui"
"8862713","23/05/2023","non"
"8862714","24/05/2022","non"
"8862715","03/05/2024","oui"
"8862716","10/05/2023","oui"
"8862717","16/05/2023","oui"
"8862718","16/05/2023","oui"
"8862719","23/05/2023","oui"
"8862720","30/05/2023","non"
"8862721","30/05/2023","non"
"8862722","30/05/2023","non"
"8862723","03/05/2024","oui"
"8862724","17/05/2025","oui"
"8862725","06/06/2024","non"
"8862734","29/04/2025","oui"
"8862735","06/05/2025","oui"
"8862736","10/05/2025","oui"
"8862737","14/05/2025","oui"
"8862738","21/05/2025","oui"
"8862739","11/06/2025","non"
"8862740","11/06/2025","non"
"8862800","08/05/2025","oui"
"8862812","06/05/2025","oui"
"8862814","11/05/2023","non"
"8862826","08/05/2023","oui"
"8862837","22/05/2023","oui"
"8862846","21/06/2024","oui"
"8862852","08/05/2023","oui"
"8862856","05/05/2023","oui"
"8862859","05/06/2024","oui"
"8862865","09/05/2023","non"
"8862868","14/03/2024","oui"
"8862869","10/05/2025","oui"
"8862873","10/06/2024","oui"
"8862890","06/05/2025","oui"
"8862898","13/05/2025","oui"
"8862900","05/05/2023","oui"
"8862911","22/05/2022","oui"
"8862917","22/05/2022","oui"
"8862918","22/05/2022","oui"
"8862919","23/05/2022","oui"
"8862920","11/05/2024","oui"
"8862921","23/05/2022","oui"
"8862922","23/05/2022","oui"
"8862923","27/06/2022","oui"
"8862924","07/02/2025","oui"
"8862925","23/05/2022","oui"
"8862926","19/05/2023","oui"
"8862927","30/05/2022","oui"
"8862941","27/06/2022","oui"
"8862942","27/06/2022","oui"
"8862990","05/05/2023","oui"
"8863020","03/05/2021","oui"
"8863025","12/05/2021","oui"
"8863034","17/06/2024","oui"
"8863073","22/05/2021","non"
"8863095","11/05/2022","oui"
"8863102","26/05/2023","oui"
"8863115","11/05/2022","oui"
"8863121","17/05/2021","non"
"8863136","27/06/2022","oui"
"8863186","11/05/2021","non"
"8863205","11/07/2024","oui"
"8863208","22/05/2021","non"
"8863209","03/05/2021","non"
"8863218","10/05/2022","oui"
"8863230","25/02/2021","non"
"8863240","09/05/2022","non"
"8863244","05/05/2021","oui"
"8863246","07/05/2021","oui"
"8863269","09/07/2020","non"
"8863270","09/05/2021","non"
"8863284","16/05/2022","non"
"8863287","05/05/2021","oui"
"8863294","09/06/2021","non"
"8863301","25/06/2020","oui"
"8863302","29/06/2020","oui"
"8863303","27/02/2024","oui"
"8863304","06/05/2024","non"
"8863305","07/05/2025","oui"
"8863306","03/05/2021","non"
"8863307","18/05/2022","oui"
"8863308","06/05/2021","oui"
"8863309","06/05/2021","non"
"8863310","11/05/2022","oui"
"8863311","04/05/2023","non"
"8863312","09/05/2023","non"
"8863313","20/05/2022","non"
"8863314","19/05/2022","oui"
"8863315","17/05/2025","oui"
"8863316","09/05/2021","oui"
"8863317","09/05/2021","non"
"8863318","11/05/2022","non"
"8863319","11/05/2021","non"
"8863320","11/05/2021","oui"
"8863321","12/05/2021","oui"
"8863322","14/05/2022","oui"
"8863323","05/05/2024","non"
"8863324","06/05/2022","oui"
"8863325","13/05/2021","oui"
"8863326","13/05/2022","oui"
"8863327","17/05/2021","oui"
"8863328","19/05/2021","oui"
"8863329","04/05/2023","oui"
"8863330","20/05/2021","oui"
"8863331","20/05/2021","oui"
"8863332","22/05/2021","oui"
"8863333","22/05/2021","non"
"8863334","25/05/2022","non"
"8863335","22/05/2021","non"
"8863336","09/05/2023","oui"
"8863337","27/05/2022","oui"
"8863338","25/05/2022","oui"
"8863339","26/05/2021","oui"
"8863340","31/05/2021","oui"
"8863341","20/05/2022","non"
"8863342","26/06/2023","non"
"8863343","10/05/2022","oui"
"8863345","12/05/2022","non"
"8863346","04/06/2021","oui"
"8863347","19/05/2023","oui"
"8863348","16/05/2022","oui"
"8863349","09/06/2021","non"
"8863350","09/06/2021","oui"
"8863351","22/05/2023","oui"
"8863352","20/05/2022","oui"
"8863353","21/06/2022","non"
"8863354","14/06/2021","non"
"8863355","21/06/2022","oui"
"8863356","14/06/2021","non"
"8863357","12/05/2023","oui"
"8863358","16/06/2021","oui"
"8863359","11/05/2023","oui"
"8863360","05/06/2024","non"
"8863361","25/06/2021","non"
"8863362","04/05/2023","oui"
"8863363","05/05/2023","oui"
"8863364","16/06/2023","non"
"8863365","23/06/2023","oui"
"8863366","10/05/2023","oui"
"8863367","30/04/2024","oui"
"8863368","16/05/2025","non"
"8863369","12/05/2023","oui"
"8863370","12/05/2023","non"
"8863388","04/05/2024","oui"
"8863389","02/06/2023","non"
"8863390","24/05/2023","non"
"8863391","24/05/2023","non"
"8863392","26/05/2023","non"
"8863393","02/06/2023","oui"
"8863394","06/06/2023","oui"
"8863400","16/06/2023","oui"
"8863420","14/05/2023","non"
"8863421","14/05/2021","oui"
"8863436","05/05/2021","non"
"8863438","01/07/2020","oui"
"8863448","22/05/2020","oui"
"8863449","30/06/2020","oui"
"8863490","30/06/2020","oui"
"8863813","17/05/2023","non"
"8863814","16/05/2022","non"
"8863836","11/05/2022","oui"
"8863901","11/06/2025","oui"
"8863903","28/04/2023","oui"
"8863904","09/05/2023","oui"
"8863909","10/05/2025","oui"
"8863915","05/05/2025","oui"
"8863933","22/05/2023","non"
"8863935","05/05/2024","oui"
"8863990","07/06/2024","oui"
"8863998","05/05/2024","oui"
"8899148","19/05/2021","non"
"8899168","18/06/2021","non"
"9278501","26/04/2024","oui"
"9278502","21/05/2025","oui"
"9278509","07/06/2024","oui"
"9278511","14/05/2025","oui"
"9278512","09/05/2023","oui"
"9278513","08/05/2024","oui"
"9278514","08/05/2025","oui"
"9278515","12/05/2023","oui"
"9278516","14/05/2023","oui"
"9278517","15/05/2023","oui"
"9278518","15/05/2023","oui"
"9278519","15/05/2023","oui"
"9278520","04/07/2023","oui"
"9278521","19/05/2023","oui"
"9278522","19/05/2023","oui"
"9278523","19/05/2023","oui"
"9278524","19/05/2023","oui"
"9278525","24/06/2024","oui"
"9278526","22/05/2023","oui"
"9278527","07/07/2023","oui"
"9278528","14/05/2025","oui"
"9278529","22/05/2023","non"
"9278530","13/07/2023","oui"
"9278540","01/07/2024","oui"
"9278541","26/05/2023","oui"
"9278542","10/07/2023","oui"
"9282001","11/06/2025","oui"
"9282002","11/05/2024","oui"
"9282005","10/05/2025","oui"
"9282012","06/05/2025","oui"
"9282013","12/05/2025","oui"
"9282022","09/05/2025","oui"
"9282024","21/05/2025","oui"
"9282038","11/05/2024","non"
"9282045","16/06/2025","oui"
"9282049","09/05/2025","oui"
"9282051","14/05/2025","oui"
"9282069","12/05/2025","oui"
"9282070","07/06/2024","oui"
"9282072","13/05/2025","oui"
"9282073","09/05/2025","oui"
"9282075","13/05/2024","oui"
"9282092","13/05/2025","non"
"9282099","08/05/2024","oui"
"9282101","14/05/2025","oui"
"9282106","08/05/2024","oui"
"9282107","13/05/2025","oui"
"9282119","05/05/2024","non"
"9282140","08/05/2024","non"
"9282143","05/05/2024","oui"
"9282174","10/05/2025","non"
"9282175","06/05/2025","non"
"9282196","10/05/2025","oui"
"9282219","19/05/2025","oui"
"9282255","09/05/2025","non"
"9282257","13/05/2025","oui"
"9282258","09/05/2025","oui"
"9282297","02/06/2025","oui"
"9282299","14/05/2025","oui"
"9282322","22/04/2024","oui"
"9282323","22/04/2024","oui"
"9282324","27/04/2024","oui"
"9282325","02/05/2024","non"
"9282326","02/05/2024","non"
"9282333","02/05/2025","oui"
"9282334","12/05/2024","non"
"9282335","13/05/2024","oui"
"9282336","13/05/2024","oui"
"9282344","19/05/2024","oui"
"9282345","19/05/2024","non"
"9282346","19/05/2025","oui"
"9282347","19/05/2025","oui"
"9282401","05/05/2023","oui"
"9282402","12/05/2025","oui"
"9282403","12/05/2025","oui"
"9282404","08/05/2023","oui"
"9282405","17/06/2024","oui"
"9282406","26/06/2024","oui"
"9282407","09/05/2023","oui"
"9282408","11/05/2023","oui"
"9282409","11/05/2023","oui"
"9282410","15/05/2023","oui"
"9282411","22/05/2024","oui"
"9282412","17/05/2023","oui"
"9282413","19/05/2023","oui"
"9282414","24/07/2023","non"
"9282415","22/05/2023","non"
"9282416","22/05/2023","oui"
"9282417","14/06/2024","oui"
"9282418","15/05/2025","oui"
"9282419","15/05/2025","non"
"9282420","15/05/2024","oui"
"9282421","15/05/2024","oui"
"9282422","08/05/2025","non"
"9282423","08/05/2025","oui"
"9282424","13/05/2025","oui"
"9282425","26/06/2025","non"
"9282426","16/05/2025","non"
"9282427","16/05/2025","oui"
"9282428","16/05/2025","non"
"9282429","16/05/2025","oui"
"9282430","19/05/2025","oui"
"9282431","21/05/2025","non"
"9282440","14/06/2024","oui"
"9282458","03/06/2024","oui"
"9282459","03/06/2024","oui"
"9282499","16/05/2025","oui"
"9282500","16/05/2025","non"
"9282521","04/05/2024","oui"
"9282565","07/06/2024","oui"
"9282593","09/05/2025","oui"
"9283007","08/05/2025","oui"
"9283013","03/06/2024","oui"
"9283022","10/05/2025","non"
"9283024","05/05/2024","oui"
"9283032","10/05/2025","oui"
"9283043","11/05/2024","oui"
"9283054","10/06/2024","oui"
"9283072","15/05/2024","oui"
"9283073","17/05/2025","oui"
"9283074","12/05/2025","non"
"9283078","10/06/2024","oui"
"9283080","09/05/2025","oui"
"9283087","14/05/2025","oui"
"9283089","05/05/2024","oui"
"9283094","02/05/2024","oui"
"9283097","30/04/2024","oui"
"9283109","02/05/2025","oui"
"9283204","07/06/2024","oui"
"9283211","08/05/2024","oui"
"9283227","15/05/2024","non"
"9283229","27/05/2025","oui"
"9283281","15/05/2024","oui"
"9283288","27/05/2024","non"
"9283298","12/05/2025","non"
"9283362","05/06/2024","oui"
"9283363","27/04/2024","oui"
"9283369","01/05/2025","oui"
"9283370","08/05/2025","oui"
"9283371","18/05/2025","oui"
"9283372","19/05/2025","oui"
"9283373","19/05/2025","oui"
"9283374","19/05/2025","oui"
"9283375","19/05/2025","oui"
"9283501","26/06/2023","non"
"9283502","28/06/2023","oui"
"9283503","02/05/2024","non"
"9283504","02/05/2024","non"
"9283505","08/05/2025","oui"
"9283506","03/05/2024","oui"
"9283507","04/05/2024","oui"
"9283508","04/05/2024","oui"
"9283509","13/05/2025","oui"
"9283510","06/05/2025","oui"
"9283511","08/05/2024","oui"
"9283512","10/05/2024","oui"
"9283527","11/05/2024","oui"
"9283528","13/05/2024","non"
"9283540","15/05/2024","oui"
"9283541","12/05/2025","oui"
"9283545","10/05/2025","non"
"9283556","10/05/2025","oui"
"9283575","31/05/2024","oui"
"9283576","03/06/2024","oui"
"9283577","03/06/2024","oui"
"9283583","12/06/2024","non"
"9283586","23/06/2023","oui"
"9283592","16/05/2025","non"
"9283593","14/05/2025","non"
"9283594","05/05/2025","oui"
"9298002","09/05/2025","oui"
"9298017","14/05/2024","non"
"9298069","10/05/2025","non"
"9298426","13/03/2024","oui"
"9298427","07/05/2024","oui"
"9298428","13/03/2024","oui"
"9298429","03/02/2025","oui"
"9298430","14/03/2024","oui"
"9298431","14/03/2024","oui"
"9298432","21/06/2024","oui"
"9298433","14/03/2024","oui"
"9298434","14/03/2024","oui"
"9298435","09/05/2025","oui"
"9298436","15/03/2024","oui"
"9298437","15/03/2024","oui"
"9298477","04/04/2024","oui"
"9298478","04/04/2024","non"
"9298479","04/04/2024","oui"
"9298480","04/04/2024","oui"
"9298481","14/05/2025","oui"
"9298482","04/04/2024","oui"
"9298483","08/05/2025","oui"
"9298484","27/04/2024","oui"
"9298485","16/05/2025","oui"
"9298486","01/05/2025","oui"
"9298487","05/05/2025","oui"
"9298488","05/05/2024","oui"
"9298489","07/05/2024","oui"
"9298490","08/05/2024","oui"
"9298491","08/05/2024","oui"
"9298492","10/05/2024","oui"
"9298493","12/05/2025","oui"
"9298494","12/05/2025","oui"
"9298495","16/05/2024","oui"
"9298496","07/06/2024","oui"
"9298497","10/05/2025","oui"
"9298498","05/05/2025","oui"
"9298499","05/05/2025","oui"
"9298500","07/06/2024","oui"
"9298701","04/07/2024","oui"
"9298702","04/07/2024","oui"
"9298703","08/05/2025","oui"
"9298704","06/05/2024","oui"
"9298705","26/06/2023","non"
"9298706","07/05/2025","oui"
"9298707","22/05/2023","oui"
"9298708","12/06/2024","oui"
"9298709","25/04/2024","non"
"9298710","13/05/2024","oui"
"9298711","25/05/2023","oui"
"9298712","25/05/2023","oui"
