"label","last_mesure","sang_ok"
"8137521","20/05/2020","oui"
"8137522","20/05/2020","non"
"8137523","20/05/2020","non"
"8137524","20/05/2020","non"
"8137525","21/05/2020","oui"
"8137526","21/05/2020","non"
"8137527","21/05/2020","non"
"8137528","21/05/2020","non"
"8137529","18/03/2021","non"
"8137530","18/05/2020","non"
"8137531","23/05/2020","non"
"8137532","23/05/2020","non"
"8137533","23/05/2020","non"
"8137534","23/05/2020","non"
"8137535","23/05/2020","non"
"8137536","23/05/2020","non"
"8137537","23/05/2020","non"
"8137538","21/05/2020","non"
"8137539","21/05/2020","non"
"8137540","21/05/2020","non"
"8137541","21/05/2020","non"
"8137542","21/05/2020","non"
"8137543","20/05/2020","non"
"8137544","20/05/2020","non"
"8137545","20/05/2020","non"
"8137546","20/05/2020","non"
"8137547","20/05/2020","non"
"8137548","20/05/2020","non"
"8137549","08/05/2022","oui"
"8137550","20/05/2020","non"
"8137551","28/05/2020","non"
"8137552","28/05/2020","non"
"8137553","28/05/2020","non"
"8137554","28/05/2020","non"
"8137555","28/05/2020","non"
"8137556","28/05/2020","non"
"8137557","20/05/2020","non"
"8137558","28/05/2020","non"
"8137559","28/05/2020","non"
"8137560","28/05/2020","non"
"8137561","28/05/2020","non"
"8137562","28/05/2020","non"
"8137563","30/04/2021","non"
"8137564","21/05/2020","non"
"8137610","23/05/2020","non"
"8137611","23/05/2020","non"
"8137612","23/05/2020","non"
"8137613","28/05/2020","non"
"8137614","28/05/2020","non"
"8137615","17/05/2021","non"
"8137616","17/05/2021","non"
"8137617","28/05/2020","non"
"8137618","28/05/2020","non"
"8137619","28/05/2020","non"
"8137620","28/05/2020","non"
"8137621","28/05/2020","non"
"8137622","28/05/2020","non"
"8137623","28/05/2020","non"
"8137624","23/05/2020","non"
"8183004","27/04/2017","oui"
"8183005","03/05/2017","oui"
"8183006","28/04/2017","oui"
"8183007","19/03/2017","oui"
"8183008","07/05/2017","oui"
"8183009","27/04/2019","non"
"8183010","29/04/2017","oui"
"8183011","02/05/2017","oui"
"8183012","10/05/2018","oui"
"8183013","20/06/2019","oui"
"8183014","01/05/2017","oui"
"8183015","26/04/2017","oui"
"8183016","20/03/2017","oui"
"8183017","20/03/2017","oui"
"8183018","20/03/2017","oui"
"8183019","29/04/2017","oui"
"8183020","27/04/2017","oui"
"8183021","04/05/2017","oui"
"8183022","10/06/2019","oui"
"8183023","05/05/2017","oui"
"8183024","14/05/2022","oui"
"8183025","20/03/2017","oui"
"8183026","20/03/2017","oui"
"8183027","20/03/2017","oui"
"8183028","27/04/2017","oui"
"8183029","17/06/2018","oui"
"8183030","16/04/2017","oui"
"8183031","04/05/2017","oui"
"8183032","20/03/2017","oui"
"8183033","02/05/2017","oui"
"8183034","01/05/2017","oui"
"8183035","21/03/2017","oui"
"8183036","21/03/2017","oui"
"8183037","21/03/2017","oui"
"8183038","15/05/2018","oui"
"8183039","29/04/2017","oui"
"8183040","08/05/2018","non"
"8183041","21/03/2017","oui"
"8183042","26/04/2017","oui"
"8183043","05/05/2017","oui"
"8183044","02/05/2017","oui"
"8183045","04/05/2017","oui"
"8183046","12/06/2019","oui"
"8183047","23/03/2017","oui"
"8183048","23/03/2017","oui"
"8183049","29/04/2017","oui"
"8183050","23/03/2017","oui"
"8183051","23/03/2017","oui"
"8183052","23/03/2017","oui"
"8183053","05/05/2017","oui"
"8183054","24/03/2017","oui"
"8183055","10/05/2018","oui"
"8183056","24/03/2017","oui"
"8183057","24/03/2017","oui"
"8183058","05/05/2017","oui"
"8183059","08/05/2017","oui"
"8183060","26/03/2017","oui"
"8183061","19/04/2018","oui"
"8183062","18/04/2017","non"
"8183063","14/05/2017","oui"
"8183064","18/04/2017","non"
"8183065","18/04/2017","oui"
"8183066","18/04/2017","oui"
"8183067","18/04/2017","oui"
"8183068","16/05/2017","oui"
"8183069","19/04/2017","non"
"8183070","31/05/2017","oui"
"8183073","01/06/2019","oui"
"8183074","03/06/2020","non"
"8183075","20/04/2017","oui"
"8183076","20/04/2017","oui"
"8183077","26/05/2019","oui"
"8183078","27/05/2017","oui"
"8183079","16/05/2019","oui"
"8183080","02/06/2018","oui"
"8183081","22/04/2017","oui"
"8183082","25/04/2018","oui"
"8183083","22/04/2017","oui"
"8183084","27/04/2017","non"
"8183085","27/04/2017","non"
"8183086","27/04/2017","non"
"8183087","27/04/2017","non"
"8183088","27/04/2017","non"
"8183089","27/04/2017","non"
"8183090","29/04/2017","non"
"8183091","29/04/2017","non"
"8183092","29/04/2017","non"
"8183093","29/04/2017","non"
"8183094","29/04/2017","non"
"8183095","29/04/2017","non"
"8183096","29/04/2017","non"
"8183097","29/04/2017","non"
"8183098","29/04/2017","non"
"8183099","29/04/2017","non"
"8183100","01/05/2017","non"
"8183101","01/05/2017","non"
"8183102","01/05/2017","non"
"8183103","01/05/2017","oui"
"8183104","01/05/2017","non"
"8183105","01/05/2017","non"
"8183106","01/05/2017","non"
"8183107","01/05/2017","non"
"8183108","01/05/2017","non"
"8183109","29/04/2017","non"
"8183110","29/04/2017","non"
"8183111","29/04/2017","non"
"8183112","29/04/2017","non"
"8183113","29/04/2017","non"
"8183114","29/04/2017","oui"
"8183115","29/04/2017","non"
"8183116","29/04/2017","non"
"8183117","07/05/2017","non"
"8183118","07/05/2017","non"
"8183119","07/05/2017","non"
"8183120","07/05/2017","non"
"8183121","07/05/2017","non"
"8183122","07/05/2017","non"
"8183123","07/05/2017","non"
"8183124","07/05/2017","non"
"8183125","02/05/2017","non"
"8183126","02/05/2017","non"
"8183127","02/05/2017","non"
"8183128","02/05/2017","non"
"8183129","02/05/2017","non"
"8183130","02/05/2017","non"
"8183131","02/05/2017","non"
"8183132","04/05/2017","non"
"8183133","04/05/2017","non"
"8183134","04/05/2017","non"
"8183135","04/05/2017","non"
"8183136","04/05/2017","non"
"8183137","04/05/2017","non"
"8183138","04/05/2017","non"
"8183139","04/05/2017","non"
"8183140","08/05/2017","non"
"8183141","08/05/2017","non"
"8183142","08/05/2017","non"
"8183143","08/05/2017","non"
"8183144","08/05/2017","non"
"8183145","08/05/2017","non"
"8183146","08/05/2017","non"
"8183147","08/05/2017","non"
"8183148","08/05/2017","non"
"8183149","09/05/2017","non"
"8183150","09/05/2017","non"
"8183151","09/05/2017","non"
"8183152","09/05/2017","non"
"8183153","09/05/2017","non"
"8183154","09/05/2017","non"
"8183155","09/05/2017","non"
"8183156","09/05/2017","non"
"8183165","05/05/2017","non"
"8183166","05/05/2017","non"
"8183167","05/05/2017","non"
"8183168","05/05/2017","non"
"8183169","05/05/2017","non"
"8183170","05/05/2017","non"
"8183171","05/05/2017","non"
"8183172","05/05/2017","oui"
"8183173","05/05/2017","non"
"8183174","08/05/2017","non"
"8183175","08/05/2017","non"
"8183176","08/05/2017","non"
"8183177","08/05/2017","non"
"8183178","08/05/2017","non"
"8183179","05/05/2017","oui"
"8183180","08/05/2017","non"
"8183181","08/05/2017","oui"
"8183182","08/05/2017","non"
"8183183","08/05/2017","non"
"8183184","08/05/2017","oui"
"8183185","08/05/2017","non"
"8183186","11/05/2017","non"
"8183187","11/05/2017","non"
"8183188","11/05/2017","non"
"8183189","11/05/2017","non"
"8183190","11/05/2017","non"
"8183191","11/05/2017","non"
"8183192","11/05/2017","non"
"8183193","11/05/2017","non"
"8183194","12/05/2017","non"
"8183195","12/05/2017","non"
"8183196","12/05/2017","non"
"8183197","12/05/2017","non"
"8183198","12/05/2017","non"
"8183199","12/05/2017","non"
"8183200","12/05/2017","non"
"8183201","03/05/2017","oui"
"8183202","03/05/2017","non"
"8183203","03/05/2017","non"
"8183204","03/05/2017","non"
"8183205","03/05/2017","non"
"8183206","03/05/2017","non"
"8183207","03/05/2017","non"
"8183208","03/05/2017","oui"
"8183209","03/05/2017","non"
"8183210","04/05/2017","non"
"8183211","04/05/2017","non"
"8183212","04/05/2017","non"
"8183213","04/05/2017","non"
"8183214","04/05/2017","non"
"8183215","04/05/2017","non"
"8183216","04/05/2017","non"
"8183217","04/05/2017","non"
"8183218","04/05/2017","non"
"8183219","06/05/2017","non"
"8183220","06/05/2017","non"
"8183221","06/05/2017","oui"
"8183222","06/05/2017","non"
"8183223","06/05/2017","non"
"8183224","06/05/2017","non"
"8183226","06/05/2017","non"
"8183227","06/05/2017","non"
"8183228","06/05/2017","oui"
"8183229","06/05/2017","non"
"8183230","06/05/2017","non"
"8183231","06/05/2017","non"
"8183232","06/05/2017","non"
"8183233","06/05/2017","non"
"8183234","06/05/2017","non"
"8183235","11/05/2018","oui"
"8183236","07/05/2017","non"
"8183237","07/05/2017","non"
"8183238","07/05/2017","non"
"8183239","07/05/2017","non"
"8183240","07/05/2017","non"
"8183241","07/05/2017","non"
"8183242","03/05/2017","non"
"8183243","04/05/2017","oui"
"8183244","06/05/2017","non"
"8183245","07/05/2017","non"
"8183246","15/05/2018","oui"
"8183247","19/05/2022","oui"
"8183248","08/05/2017","non"
"8183249","08/05/2017","non"
"8183250","08/05/2017","non"
"8183251","08/05/2017","non"
"8183252","08/05/2017","non"
"8183253","08/05/2017","non"
"8183254","08/05/2017","non"
"8183255","09/05/2017","non"
"8183256","09/05/2017","non"
"8183257","09/05/2017","non"
"8183258","09/05/2017","oui"
"8183259","09/05/2017","non"
"8183260","09/05/2017","non"
"8183261","09/05/2017","oui"
"8183262","09/05/2017","non"
"8183263","09/05/2017","non"
"8183264","30/04/2017","oui"
"8183265","05/05/2017","non"
"8183266","29/04/2017","oui"
"8183267","06/05/2017","non"
"8183268","06/05/2017","non"
"8183269","06/05/2017","non"
"8183270","06/05/2017","non"
"8183271","06/05/2017","non"
"8183272","06/05/2017","non"
"8183273","06/05/2017","non"
"8183274","06/05/2017","non"
"8183275","06/05/2017","non"
"8183276","03/05/2017","non"
"8183277","03/05/2017","non"
"8183278","03/05/2017","non"
"8183279","03/05/2017","non"
"8183280","03/05/2017","non"
"8183281","03/05/2017","non"
"8183282","03/05/2017","non"
"8183283","03/05/2017","non"
"8183284","03/05/2017","non"
"8183285","03/05/2017","non"
"8183286","03/05/2017","non"
"8183287","03/05/2017","non"
"8183288","03/05/2017","non"
"8183289","03/05/2017","non"
"8183290","03/05/2017","non"
"8183291","03/05/2017","non"
"8183292","03/05/2017","non"
"8183293","02/05/2017","non"
"8183294","02/05/2017","non"
"8183295","02/05/2017","non"
"8183296","02/05/2017","non"
"8183297","02/05/2017","non"
"8183298","02/05/2017","non"
"8183299","02/05/2017","oui"
"8183300","02/05/2017","non"
"8183301","01/05/2017","non"
"8183302","01/05/2017","non"
"8183303","01/05/2017","non"
"8183304","01/05/2017","non"
"8183305","01/05/2017","non"
"8183306","01/05/2017","non"
"8183307","01/05/2017","non"
"8183308","01/05/2017","non"
"8183309","03/05/2017","non"
"8183310","03/05/2017","non"
"8183311","03/05/2017","non"
"8183312","03/05/2017","non"
"8183313","03/05/2017","non"
"8183314","03/05/2017","non"
"8183315","03/05/2017","non"
"8183316","03/05/2017","non"
"8183317","03/05/2017","non"
"8183318","03/05/2017","non"
"8183319","03/05/2017","non"
"8183320","03/05/2017","non"
"8183321","03/05/2017","non"
"8183322","03/05/2017","non"
"8183323","03/05/2017","non"
"8183324","03/05/2017","non"
"8183325","03/05/2017","non"
"8183326","03/05/2017","oui"
"8183327","03/05/2017","non"
"8183328","03/05/2017","non"
"8183329","03/05/2017","non"
"8183330","03/05/2017","non"
"8183331","03/05/2017","non"
"8183332","03/05/2017","non"
"8183333","03/05/2017","non"
"8183334","28/04/2017","non"
"8183335","03/05/2017","non"
"8183336","05/05/2017","non"
"8183337","05/05/2017","non"
"8183338","05/05/2017","non"
"8183339","05/05/2017","non"
"8183340","05/05/2017","non"
"8183341","05/05/2017","non"
"8183342","05/05/2017","non"
"8183343","12/05/2022","oui"
"8183344","06/05/2017","non"
"8183345","06/05/2017","non"
"8183346","06/05/2017","non"
"8183347","06/05/2017","non"
"8183348","06/05/2017","non"
"8183349","06/05/2017","non"
"8183350","06/05/2017","non"
"8183351","09/05/2018","oui"
"8183352","07/05/2017","non"
"8183353","07/05/2017","non"
"8183354","07/05/2017","non"
"8183355","07/05/2017","non"
"8183356","07/05/2017","non"
"8183357","07/05/2017","non"
"8183358","07/05/2017","oui"
"8183359","07/05/2017","non"
"8183360","07/05/2017","non"
"8183361","06/05/2017","non"
"8183362","06/05/2017","non"
"8183363","06/05/2017","non"
"8183364","06/05/2017","non"
"8183365","06/05/2017","non"
"8183366","06/05/2017","non"
"8183367","06/05/2017","non"
"8183368","06/05/2017","non"
"8183369","08/05/2017","non"
"8183370","08/05/2017","non"
"8183371","08/05/2017","non"
"8183372","08/05/2017","non"
"8183373","08/05/2017","non"
"8183374","08/05/2017","non"
"8183375","08/05/2017","non"
"8183376","08/05/2017","non"
"8183377","09/05/2017","non"
"8183378","09/05/2017","oui"
"8183379","09/05/2017","non"
"8183380","09/05/2017","non"
"8183381","09/05/2017","non"
"8183382","09/05/2017","non"
"8183383","09/05/2017","non"
"8183384","03/05/2017","oui"
"8183385","04/05/2020","oui"
"8183386","09/05/2017","non"
"8183387","03/05/2017","non"
"8183388","03/05/2017","non"
"8183389","03/05/2017","non"
"8183390","03/05/2017","non"
"8183391","03/05/2017","non"
"8183392","03/05/2017","non"
"8183393","07/05/2017","non"
"8183394","07/05/2017","non"
"8183395","07/05/2017","non"
"8183396","07/05/2017","oui"
"8183397","07/05/2017","non"
"8183398","07/05/2017","non"
"8183399","11/05/2017","non"
"8183400","11/05/2017","non"
"8183401","22/04/2017","oui"
"8183402","26/04/2017","oui"
"8183403","26/04/2017","non"
"8183404","26/04/2017","non"
"8183405","26/04/2017","non"
"8183406","26/04/2017","non"
"8183407","26/04/2017","non"
"8183408","26/04/2017","non"
"8183409","26/04/2017","non"
"8183410","26/04/2017","non"
"8183412","24/04/2017","oui"
"8183413","29/04/2017","non"
"8183414","29/04/2017","non"
"8183415","29/04/2017","non"
"8183416","29/04/2017","non"
"8183417","29/04/2017","non"
"8183418","29/04/2017","non"
"8183419","26/04/2017","non"
"8183420","26/04/2017","non"
"8183421","26/04/2017","non"
"8183422","26/04/2017","non"
"8183423","26/04/2017","non"
"8183424","26/04/2017","non"
"8183425","26/04/2017","non"
"8183426","26/04/2017","non"
"8183427","19/04/2017","non"
"8183428","19/04/2017","non"
"8183429","19/04/2017","non"
"8183430","19/04/2017","non"
"8183431","19/04/2017","non"
"8183432","19/04/2017","non"
"8183433","27/04/2017","non"
"8183434","27/04/2017","non"
"8183435","27/04/2017","non"
"8183436","27/04/2017","non"
"8183437","27/04/2017","non"
"8183438","27/04/2017","non"
"8183439","27/04/2017","non"
"8183440","27/04/2017","non"
"8183441","27/04/2017","non"
"8183442","27/04/2017","non"
"8183443","27/04/2017","non"
"8183444","02/05/2017","non"
"8183445","02/05/2017","non"
"8183446","02/05/2017","non"
"8183447","02/05/2017","non"
"8183448","02/05/2017","non"
"8183449","02/05/2017","non"
"8183450","02/05/2017","non"
"8183451","02/05/2017","non"
"8183452","03/05/2017","non"
"8183453","03/05/2017","non"
"8183454","03/05/2017","non"
"8183455","03/05/2017","non"
"8183456","03/05/2017","non"
"8183457","03/05/2017","oui"
"8183458","03/05/2017","non"
"8183459","03/05/2017","non"
"8183460","30/04/2017","non"
"8183461","30/04/2017","non"
"8183462","30/04/2017","non"
"8183463","30/04/2017","non"
"8183464","30/04/2017","non"
"8183465","30/04/2017","non"
"8183466","30/04/2017","non"
"8183467","30/04/2017","non"
"8183468","30/04/2017","non"
"8183469","02/05/2017","non"
"8183470","02/05/2017","non"
"8183471","02/05/2017","non"
"8183472","02/05/2017","non"
"8183473","02/05/2017","non"
"8183474","02/05/2017","non"
"8183475","02/05/2017","non"
"8183476","02/05/2017","non"
"8183477","05/05/2017","non"
"8183478","05/05/2017","non"
"8183479","05/05/2017","oui"
"8183480","05/05/2017","non"
"8183481","05/05/2017","oui"
"8183482","05/05/2017","non"
"8183483","05/05/2017","non"
"8183484","05/05/2017","non"
"8183485","06/05/2017","non"
"8183486","06/05/2017","non"
"8183487","06/05/2017","non"
"8183488","06/05/2017","non"
"8183489","06/05/2017","non"
"8183490","06/05/2017","non"
"8183491","06/05/2017","non"
"8183492","06/05/2017","non"
"8183493","06/05/2017","non"
"8183494","05/05/2017","non"
"8183495","05/05/2017","non"
"8183496","05/05/2017","non"
"8183497","05/05/2017","non"
"8183498","05/05/2017","non"
"8183499","05/05/2017","non"
"8183500","05/05/2017","non"
"8183501","15/05/2017","non"
"8183502","15/05/2017","non"
"8183503","09/05/2017","non"
"8183504","09/05/2017","non"
"8183505","11/05/2017","oui"
"8183506","11/05/2017","non"
"8183507","11/05/2017","non"
"8183508","11/05/2017","non"
"8183509","11/05/2017","non"
"8183510","11/05/2017","non"
"8183511","17/05/2017","non"
"8183512","17/05/2017","non"
"8183513","17/05/2017","non"
"8183514","12/05/2017","non"
"8183515","12/05/2017","non"
"8183516","12/05/2017","non"
"8183517","12/05/2017","non"
"8183518","12/05/2017","non"
"8183519","12/05/2017","non"
"8183520","07/06/2019","oui"
"8183521","18/05/2017","non"
"8183522","18/05/2017","non"
"8183523","18/05/2017","non"
"8183524","18/05/2017","non"
"8183525","18/05/2017","oui"
"8183526","18/05/2017","non"
"8183527","18/05/2017","non"
"8183528","12/05/2017","oui"
"8183529","15/05/2022","oui"
"8183530","18/05/2017","non"
"8183531","18/05/2017","non"
"8183532","18/05/2017","non"
"8183533","18/05/2017","non"
"8183534","18/05/2017","non"
"8183535","14/05/2017","oui"
"8183536","16/05/2017","non"
"8183537","16/05/2017","non"
"8183538","16/05/2017","non"
"8183539","16/05/2017","non"
"8183540","16/05/2017","non"
"8183541","16/05/2017","oui"
"8183542","16/05/2017","non"
"8183543","15/05/2017","oui"
"8183544","21/05/2017","non"
"8183545","15/05/2017","non"
"8183546","15/05/2017","non"
"8183547","15/05/2017","non"
"8183548","21/05/2017","non"
"8183549","21/05/2017","non"
"8183550","15/05/2017","non"
"8183551","16/05/2017","non"
"8183552","16/05/2017","non"
"8183553","16/05/2017","non"
"8183554","16/05/2017","oui"
"8183555","16/05/2017","non"
"8183556","16/05/2017","non"
"8183557","04/05/2019","oui"
"8183558","21/05/2017","non"
"8183559","21/05/2017","non"
"8183560","21/05/2017","non"
"8183561","21/05/2017","non"
"8183562","21/05/2017","non"
"8183563","21/05/2017","non"
"8183564","21/05/2017","non"
"8183565","21/05/2017","non"
"8183566","21/05/2017","non"
"8183567","21/05/2017","oui"
"8183568","21/05/2017","non"
"8183569","21/05/2017","non"
"8183570","21/05/2017","non"
"8183571","21/05/2017","non"
"8183572","23/04/2018","oui"
"8183573","23/05/2017","oui"
"8183574","23/05/2017","non"
"8183575","23/05/2017","non"
"8183576","23/05/2017","oui"
"8183577","23/05/2017","non"
"8183578","23/05/2017","non"
"8183579","23/05/2017","non"
"8183580","25/04/2019","oui"
"8183581","22/05/2017","non"
"8183582","22/05/2017","non"
"8183583","22/05/2017","non"
"8183584","22/05/2017","non"
"8183585","22/05/2017","non"
"8183586","22/05/2017","non"
"8183587","22/05/2017","non"
"8183588","17/05/2019","oui"
"8183589","23/05/2017","non"
"8183590","23/05/2017","oui"
"8183591","23/05/2017","non"
"8183592","23/05/2017","non"
"8183593","23/05/2017","non"
"8183594","23/05/2017","non"
"8183595","23/05/2017","non"
"8183596","23/05/2017","non"
"8183597","11/06/2022","oui"
"8183598","22/05/2017","oui"
"8183599","23/05/2017","non"
"8183600","23/05/2017","non"
"8183601","15/05/2017","non"
"8183602","15/05/2017","non"
"8183603","15/05/2017","non"
"8183604","15/05/2017","non"
"8183605","15/05/2017","non"
"8183606","18/05/2017","non"
"8183607","18/05/2017","non"
"8183608","18/05/2017","non"
"8183609","18/05/2017","non"
"8183610","18/05/2017","non"
"8183611","13/05/2017","non"
"8183612","13/05/2017","non"
"8183613","13/05/2017","non"
"8183614","13/05/2017","non"
"8183615","13/05/2017","oui"
"8183616","13/05/2017","non"
"8183617","13/05/2017","non"
"8183618","15/05/2017","oui"
"8183619","19/05/2017","non"
"8183620","19/05/2017","non"
"8183621","19/05/2017","non"
"8183622","19/05/2017","non"
"8183623","19/05/2017","non"
"8183624","19/05/2017","non"
"8183625","19/05/2017","oui"
"8183626","19/05/2017","oui"
"8183627","19/05/2017","oui"
"8183640","24/05/2017","non"
"8183641","24/05/2017","non"
"8183642","24/05/2017","non"
"8183643","24/05/2017","non"
"8183644","26/05/2017","non"
"8183645","26/05/2017","non"
"8183646","26/05/2017","non"
"8183647","26/05/2017","non"
"8183648","26/05/2017","non"
"8183649","26/05/2017","oui"
"8183650","26/05/2017","non"
"8183651","24/05/2017","oui"
"8183652","24/05/2017","non"
"8183653","24/05/2017","non"
"8183654","24/05/2017","non"
"8183655","24/05/2017","non"
"8183656","24/05/2017","non"
"8183657","24/05/2017","non"
"8183658","26/05/2017","non"
"8183659","26/05/2017","non"
"8183660","26/05/2017","non"
"8183661","26/05/2017","non"
"8183662","26/05/2017","non"
"8183663","26/05/2017","non"
"8183664","27/05/2017","non"
"8183665","27/05/2017","non"
"8183666","27/05/2017","non"
"8183667","27/05/2017","non"
"8183668","27/05/2017","non"
"8183669","26/05/2017","non"
"8183670","26/05/2017","non"
"8183671","26/05/2017","non"
"8183672","26/05/2017","non"
"8183673","26/05/2017","non"
"8183674","26/05/2017","non"
"8183675","26/05/2017","non"
"8183676","26/05/2017","non"
"8183677","26/05/2017","non"
"8183678","26/05/2017","non"
"8183679","26/05/2017","non"
"8183680","26/05/2017","non"
"8183681","26/05/2017","non"
"8183682","28/05/2017","non"
"8183683","28/05/2017","non"
"8183684","28/05/2017","oui"
"8183685","28/05/2017","non"
"8183686","28/05/2017","non"
"8183687","30/05/2017","non"
"8183688","30/05/2017","non"
"8183689","30/05/2017","non"
"8183690","30/05/2017","non"
"8183691","30/05/2017","non"
"8183692","30/05/2017","non"
"8183693","30/05/2017","non"
"8183694","30/05/2017","non"
"8183712","30/05/2017","oui"
"8183713","30/05/2017","non"
"8183714","30/05/2017","non"
"8183715","30/05/2017","oui"
"8183716","30/05/2017","non"
"8183717","30/05/2017","non"
"8183734","30/05/2017","non"
"8183735","30/05/2017","non"
"8183736","30/05/2017","non"
"8183737","30/05/2017","non"
"8183738","30/05/2017","non"
"8183739","29/05/2017","oui"
"8183740","29/05/2017","non"
"8183741","29/05/2017","non"
"8183742","29/05/2017","non"
"8183743","29/05/2017","non"
"8183744","29/05/2017","non"
"8183750","31/05/2017","non"
"8183751","31/05/2017","non"
"8183752","31/05/2017","non"
"8183753","31/05/2017","non"
"8183754","31/05/2017","non"
"8183755","31/05/2017","non"
"8183756","31/05/2017","non"
"8183757","31/05/2017","non"
"8183758","03/06/2017","non"
"8183759","03/06/2017","non"
"8183760","03/06/2017","non"
"8183761","03/06/2017","non"
"8183762","03/06/2017","non"
"8183763","03/06/2017","non"
"8183764","03/06/2017","non"
"8183765","02/06/2017","non"
"8183766","02/06/2017","non"
"8183767","02/06/2017","non"
"8183768","02/06/2017","non"
"8183769","02/06/2017","non"
"8183770","02/06/2017","non"
"8183771","02/06/2017","non"
"8183772","31/05/2017","oui"
"8183773","01/06/2017","non"
"8183774","01/06/2017","non"
"8183775","01/06/2017","non"
"8183776","01/06/2017","non"
"8183777","01/06/2017","non"
"8183778","01/06/2017","non"
"8183779","01/06/2017","non"
"8183780","01/06/2017","non"
"8183781","01/06/2017","non"
"8183790","16/05/2019","non"
"8183791","04/06/2017","non"
"8183792","04/06/2017","non"
"8183793","04/06/2017","non"
"8183794","04/06/2017","non"
"8183795","04/06/2017","non"
"8183796","04/06/2017","oui"
"8183797","07/06/2017","non"
"8183798","07/06/2017","non"
"8183799","07/06/2017","non"
"8183800","07/06/2017","non"
"8183801","16/05/2017","non"
"8183802","17/05/2017","non"
"8183803","17/05/2017","non"
"8183804","17/05/2017","non"
"8183805","17/05/2017","non"
"8183806","18/05/2017","non"
"8183807","18/05/2017","non"
"8183808","18/05/2017","non"
"8183809","18/05/2017","non"
"8183810","18/05/2017","non"
"8183811","18/05/2017","non"
"8183812","18/05/2017","non"
"8183821","18/05/2017","oui"
"8183822","18/05/2017","non"
"8183823","18/05/2017","non"
"8183824","18/05/2017","non"
"8183825","18/05/2017","non"
"8183826","18/05/2017","non"
"8183827","18/05/2017","non"
"8183828","18/05/2017","non"
"8183829","18/05/2017","non"
"8183830","19/05/2017","oui"
"8183831","19/05/2017","non"
"8183832","19/05/2017","non"
"8183833","19/05/2017","non"
"8183834","19/05/2017","non"
"8183835","19/05/2017","non"
"8183836","19/05/2017","non"
"8183837","19/05/2017","non"
"8183838","19/05/2017","oui"
"8183839","19/05/2017","non"
"8183840","19/05/2017","oui"
"8183841","19/05/2017","non"
"8183842","19/05/2017","non"
"8183843","21/05/2017","non"
"8183844","21/05/2017","non"
"8183845","21/05/2017","non"
"8183846","21/05/2017","non"
"8183847","21/05/2017","non"
"8183848","21/05/2017","non"
"8183855","23/05/2017","non"
"8183856","23/05/2017","non"
"8183857","23/05/2017","non"
"8183858","23/05/2017","non"
"8183859","22/05/2017","non"
"8183860","22/05/2017","non"
"8183861","22/05/2017","non"
"8183862","22/05/2017","non"
"8183863","22/05/2017","non"
"8183864","22/05/2017","non"
"8183865","22/05/2017","non"
"8183866","22/05/2017","non"
"8183867","22/05/2017","oui"
"8183868","22/05/2017","non"
"8183869","22/05/2017","non"
"8183870","22/05/2017","non"
"8183871","22/05/2017","non"
"8183872","22/05/2017","non"
"8183873","22/05/2017","non"
"8183874","22/05/2017","non"
"8183875","22/05/2017","non"
"8183876","22/05/2017","oui"
"8183877","22/05/2017","non"
"8183878","23/05/2017","non"
"8183879","23/05/2017","non"
"8183880","23/05/2017","non"
"8183881","23/05/2017","non"
"8183882","23/05/2017","non"
"8183883","23/05/2017","non"
"8183884","23/05/2017","non"
"8183890","24/05/2017","non"
"8183891","24/05/2017","non"
"8183892","24/05/2017","non"
"8183893","24/05/2017","oui"
"8183894","24/05/2017","non"
"8183895","03/06/2020","oui"
"8183896","25/05/2017","non"
"8183897","25/05/2017","non"
"8183898","25/05/2017","non"
"8183899","25/05/2017","non"
"8183900","24/05/2017","oui"
"8183901","23/05/2017","non"
"8183902","23/05/2017","non"
"8183903","23/05/2017","non"
"8183904","23/05/2017","non"
"8183905","23/05/2017","non"
"8183906","22/04/2018","oui"
"8183907","25/05/2017","non"
"8183908","25/05/2017","non"
"8183909","25/05/2017","oui"
"8183910","25/05/2017","non"
"8183911","25/05/2017","non"
"8183912","25/05/2017","non"
"8183913","25/05/2017","non"
"8183914","25/05/2017","non"
"8183915","25/05/2017","non"
"8183916","25/05/2017","non"
"8183917","25/05/2017","non"
"8183918","24/05/2017","non"
"8183919","24/05/2017","non"
"8183920","24/05/2017","non"
"8183921","25/05/2017","non"
"8183922","25/05/2017","non"
"8183923","25/05/2017","non"
"8183924","25/05/2017","oui"
"8183925","25/05/2017","non"
"8183926","27/05/2017","oui"
"8183927","27/05/2017","non"
"8183928","27/05/2017","non"
"8183929","27/05/2017","non"
"8183930","27/05/2017","non"
"8183931","27/05/2017","non"
"8183932","27/05/2017","non"
"8183933","07/06/2022","oui"
"8183934","28/05/2017","non"
"8183935","28/05/2017","non"
"8183936","28/05/2017","non"
"8183937","28/05/2017","non"
"8183938","28/05/2017","non"
"8183939","29/05/2018","oui"
"8183940","28/05/2017","non"
"8183941","28/05/2017","non"
"8183942","28/05/2017","non"
"8183943","28/05/2017","non"
"8183944","28/05/2017","non"
"8183945","30/05/2017","non"
"8183946","30/05/2017","non"
"8183947","30/05/2017","non"
"8183948","30/05/2017","non"
"8183949","30/05/2017","non"
"8183950","30/05/2017","non"
"8183951","30/05/2017","non"
"8183952","28/05/2017","oui"
"8183953","31/05/2017","non"
"8183954","31/05/2017","non"
