"bague","autre_bague","espece","sexe","age_2026","lieu_bag","nic_naiss","sang_ok","nb_captures","last_mesure"
"10175914",,"bleue",,1,"mur","mur_50","non",1,"10/05/2025"
"10175915",,"bleue",,1,"mur","mur_50","non",1,"10/05/2025"
"10175916",,"bleue",,1,"mur","mur_50","non",1,"10/05/2025"
"10175917",,"bleue",,1,"mur","mur_50","non",1,"10/05/2025"
"10175918",,"bleue",,1,"mur","mur_50","non",1,"10/05/2025"
"10175919",,"bleue",,1,"mur","mur_50","non",1,"10/05/2025"
"10175920",,"bleue",,1,"mur","mur_50","non",1,"10/05/2025"
"10175921",,"bleue",,1,"mur","mur_129","non",1,"10/05/2025"
"10175922",,"bleue",,1,"mur","mur_129","non",1,"10/05/2025"
"10175923",,"bleue",,1,"mur","mur_129","non",1,"10/05/2025"
"10175924",,"bleue",,1,"mur","mur_129","non",1,"10/05/2025"
"10175925",,"bleue",,1,"mur","mur_129","non",1,"10/05/2025"
"10175926",,"bleue",,1,"mur","mur_129","non",1,"10/05/2025"
"10175927",,"bleue",,1,"mur","mur_129","non",1,"10/05/2025"
"10175928",,"bleue",,1,"mur","mur_129","non",1,"10/05/2025"
"10175929",,"bleue",,1,"mur","mur_138","non",1,"10/05/2025"
"10175930",,"bleue",,1,"mur","mur_138","non",1,"10/05/2025"
"10175931",,"bleue",,1,"mur","mur_138","non",1,"10/05/2025"
"10175932",,"bleue",,1,"mur","mur_138","non",1,"10/05/2025"
"10175933",,"bleue",,1,"mur","mur_138","non",1,"10/05/2025"
"10175934",,"bleue",,1,"mur","mur_138","non",1,"10/05/2025"
"10175935",,"bleue",,1,"ari","ari_16","non",1,"10/05/2025"
"10175936",,"bleue",,1,"ari","ari_16","non",1,"10/05/2025"
"10175937",,"bleue",,1,"ari","ari_16","non",1,"10/05/2025"
"10175938",,"bleue",,1,"ari","ari_16","non",1,"10/05/2025"
"10175939",,"bleue",,1,"ari","ari_16","non",1,"10/05/2025"
"10175940",,"bleue",,1,"ari","ari_16","non",1,"10/05/2025"
"10175941",,"bleue",,1,"ari","ari_16","non",1,"10/05/2025"
"10175942",,"bleue",,1,"ari","ari_16","non",1,"10/05/2025"
"10175943",,"bleue",,1,"ari","ari_16","non",1,"10/05/2025"
"10175944",,"bleue",,1,"gra","gra_3","non",1,"10/05/2025"
"10175945",,"bleue",,1,"gra","gra_3","non",1,"10/05/2025"
"10175946",,"bleue",,1,"gra","gra_3","non",1,"10/05/2025"
"10175947",,"bleue",,1,"gra","gra_3","non",1,"10/05/2025"
"10175948",,"bleue",,1,"gra","gra_3","non",1,"10/05/2025"
"10175949",,"bleue",,1,"gra","gra_3","non",1,"10/05/2025"
"10175950",,"bleue",,1,"gra","gra_3","non",1,"10/05/2025"
"10175951",,"bleue",,1,"gra","gra_3","non",1,"10/05/2025"
"10175952",,"bleue",,1,"mur","mur_146","non",1,"11/05/2025"
"10175953",,"bleue",,1,"mur","mur_146","non",1,"11/05/2025"
"10175954",,"bleue",,1,"mur","mur_146","non",1,"11/05/2025"
"10175955",,"bleue",,1,"mur","mur_146","non",1,"11/05/2025"
"10175956",,"bleue",,1,"mur","mur_146","non",1,"11/05/2025"
"10175957",,"bleue",,1,"mur","mur_146","non",1,"11/05/2025"
"10175958",,"bleue",,1,"mur","mur_146","non",1,"11/05/2025"
"10175959",,"bleue",,1,"mur","mur_146","non",1,"11/05/2025"
"10175960",,"bleue",,1,"gra","gra_1","non",1,"13/05/2025"
"10175961",,"bleue",,1,"gra","gra_1","non",1,"13/05/2025"
"10175962",,"bleue",,1,"gra","gra_1","non",1,"13/05/2025"
"10175963",,"bleue",,1,"gra","gra_1","non",1,"13/05/2025"
"10175964",,"bleue",,1,"gra","gra_1","non",1,"13/05/2025"
"10175965",,"bleue",,1,"gra","gra_1","non",1,"13/05/2025"
"10175966",,"bleue",,1,"fil","fil_4","non",1,"13/05/2025"
"10175967",,"bleue",,1,"fil","fil_4","non",1,"13/05/2025"
"10175968",,"bleue",,1,"fil","fil_4","non",1,"13/05/2025"
"10175969",,"bleue",,1,"fil","fil_4","non",1,"13/05/2025"
"10175970",,"bleue",,1,"fil","fil_4","non",1,"13/05/2025"
"10175971",,"bleue",,1,"fil","fil_4","non",1,"13/05/2025"
"10175972",,"bleue",,1,"fil","fil_4","non",1,"13/05/2025"
"10175973",,"bleue",,1,"fil","fil_4","non",1,"13/05/2025"
"10175974",,"bleue",,1,"fil","fil_4","non",1,"13/05/2025"
"10175975",,"bleue",,1,"fil","fil_4","non",1,"13/05/2025"
"10175976",,"bleue",,1,"mur","mur_54","non",1,"14/05/2025"
"10175977",,"bleue",,1,"mur","mur_54","non",1,"14/05/2025"
"10175978",,"bleue",,1,"mur","mur_54","non",1,"14/05/2025"
"10175979",,"bleue",,1,"mur","mur_54","non",1,"14/05/2025"
"10175980",,"bleue",,1,"mur","mur_54","non",1,"14/05/2025"
"10175981",,"bleue",,1,"mur","mur_54","non",1,"14/05/2025"
"10175982",,"bleue",,1,"mur","mur_54","non",1,"14/05/2025"
"10175983",,"bleue",,1,"fel","fel_3","non",1,"15/05/2025"
"10175984",,"bleue",,1,"fel","fel_3","non",1,"15/05/2025"
"10175985",,"bleue",,1,"fel","fel_3","non",1,"15/05/2025"
"10175986",,"bleue",,1,"fel","fel_3","non",1,"15/05/2025"
"10175987",,"bleue",,1,"fel","fel_3","non",1,"15/05/2025"
"10175988",,"bleue",,1,"fel","fel_3","non",1,"15/05/2025"
"10175989",,"bleue",,1,"fel","fel_3","non",1,"15/05/2025"
"10175990",,"bleue",,1,"gra","gra_11","non",1,"15/05/2025"
"10175991",,"bleue",,1,"gra","gra_11","non",1,"15/05/2025"
"10175992",,"bleue",,1,"gra","gra_11","non",1,"15/05/2025"
"10175993",,"bleue",,1,"gra","gra_11","non",1,"15/05/2025"
"10175994",,"bleue",,1,"gra","gra_18","non",1,"15/05/2025"
"10175995",,"bleue",,1,"gra","gra_18","non",1,"15/05/2025"
"10175996",,"bleue",,1,"gra","gra_18","non",1,"15/05/2025"
"10175997",,"bleue",,1,"gra","gra_18","non",1,"15/05/2025"
"10175998",,"bleue",,1,"gra","gra_18","non",1,"15/05/2025"
"10175999",,"bleue",,1,"gra","gra_18","non",1,"15/05/2025"
"10176000",,"bleue",,1,"gra","gra_18","non",1,"15/05/2025"
"3661919",,"bleue","F",10,"rou",,"oui",1,"15/05/2017"
"3661945",,"charbo","F",11,"rou",,"oui",2,"26/06/2017"
"5126891",,"bleue","M",7,"mur",,"non",1,"26/04/2020"
"5126892",,"bleue",,6,"mur","mur_57","non",2,"30/04/2020"
"5126893",,"bleue",,6,"mur","mur_57","non",2,"30/04/2020"
"5126894",,"bleue",,6,"mur","mur_57","non",2,"30/04/2020"
"5126895",,"bleue",,6,"mur","mur_57","non",2,"30/04/2020"
"5126896",,"bleue",,6,"mur","mur_59","non",1,"26/04/2020"
"5126897",,"bleue",,6,"mur","mur_59","non",1,"26/04/2020"
"5126898",,"bleue",,6,"mur","mur_59","non",1,"26/04/2020"
"5126899",,"bleue",,6,"mur","mur_59","non",1,"26/04/2020"
"5126900",,"bleue",,6,"mur","mur_59","non",1,"26/04/2020"
"5468901",,"bleue","M",6,"mur","mur_59","oui",4,"26/04/2020"
"5468902",,"bleue",,6,"mur","mur_59","non",1,"26/04/2020"
"5468903",,"bleue",,6,"mur","mur_59","non",1,"26/04/2020"
"5468904",,"bleue","M",7,"mur",,"non",1,"26/04/2020"
"5468905",,"bleue",,6,"mur","mur_93","non",2,"30/04/2020"
"5468906",,"bleue",,6,"mur","mur_93","non",2,"30/04/2020"
"5468907",,"bleue",,6,"mur","mur_93","non",2,"30/04/2020"
"5468908",,"bleue",,6,"mur","mur_93","non",2,"30/04/2020"
"5468909",,"bleue",,6,"mur","mur_93","non",2,"30/04/2020"
"5468910",,"bleue",,6,"mur","mur_93","non",2,"30/04/2020"
"5468911",,"bleue",,6,"mur","mur_93","non",2,"30/04/2020"
"5468912",,"bleue",,6,"mur","mur_93","non",2,"30/04/2020"
"5468913",,"bleue","F",8,"mur",,"non",1,"26/04/2020"
"5468914",,"bleue","M",6,"mur","mur_43","oui",2,"26/04/2020"
"5468915",,"bleue",,6,"mur","mur_43","non",1,"26/04/2020"
"5468916",,"bleue",,6,"mur","mur_43","non",1,"26/04/2020"
"5468917",,"bleue",,6,"mur","mur_43","non",1,"26/04/2020"
"5468918",,"bleue",,6,"mur","mur_43","non",1,"26/04/2020"
"5468919",,"bleue",,6,"mur","mur_43","non",1,"26/04/2020"
"5468920",,"bleue",,6,"mur","mur_43","non",1,"26/04/2020"
"5468921",,"bleue","M",6,"mur","mur_43","oui",2,"26/04/2020"
"5468922",,"bleue",,6,"mur","mur_43","non",1,"26/04/2020"
"5468923",,"bleue",,6,"mur","mur_43","non",1,"26/04/2020"
"5468924",,"bleue",,6,"mur","mur_43","non",1,"26/04/2020"
"5468925",,"bleue",,6,"mur","mur_91","non",1,"26/04/2020"
"5468926",,"bleue",,6,"mur","mur_91","non",1,"26/04/2020"
"5468927",,"bleue",,6,"mur","mur_91","non",1,"26/04/2020"
"5468928",,"bleue",,6,"mur","mur_91","non",1,"26/04/2020"
"5468929",,"bleue","M",8,"ava",,"oui",3,"25/03/2022"
"5468930",,"bleue",,6,"ava","ava_20","non",2,"02/05/2020"
"5468931",,"bleue",,6,"ava","ava_20","non",2,"02/05/2020"
"5468932",,"bleue",,6,"ava","ava_20","non",2,"02/05/2020"
"5468933",,"bleue",,6,"ava","ava_20","non",2,"02/05/2020"
"5468934",,"bleue",,6,"ava","ava_20","non",2,"02/05/2020"
"5468935",,"bleue",,6,"ava","ava_20","non",2,"02/05/2020"
"5468936",,"bleue",,6,"ava","ava_20","non",2,"02/05/2020"
"5468937",,"bleue",,6,"ava","ava_20","non",2,"02/05/2020"
"5468938",,"bleue",,6,"ava","ava_20","non",2,"02/05/2020"
"5468939",,"bleue",,6,"fel","fel_9","non",1,"26/04/2020"
"5468940",,"bleue",,6,"fel","fel_9","non",1,"26/04/2020"
"5468941",,"bleue",,6,"fel","fel_9","non",1,"26/04/2020"
"5468942",,"bleue",,6,"fel","fel_9","non",1,"26/04/2020"
"5468943",,"bleue",,6,"fel","fel_9","non",1,"26/04/2020"
"5468944",,"bleue","M",6,"fel","fel_9","non",2,"26/04/2020"
"5468945",,"bleue",,6,"fel","fel_9","non",1,"26/04/2020"
"5468946",,"bleue",,6,"fel","fel_9","non",1,"26/04/2020"
"5468947",,"bleue",,6,"fel","fel_9","non",1,"26/04/2020"
"5468948",,"bleue",,6,"fel","fel_9","non",1,"26/04/2020"
"5468949",,"bleue",,6,"mur","mur_87","non",2,"18/05/2020"
"5468950","mv-bw","bleue","F",6,"mur","mur_87","oui",5,"18/05/2020"
"5468951",,"bleue",,6,"mur","mur_87","non",2,"18/05/2020"
"5468952",,"bleue",,6,"mur","mur_87","non",2,"18/05/2020"
"5468953",,"bleue","M",6,"mur","mur_87","oui",3,"18/05/2020"
"5468954",,"bleue","M",8,"mur",,"oui",2,"18/03/2021"
"5468955",,"bleue",,6,"fel","fel_15","non",1,"15/05/2020"
"5468956",,"bleue",,6,"fel","fel_15","non",1,"15/05/2020"
"5468957",,"bleue",,6,"fel","fel_15","non",1,"15/05/2020"
"5468958",,"bleue",,6,"fel","fel_15","non",1,"15/05/2020"
"5468959",,"bleue",,6,"fel","fel_15","non",1,"15/05/2020"
"5468960",,"bleue",,6,"fel","fel_15","non",1,"15/05/2020"
"5468961",,"bleue",,6,"fel","fel_15","non",1,"15/05/2020"
"5468962",,"bleue","M",8,"ava",,"oui",4,"25/03/2022"
"5468963",,"bleue",,6,"ava","ava_13","non",1,"16/05/2020"
"5468964",,"bleue",,6,"ava","ava_13","non",1,"16/05/2020"
"5468965",,"bleue",,6,"ava","ava_13","non",1,"16/05/2020"
"5468966",,"bleue",,6,"ava","ava_13","non",1,"16/05/2020"
"5468967",,"bleue",,6,"ava","ava_13","non",1,"16/05/2020"
"5468968",,"bleue",,6,"ava","ava_13","non",1,"16/05/2020"
"5468969",,"bleue","M",8,"mur",,"non",1,"16/05/2020"
"5468970",,"bleue","F",7,"mur",,"non",1,"16/05/2020"
"5468971","mw-vr","bleue","M",6,"mur","mur_23","oui",6,"21/05/2020"
"5468972",,"bleue",,6,"mur","mur_23","non",2,"21/05/2020"
"5468973",,"bleue",,6,"mur","mur_23","non",2,"21/05/2020"
"5468974",,"bleue","F",7,"mur",,"oui",4,"05/05/2023"
"5468975",,"bleue",,6,"mur","mur_78","non",2,"21/05/2020"
"5468976",,"bleue",,6,"mur","mur_78","non",2,"21/05/2020"
"5468977",,"bleue",,6,"mur","mur_78","non",2,"21/05/2020"
"5468978",,"bleue",,6,"mur","mur_78","non",2,"21/05/2020"
"5468979","wo-mw","bleue","F",7,"mur",,"oui",4,"10/05/2022"
"5468980",,"bleue",,6,"mur","mur_56","non",1,"16/05/2020"
"5468981",,"bleue",,6,"mur","mur_56","non",1,"16/05/2020"
"5468982",,"bleue",,6,"mur","mur_56","non",1,"16/05/2020"
"5468983",,"bleue",,6,"mur","mur_56","non",1,"16/05/2020"
"5468984",,"bleue",,6,"mur","mur_56","non",1,"16/05/2020"
"5468985",,"bleue",,6,"mur","mur_56","non",1,"16/05/2020"
"5468986",,"bleue",,6,"ari","ari_16","non",2,"21/05/2020"
"5468987",,"bleue",,6,"ari","ari_16","non",2,"21/05/2020"
"5468988",,"bleue",,6,"ari","ari_16","non",2,"21/05/2020"
"5468989",,"bleue","C",6,"ari","ari_16","oui",4,"21/05/2020"
"5468990",,"bleue",,6,"ari","ari_16","non",2,"21/05/2020"
"5468991",,"bleue",,6,"ari","ari_16","non",2,"21/05/2020"
"5468992",,"bleue","F",7,"ari",,"oui",3,"12/05/2021"
"5468993",,"bleue",,6,"ari","ari_11","non",2,"21/05/2020"
"5468994",,"bleue",,6,"ari","ari_11","non",2,"21/05/2020"
"5468995",,"bleue",,6,"ari","ari_11","non",2,"21/05/2020"
"5468996",,"bleue",,6,"ari","ari_11","non",2,"21/05/2020"
"5468997",,"bleue",,6,"ari","ari_11","non",2,"21/05/2020"
"5468998",,"bleue",,6,"ari","ari_11","non",2,"21/05/2020"
"5468999",,"charbo",,6,"ari","ari_22","non",2,"21/05/2020"
"5469000",,"charbo","M",6,"ari","ari_22","oui",3,"21/05/2020"
"5503264",,"bleue","F",4,"mur",,"oui",1,"19/03/2023"
"5545098",,"charbo","F",10,"rou",,"oui",1,"12/05/2017"
"5545499",,"bleue","M",7,"rou",,"non",1,"29/04/2020"
"5545500",,"bleue","F",7,"rou",,"oui",1,"29/04/2020"
"6402101",,"bleue",,5,"rou","rou_431","non",1,"22/05/2021"
"6402102",,"bleue",,5,"rou","rou_431","non",1,"22/05/2021"
"6402103",,"bleue",,5,"rou","rou_431","non",1,"22/05/2021"
"6402104",,"bleue",,5,"rou","rou_431","non",1,"22/05/2021"
"6402105",,"bleue",,5,"rou","rou_431","non",1,"22/05/2021"
"6402106",,"bleue",,5,"rou","rou_38","non",1,"22/05/2021"
"6402107",,"bleue",,5,"rou","rou_38","non",1,"22/05/2021"
"6402108",,"bleue",,5,"rou","rou_38","non",1,"22/05/2021"
"6402109",,"bleue",,5,"rou","rou_38","non",1,"22/05/2021"
"6402110",,"bleue",,5,"rou","rou_38","non",1,"22/05/2021"
"6402111",,"bleue",,5,"rou","rou_38","non",1,"22/05/2021"
"6402112",,"bleue",,5,"rou","rou_38","non",1,"22/05/2021"
"6402113",,"bleue",,5,"rou","rou_38","non",1,"22/05/2021"
"6402114",,"bleue",,5,"rou","rou_97","non",1,"23/05/2021"
"6402115",,"bleue",,5,"rou","rou_226","non",1,"23/05/2021"
"6402116",,"bleue",,5,"rou","rou_226","non",1,"23/05/2021"
"6402117",,"bleue",,5,"rou","rou_226","non",1,"23/05/2021"
"6402118",,"bleue",,5,"rou","rou_226","non",1,"23/05/2021"
"6402119",,"bleue","M",5,"rou","rou_226","oui",3,"23/05/2021"
"6402120",,"bleue",,5,"rou","rou_226","non",1,"23/05/2021"
"6402121",,"bleue",,5,"rou","rou_226","non",1,"23/05/2021"
"6402122",,"bleue",,5,"rou","rou_226","non",1,"23/05/2021"
"6402123",,"bleue",,5,"rou","rou_226","non",1,"23/05/2021"
"6402124",,"bleue",,5,"rou","rou_12","non",1,"23/05/2021"
"6402125",,"bleue",,5,"rou","rou_12","non",1,"23/05/2021"
"6402126",,"bleue",,5,"rou","rou_12","non",1,"23/05/2021"
"6402127",,"bleue",,5,"rou","rou_12","non",1,"23/05/2021"
"6402128",,"bleue",,5,"rou","rou_12","non",1,"23/05/2021"
"6402129",,"bleue",,5,"rou","rou_12","non",1,"23/05/2021"
"6402130",,"bleue",,5,"rou","rou_2supp","non",1,"25/05/2021"
"6402131",,"bleue",,5,"rou","rou_2supp","non",1,"25/05/2021"
"6402132",,"bleue",,5,"rou","rou_2supp","non",1,"25/05/2021"
"6402133",,"bleue",,5,"rou","rou_2supp","non",1,"25/05/2021"
"6402134",,"bleue",,5,"rou","rou_2supp","non",1,"25/05/2021"
"6402135",,"bleue",,5,"rou","rou_2supp","non",1,"25/05/2021"
"6402136",,"bleue",,5,"rou","rou_2supp","non",1,"25/05/2021"
"6402137",,"bleue",,5,"rou","rou_406","non",1,"26/05/2021"
"6402138",,"bleue",,5,"rou","rou_406","non",1,"26/05/2021"
"6402139",,"bleue",,5,"rou","rou_406","non",1,"26/05/2021"
"6402140",,"bleue",,5,"rou","rou_406","non",1,"26/05/2021"
"6402141",,"bleue",,5,"rou","rou_406","non",1,"26/05/2021"
"6402142",,"bleue",,5,"rou","rou_406","non",1,"26/05/2021"
"6402143",,"bleue",,5,"rou","rou_406","non",1,"26/05/2021"
"6402144",,"bleue",,5,"rou","rou_345","non",1,"26/05/2021"
"6402145",,"bleue",,5,"rou","rou_345","non",1,"26/05/2021"
"6402146",,"bleue","M",5,"rou","rou_47","oui",4,"26/05/2021"
"6402147",,"bleue",,5,"rou","rou_47","non",1,"26/05/2021"
"6402148",,"bleue",,5,"rou","rou_47","non",1,"26/05/2021"
"6402149",,"bleue",,5,"rou","rou_47","non",1,"26/05/2021"
"6402150",,"bleue",,5,"rou","rou_47","non",1,"26/05/2021"
"6402151",,"bleue","M",5,"rou","rou_47","oui",5,"26/05/2021"
"6402152",,"bleue",,5,"rou","rou_45","non",1,"27/05/2021"
"6402153",,"bleue",,5,"rou","rou_45","non",1,"27/05/2021"
"6402154",,"bleue","M",5,"rou","rou_45","non",2,"27/05/2021"
"6402155",,"bleue",,5,"rou","rou_45","non",1,"27/05/2021"
"6402156",,"bleue",,5,"rou","rou_45","non",1,"27/05/2021"
"6402157",,"bleue",,5,"rou","rou_45","non",1,"27/05/2021"
"6402158",,"bleue",,5,"rou","rou_27","non",1,"28/05/2021"
"6402159",,"bleue",,5,"rou","rou_27","non",1,"28/05/2021"
"6402160",,"bleue",,5,"rou","rou_27","non",1,"28/05/2021"
"6402161",,"bleue",,5,"rou","rou_27","non",1,"28/05/2021"
"6402162",,"bleue",,5,"rou","rou_27","non",1,"28/05/2021"
"6402163",,"bleue",,5,"rou","rou_323","non",1,"01/06/2021"
"6402164",,"bleue",,5,"rou","rou_323","non",1,"01/06/2021"
"6402165",,"bleue",,5,"rou","rou_323","non",1,"01/06/2021"
"6402166",,"bleue",,5,"rou","rou_323","non",1,"01/06/2021"
"6402167",,"bleue",,5,"rou","rou_323","non",1,"01/06/2021"
"6402168",,"bleue",,5,"rou","rou_323","non",1,"01/06/2021"
"6402169",,"bleue",,5,"rou","rou_323","non",1,"01/06/2021"
"6402171",,"bleue",,5,"rou","rou_219","non",1,"06/06/2021"
"6402172",,"bleue",,5,"rou","rou_219","non",1,"06/06/2021"
"6402173",,"bleue",,5,"rou","rou_219","non",1,"06/06/2021"
"6402174",,"bleue",,5,"rou","rou_219","non",1,"06/06/2021"
"6402175",,"bleue",,5,"rou","rou_219","non",1,"06/06/2021"
"6402176",,"bleue",,5,"rou","rou_237","non",1,"09/06/2021"
"6402177",,"bleue",,5,"rou","rou_237","non",1,"09/06/2021"
"6402178",,"bleue",,5,"rou","rou_237","non",1,"09/06/2021"
"6402179",,"bleue",,5,"rou","rou_237","non",1,"09/06/2021"
"6402180",,"bleue",,5,"rou","rou_237","non",1,"09/06/2021"
"6402181",,"bleue",,5,"rou","rou_405","non",1,"09/06/2021"
"6402182",,"bleue",,5,"rou","rou_405","non",1,"09/06/2021"
"6402183",,"bleue",,5,"rou","rou_405","non",1,"09/06/2021"
"6402184",,"bleue",,5,"rou","rou_405","non",1,"09/06/2021"
"6402185",,"bleue",,5,"rou","rou_405","non",1,"09/06/2021"
"6402186",,"bleue",,5,"rou","rou_312","non",1,"13/06/2021"
"6402187",,"bleue",,5,"rou","rou_312","non",1,"13/06/2021"
"6402188",,"bleue",,5,"rou","rou_312","non",1,"13/06/2021"
"6402189",,"bleue",,5,"rou","rou_312","non",1,"13/06/2021"
"6402190",,"bleue",,5,"rou","rou_312","non",1,"13/06/2021"
"6402191",,"bleue",,5,"rou","rou_312","non",1,"13/06/2021"
"6402192",,"bleue","M",5,"rou","rou_21","oui",2,"17/06/2021"
"6402193",,"bleue",,5,"rou","rou_21","non",1,"17/06/2021"
"6402194",,"bleue",,5,"rou","rou_21","non",1,"17/06/2021"
"6402195",,"bleue","M",5,"rou","rou_21","oui",2,"17/06/2021"
"6402196",,"bleue",,5,"rou","rou_327","non",1,"17/06/2021"
"6402197",,"bleue",,5,"rou","rou_327","non",1,"17/06/2021"
"6402198",,"bleue",,5,"rou","rou_327","non",1,"17/06/2021"
"6402199",,"bleue",,5,"rou","rou_327","non",1,"17/06/2021"
"6402200",,"bleue",,5,"rou","rou_327","non",1,"17/06/2021"
"6988794",,"bleue","M",11,"rou",,"oui",1,"04/05/2017"
"6988795",,"bleue","F",10,"rou",,"oui",1,"04/05/2017"
"6988796",,"bleue","M",10,"rou",,"oui",1,"04/05/2017"
"6988797",,"bleue","M",10,"rou",,"non",2,"20/05/2018"
"6988861",,"bleue",,9,"rou","rou_311","non",1,"12/05/2017"
"6988872",,"charbo",,9,"rou","rou_334","non",1,"09/05/2017"
"6988873",,"charbo",,9,"rou","rou_334","non",1,"09/05/2017"
"6988874",,"charbo",,9,"rou","rou_334","non",1,"09/05/2017"
"6988875",,"charbo",,9,"rou","rou_334","non",1,"09/05/2017"
"6988876",,"charbo",,9,"rou","rou_334","non",1,"09/05/2017"
"6988877",,"charbo",,9,"rou","rou_334","non",1,"09/05/2017"
"6988878",,"charbo",,9,"rou","rou_36","non",1,"10/05/2017"
"6988879",,"charbo",,9,"rou","rou_334","non",1,"09/05/2017"
"6988880",,"charbo",,9,"rou","rou_36","non",1,"10/05/2017"
"6988881",,"charbo",,9,"rou","rou_36","non",1,"10/05/2017"
"6988882",,"charbo",,9,"rou","rou_36","non",1,"10/05/2017"
"6988883",,"charbo",,9,"rou","rou_36","non",1,"10/05/2017"
"6988884",,"charbo",,9,"rou","rou_36","non",1,"10/05/2017"
"6988885",,"charbo",,9,"rou","rou_36","non",1,"10/05/2017"
"6988886",,"charbo",,9,"rou","rou_36","non",1,"10/05/2017"
"6988887",,"charbo",,9,"rou","rou_36","non",1,"10/05/2017"
"6988888",,"charbo",,9,"rou","rou_36","non",1,"10/05/2017"
"6988889",,"bleue",,9,"rou","rou_9","non",1,"10/05/2017"
"6988890",,"bleue",,9,"rou","rou_9","non",1,"10/05/2017"
"6988891",,"bleue",,9,"rou","rou_9","non",1,"10/05/2017"
"6988892",,"bleue",,9,"rou","rou_9","non",1,"10/05/2017"
"6988893",,"bleue",,9,"rou","rou_9","non",1,"10/05/2017"
"6988894",,"bleue",,9,"rou","rou_9","non",1,"10/05/2017"
"6988895",,"bleue",,9,"rou","rou_9","non",1,"10/05/2017"
"6988896",,"bleue",,9,"rou","rou_9","non",1,"10/05/2017"
"6988897",,"bleue",,9,"rou","rou_9","non",1,"10/05/2017"
"6988898",,"bleue",,9,"rou","rou_9","non",1,"10/05/2017"
"6988899",,"bleue",,9,"rou","rou_311","non",1,"12/05/2017"
"6988956",,"bleue",,9,"rou","rou_368","non",1,"09/05/2017"
"6988957",,"bleue",,9,"rou","rou_368","non",1,"09/05/2017"
"6988958",,"bleue","M",9,"rou","rou_368","non",5,"09/05/2017"
"6988959",,"bleue",,9,"rou","rou_368","non",1,"09/05/2017"
"6988960",,"bleue",,9,"rou","rou_368","non",1,"09/05/2017"
"6988961",,"bleue",,9,"rou","rou_368","non",1,"09/05/2017"
"6988962",,"bleue",,9,"rou","rou_368","non",1,"09/05/2017"
"6988963",,"bleue","M",9,"rou","rou_368","non",2,"09/05/2017"
"6988964",,"bleue",,9,"rou","rou_368","non",1,"09/05/2017"
"6988965",,"bleue",,9,"rou","rou_368","non",1,"09/05/2017"
"6988966",,"bleue",,9,"rou","rou_50","non",1,"10/05/2017"
"6988967",,"bleue",,9,"rou","rou_50","non",1,"10/05/2017"
"6988968",,"bleue",,9,"rou","rou_50","non",1,"10/05/2017"
"6988969",,"bleue",,9,"rou","rou_50","non",1,"10/05/2017"
"6988970",,"bleue",,9,"rou","rou_50","non",1,"10/05/2017"
"6988971",,"bleue",,9,"rou","rou_50","non",1,"10/05/2017"
"6988972",,"bleue",,9,"rou","rou_50","non",1,"10/05/2017"
"6988973",,"bleue",,9,"rou","rou_50","non",1,"10/05/2017"
"6988974",,"bleue",,9,"rou","rou_50","non",1,"10/05/2017"
"6988975",,"bleue",,9,"rou","rou_184","non",1,"10/05/2017"
"6988976",,"bleue",,9,"rou","rou_184","non",1,"10/05/2017"
"6988977",,"bleue",,9,"rou","rou_184","non",1,"10/05/2017"
"6988978",,"bleue",,9,"rou","rou_184","non",1,"10/05/2017"
"6988979",,"bleue",,9,"rou","rou_184","non",1,"10/05/2017"
"6988980",,"bleue",,9,"rou","rou_184","non",1,"10/05/2017"
"6988981",,"charbo",,9,"rou","rou_236","non",1,"12/05/2017"
"6988982",,"charbo",,9,"rou","rou_236","non",1,"12/05/2017"
"6988983",,"charbo",,9,"rou","rou_236","non",1,"12/05/2017"
"6988984",,"charbo",,9,"rou","rou_236","non",1,"12/05/2017"
"6988985",,"charbo",,9,"rou","rou_236","non",1,"12/05/2017"
"6988986",,"charbo",,9,"rou","rou_236","non",1,"12/05/2017"
"6988987",,"charbo",,9,"rou","rou_236","non",1,"12/05/2017"
"6988988",,"charbo",,9,"rou","rou_236","non",1,"12/05/2017"
"6988989",,"bleue","F",9,"rou","rou_349","oui",2,"12/05/2017"
"6988990",,"bleue","F",9,"rou",,"oui",1,"26/05/2018"
"6988991",,"bleue","F",9,"rou",,"oui",1,"26/05/2018"
"6988992",,"bleue","M",9,"rou",,"non",1,"28/05/2018"
"6988993",,"charbo","F",10,"rou",,"non",1,"29/05/2018"
"6988994",,"bleue","F",9,"rou",,"non",1,"29/05/2018"
"6988995",,"bleue","F",9,"rou",,"non",1,"29/05/2018"
"6988996","B90","charbo","M",8,"rou","rou_361","oui",6,"01/06/2018"
"6988997",,"charbo",,8,"rou","rou_361","non",1,"01/06/2018"
"6988998",,"charbo",,8,"rou","rou_361","non",1,"01/06/2018"
"6988999",,"charbo",,8,"rou","rou_361","non",1,"01/06/2018"
"6989000","A34","charbo","F",8,"rou","rou_361","oui",2,"01/06/2018"
"6990616",,"charbo",,9,"fac","fac_13","non",1,"05/05/2017"
"6990617",,"charbo",,9,"fac","fac_13","non",1,"05/05/2017"
"6990618",,"charbo",,9,"fac","fac_13","non",1,"05/05/2017"
"6990619",,"charbo",,9,"fac","fac_17","non",1,"09/05/2017"
"6990620",,"charbo",,9,"fac","fac_17","non",1,"09/05/2017"
"6990621",,"charbo",,9,"fac","fac_17","non",1,"09/05/2017"
