"bague","autre_bague","espece","sexe","age_2026","lieu_bag","nic_naiss","sang_ok","nb_captures","last_mesure"
"10173001",,"bleue",,1,"mur","mur_147","non",1,"09/05/2025"
"10173002",,"bleue",,1,"mur","mur_147","non",1,"09/05/2025"
"10173003",,"bleue",,1,"mur","mur_147","non",1,"09/05/2025"
"10173004",,"bleue",,1,"mur","mur_147","non",1,"09/05/2025"
"10173005",,"bleue",,1,"mur","mur_147","non",1,"09/05/2025"
"10173006",,"bleue",,1,"mur","mur_147","non",1,"09/05/2025"
"10173007",,"bleue",,1,"mur","mur_147","non",1,"09/05/2025"
"10173008",,"bleue",,1,"mur","mur_147","non",1,"09/05/2025"
"10173009",,"bleue",,1,"mur","mur_147","non",1,"09/05/2025"
"10173010",,"bleue",,1,"mur","mur_147","non",1,"09/05/2025"
"10173011",,"bleue",,1,"ava","ava_13","non",3,"18/05/2025"
"10173012",,"bleue",,1,"ava","ava_13","non",3,"18/05/2025"
"10173013",,"bleue",,1,"ava","ava_13","non",3,"18/05/2025"
"10173014",,"bleue",,1,"ava","ava_13","non",3,"18/05/2025"
"10173015",,"bleue",,1,"ava","ava_13","non",3,"18/05/2025"
"10173016",,"bleue",,1,"ava","ava_13","non",3,"18/05/2025"
"10173017",,"bleue",,1,"ava","ava_13","non",3,"18/05/2025"
"10173018",,"bleue",,1,"mur","mur_152","non",1,"11/05/2025"
"10173019",,"bleue",,1,"mur","mur_152","non",1,"11/05/2025"
"10173020",,"bleue",,1,"mur","mur_152","non",1,"11/05/2025"
"10173021",,"bleue",,1,"mur","mur_152","non",1,"11/05/2025"
"10173022",,"bleue",,1,"mur","mur_152","non",1,"11/05/2025"
"10173023",,"bleue",,1,"mur","mur_152","non",1,"11/05/2025"
"10173024",,"bleue",,1,"mur","mur_152","non",1,"11/05/2025"
"10173025",,"bleue",,1,"mur","mur_152","non",1,"11/05/2025"
"10173026",,"bleue",,1,"mur","mur_101","non",1,"11/05/2025"
"10173027",,"bleue",,1,"mur","mur_101","non",1,"11/05/2025"
"10173028",,"bleue",,1,"mur","mur_101","non",1,"11/05/2025"
"10173029",,"bleue",,1,"mur","mur_101","non",1,"11/05/2025"
"10173030",,"bleue",,1,"mur","mur_101","non",1,"11/05/2025"
"10173031",,"bleue",,1,"mur","mur_101","non",1,"11/05/2025"
"10173032",,"bleue",,1,"fil","fil_14","non",1,"11/05/2025"
"10173033",,"bleue",,1,"fil","fil_14","non",1,"11/05/2025"
"10173034",,"bleue",,1,"fil","fil_14","non",1,"11/05/2025"
"10173035",,"bleue",,1,"fil","fil_14","non",1,"11/05/2025"
"10173036",,"bleue",,1,"fil","fil_14","non",1,"11/05/2025"
"10173037",,"bleue",,1,"ava","ava_21","non",3,"19/05/2025"
"10173038",,"bleue",,1,"ava","ava_21","non",3,"19/05/2025"
"10173039",,"bleue",,1,"ava","ava_21","non",3,"19/05/2025"
"10173040",,"bleue",,1,"ava","ava_21","non",3,"19/05/2025"
"10173041",,"bleue",,1,"ava","ava_21","non",3,"19/05/2025"
"10173042",,"bleue",,1,"ava","ava_21","non",3,"19/05/2025"
"10173043",,"bleue",,1,"pir","pir_159","non",3,"21/05/2025"
"10173044",,"bleue",,1,"pir","pir_159","non",3,"21/05/2025"
"10173045",,"bleue",,1,"pir","pir_159","non",3,"21/05/2025"
"10173046",,"bleue",,1,"pir","pir_159","non",3,"21/05/2025"
"10173047",,"bleue",,1,"pir","pir_159","non",3,"21/05/2025"
"10173048",,"bleue","F",3,"ava",,"oui",1,"15/05/2025"
"10173049",,"bleue",,1,"mur","mur_72","non",1,"15/05/2025"
"10173050",,"bleue",,1,"mur","mur_72","non",1,"15/05/2025"
"10173051",,"bleue",,1,"mur","mur_72","non",1,"15/05/2025"
"10173052",,"bleue",,1,"mur","mur_72","non",1,"15/05/2025"
"10173053",,"bleue",,1,"mur","mur_72","non",1,"15/05/2025"
"10173054",,"bleue",,1,"mur","mur_72","non",1,"15/05/2025"
"10173055",,"bleue",,1,"mur","mur_72","non",1,"15/05/2025"
"10173056",,"bleue",,1,"mur","mur_72","non",1,"15/05/2025"
"10173057",,"charbo","F",3,"fil",,"oui",1,"15/05/2025"
"10173058",,"bleue",,1,"fil","fil_17","non",1,"15/05/2025"
"10173059",,"bleue",,1,"fil","fil_17","non",1,"15/05/2025"
"10173060",,"bleue",,1,"fil","fil_17","non",1,"15/05/2025"
"10173061",,"bleue",,1,"fil","fil_17","non",1,"15/05/2025"
"10173062",,"bleue",,1,"fil","fil_17","non",1,"15/05/2025"
"10173063",,"bleue",,1,"fil","fil_17","non",1,"15/05/2025"
"10173064",,"bleue",,1,"fil","fil_17","non",1,"15/05/2025"
"10173065",,"bleue",,1,"fil","fil_17","non",1,"15/05/2025"
"10173066",,"bleue","M",2,"pir",,"oui",1,"16/05/2025"
"10173073",,"bleue",,1,"fel","fel_19","non",1,"16/05/2025"
"10173074",,"bleue",,1,"fel","fel_19","non",1,"16/05/2025"
"10173075",,"bleue",,1,"fel","fel_19","non",1,"16/05/2025"
"10173076",,"bleue",,1,"fel","fel_19","non",1,"16/05/2025"
"10173077",,"bleue",,1,"fel","fel_19","non",1,"16/05/2025"
"10173078",,"bleue",,1,"ava","ava_15","non",3,"24/05/2025"
"10173079",,"bleue",,1,"ava","ava_15","non",3,"24/05/2025"
"10173080",,"bleue",,1,"ava","ava_15","non",3,"24/05/2025"
"10173081",,"bleue",,1,"ava","ava_15","non",3,"24/05/2025"
"10173082",,"bleue",,1,"fel","fel_16","non",1,"18/05/2025"
"10173083",,"bleue",,1,"mur","mur_139","non",1,"18/05/2025"
"10173084",,"bleue",,1,"mur","mur_139","non",1,"18/05/2025"
"10173085",,"bleue",,1,"mur","mur_139","non",1,"18/05/2025"
"10173086",,"bleue",,1,"mur","mur_139","non",1,"18/05/2025"
"10173087",,"bleue",,1,"mur","mur_139","non",2,"28/05/2025"
"10173088",,"bleue",,1,"mur","mur_139","non",1,"18/05/2025"
"10173089",,"bleue",,1,"mur","mur_139","non",1,"18/05/2025"
"10173090",,"bleue","F",2,"mur",,"oui",1,"19/05/2025"
"10173091",,"bleue","M",3,"mur",,"oui",1,"19/05/2025"
"10173094",,"bleue",,1,"pir","pir_111","non",1,"02/06/2025"
"10173095",,"bleue",,1,"pir","pir_111","non",1,"02/06/2025"
"10173096",,"bleue",,1,"pir","pir_111","non",1,"02/06/2025"
"10173097",,"bleue",,1,"pir","pir_111","non",1,"02/06/2025"
"10173098",,"bleue","F",2,"pir",,"oui",1,"03/06/2025"
"10173099",,"bleue","F",2,"pir",,"non",1,"03/06/2025"
"10173100",,"bleue","M",3,"mur",,"oui",1,"11/06/2025"
"10173101",,"bleue",,1,"pir","pir_131","non",1,"30/05/2025"
"10173103",,"bleue",,1,"pir","pir_131","non",1,"30/05/2025"
"10173104",,"bleue",,1,"pir","pir_131","non",1,"30/05/2025"
"10173105",,"bleue",,1,"pir","pir_131","non",1,"30/05/2025"
"10173106",,"bleue",,1,"pir","pir_131","non",1,"30/05/2025"
"10173107",,"bleue",,1,"pir","pir_131","non",1,"30/05/2025"
"10173108",,"bleue",,1,"pir","pir_315","non",1,"30/05/2025"
"10173109",,"bleue",,1,"pir","pir_315","non",1,"30/05/2025"
"10173110",,"bleue",,1,"pir","pir_315","non",1,"30/05/2025"
"10173111",,"bleue",,1,"pir","pir_315","non",1,"30/05/2025"
"10173112",,"bleue",,1,"pir","pir_315","non",1,"30/05/2025"
"10173113",,"bleue",,1,"pir","pir_315","non",1,"30/05/2025"
"10173114",,"bleue",,1,"pir","pir_315","non",1,"30/05/2025"
"10173115",,"bleue",,1,"pir","pir_89","non",3,"05/06/2025"
"10173116",,"bleue",,1,"pir","pir_240","non",1,"01/06/2025"
"10173117",,"bleue",,1,"pir","pir_240","non",1,"01/06/2025"
"10173118",,"bleue",,1,"pir","pir_240","non",1,"01/06/2025"
"10173119",,"bleue",,1,"pir","pir_240","non",1,"01/06/2025"
"10173120",,"bleue",,1,"pir","pir_240","non",1,"01/06/2025"
"10173121",,"bleue",,1,"pir","pir_137","non",1,"01/06/2025"
"10173122",,"bleue",,1,"pir","pir_137","non",1,"01/06/2025"
"10173123",,"bleue",,1,"pir","pir_137","non",1,"01/06/2025"
"10173124",,"bleue",,1,"pir","pir_137","non",1,"01/06/2025"
"10173125",,"bleue",,1,"pir","pir_137","non",1,"01/06/2025"
"10173126",,"bleue",,1,"pir","pir_137","non",1,"01/06/2025"
"10173127",,"bleue",,1,"pir","pir_137","non",1,"01/06/2025"
"10173128",,"bleue",,1,"pir","pir_138","non",1,"01/06/2025"
"10173129",,"bleue",,1,"pir","pir_138","non",1,"01/06/2025"
"10173130",,"bleue",,1,"pir","pir_138","non",1,"01/06/2025"
"10173131",,"bleue",,1,"pir","pir_138","non",1,"01/06/2025"
"10173132",,"bleue",,1,"pir","pir_138","non",1,"01/06/2025"
"10173133",,"bleue",,1,"pir","pir_138","non",1,"01/06/2025"
"10173134",,"bleue",,1,"pir","pir_40","non",1,"01/06/2025"
"10173135",,"bleue",,1,"pir","pir_40","non",1,"01/06/2025"
"10173136",,"bleue",,1,"pir","pir_40","non",1,"01/06/2025"
"10173137",,"bleue",,1,"pir","pir_40","non",1,"01/06/2025"
"10173138",,"bleue",,1,"pir","pir_40","non",1,"01/06/2025"
"10173139",,"bleue",,1,"pir","pir_118","non",1,"01/06/2025"
"10173140",,"bleue",,1,"pir","pir_118","non",1,"01/06/2025"
"10173141",,"bleue",,1,"pir","pir_118","non",1,"01/06/2025"
"10173142",,"bleue",,1,"pir","pir_118","non",1,"01/06/2025"
"10173143",,"bleue",,1,"pir","pir_118","non",1,"01/06/2025"
"10173144",,"bleue",,1,"pir","pir_118","non",1,"01/06/2025"
"10173145",,"bleue",,1,"pir","pir_227","non",1,"01/06/2025"
"10173146",,"bleue",,1,"pir","pir_227","non",1,"01/06/2025"
"10173147",,"bleue",,1,"pir","pir_227","non",1,"01/06/2025"
"10173148",,"bleue",,1,"pir","pir_227","non",1,"01/06/2025"
"10173149",,"bleue",,1,"pir","pir_227","non",1,"01/06/2025"
"10173150",,"bleue",,1,"pir","pir_227","non",1,"01/06/2025"
"10173151",,"bleue",,1,"pir","pir_227","non",1,"01/06/2025"
"10173152",,"bleue",,1,"pir","pir_105","non",3,"08/06/2025"
"10173153",,"bleue",,1,"pir","pir_105","non",3,"08/06/2025"
"10173154",,"bleue",,1,"pir","pir_105","non",3,"08/06/2025"
"10173155",,"bleue",,1,"pir","pir_105","non",3,"08/06/2025"
"10173156",,"bleue",,1,"pir","pir_105","non",3,"08/06/2025"
"10173157",,"bleue",,1,"pir","pir_105","non",3,"08/06/2025"
"10173158",,"bleue",,1,"pir","pir_102","non",1,"03/06/2025"
"10173159",,"bleue",,1,"pir","pir_304","non",1,"02/06/2025"
"10173160",,"bleue",,1,"pir","pir_304","non",1,"02/06/2025"
"10173161",,"bleue",,1,"pir","pir_304","non",1,"02/06/2025"
"10173162",,"bleue",,1,"pir","pir_304","non",1,"02/06/2025"
"10173163",,"bleue",,1,"pir","pir_304","non",1,"02/06/2025"
"10173164",,"bleue",,1,"pir","pir_304","non",1,"02/06/2025"
"10173165",,"bleue",,1,"pir","pir_304","non",1,"02/06/2025"
"10173166",,"bleue",,1,"pir","pir_308","non",1,"02/06/2025"
"10173167",,"bleue",,1,"pir","pir_308","non",1,"02/06/2025"
"10173168",,"bleue",,1,"pir","pir_308","non",1,"02/06/2025"
"10173169",,"bleue",,1,"pir","pir_308","non",1,"02/06/2025"
"10173170",,"bleue",,1,"pir","pir_308","non",1,"02/06/2025"
"10173171",,"bleue",,1,"pir","pir_308","non",1,"02/06/2025"
"10173172",,"bleue",,1,"pir","pir_308","non",1,"02/06/2025"
"10173173",,"bleue",,1,"pir","pir_338","non",1,"03/06/2025"
"10173175",,"bleue",,1,"pir","pir_338","non",1,"03/06/2025"
"10173176",,"bleue",,1,"pir","pir_338","non",1,"03/06/2025"
"10173177",,"bleue",,1,"pir","pir_338","non",1,"03/06/2025"
"10173178",,"bleue",,1,"pir","pir_338","non",1,"03/06/2025"
"10173179",,"bleue",,1,"pir","pir_338","non",1,"03/06/2025"
"10173180",,"bleue",,1,"pir","pir_338","non",1,"03/06/2025"
"10173181",,"bleue",,1,"pir","pir_338","non",1,"03/06/2025"
"10173182",,"bleue",,1,"pir","pir_52","non",1,"03/06/2025"
"10173183",,"bleue",,1,"pir","pir_52","non",1,"03/06/2025"
"10173184",,"bleue",,1,"pir","pir_52","non",1,"03/06/2025"
"10173185",,"bleue",,1,"pir","pir_52","non",1,"03/06/2025"
"10173186",,"bleue",,1,"pir","pir_52","non",1,"03/06/2025"
"10173187",,"bleue",,1,"pir","pir_20","non",1,"03/06/2025"
"10173188",,"bleue",,1,"pir","pir_20","non",1,"03/06/2025"
"10173189",,"bleue",,1,"pir","pir_20","non",1,"03/06/2025"
"10173190",,"bleue",,1,"pir","pir_20","non",1,"03/06/2025"
"10173191",,"bleue",,1,"pir","pir_20","non",1,"03/06/2025"
"10173192",,"bleue",,1,"pir","pir_20","non",1,"03/06/2025"
"10173193",,"bleue",,1,"pir","pir_21","non",1,"03/06/2025"
"10173194",,"bleue",,1,"pir","pir_21","non",1,"03/06/2025"
"10173195",,"bleue",,1,"pir","pir_21","non",1,"03/06/2025"
"10173196",,"bleue",,1,"pir","pir_21","non",1,"03/06/2025"
"10173197",,"bleue",,1,"pir","pir_21","non",1,"03/06/2025"
"10173198",,"bleue",,1,"pir","pir_21","non",1,"03/06/2025"
"10173199",,"bleue",,1,"pir","pir_21","non",1,"03/06/2025"
"10173200",,"bleue",,1,"pir","pir_21","non",1,"03/06/2025"
"10173201",,"bleue",,1,"mur","mur_30","non",1,"16/05/2025"
"10173202",,"bleue",,1,"mur","mur_30","non",1,"16/05/2025"
"10173203",,"bleue",,1,"mur","mur_30","non",1,"16/05/2025"
"10173204",,"bleue",,1,"mur","mur_30","non",1,"16/05/2025"
"10173205",,"bleue",,1,"mur","mur_30","non",1,"16/05/2025"
"10173206",,"bleue",,1,"mur","mur_30","non",1,"16/05/2025"
"10173207",,"bleue",,1,"mur","mur_30","non",1,"16/05/2025"
"10173208",,"bleue",,1,"mur","mur_145","non",1,"17/05/2025"
"10173209",,"bleue",,1,"mur","mur_145","non",1,"17/05/2025"
"10173210",,"bleue",,1,"mur","mur_145","non",1,"17/05/2025"
"10173211",,"bleue",,1,"mur","mur_145","non",1,"17/05/2025"
"10173212",,"bleue",,1,"mur","mur_145","non",1,"17/05/2025"
"10173213",,"bleue",,1,"mur","mur_145","non",1,"17/05/2025"
"10173214",,"bleue",,1,"ari","ari_21","non",1,"17/05/2025"
"10173215",,"bleue",,1,"ari","ari_21","non",1,"17/05/2025"
"10173216",,"bleue",,1,"ari","ari_21","non",1,"17/05/2025"
"10173217",,"bleue",,1,"ari","ari_21","non",1,"17/05/2025"
"10173218",,"bleue",,1,"ari","ari_21","non",1,"17/05/2025"
"10173219",,"bleue",,1,"ari","ari_21","non",1,"17/05/2025"
"10173226",,"bleue",,1,"mur","mur_155","non",1,"21/05/2025"
"10173227",,"bleue",,1,"mur","mur_155","non",1,"21/05/2025"
"10173228",,"bleue",,1,"mur","mur_155","non",1,"21/05/2025"
"10173229",,"bleue",,1,"mur","mur_155","non",1,"21/05/2025"
"10173230",,"bleue",,1,"mur","mur_155","non",1,"21/05/2025"
"10173231",,"bleue",,1,"mur","mur_155","non",1,"21/05/2025"
"10173232",,"bleue",,1,"mur","mur_155","non",1,"21/05/2025"
"10173233",,"bleue",,1,"ari","ari_10","non",1,"21/05/2025"
"10173234",,"bleue",,1,"ari","ari_10","non",1,"21/05/2025"
"10173235",,"bleue",,1,"ari","ari_10","non",1,"21/05/2025"
"10173236",,"bleue",,1,"ari","ari_10","non",1,"21/05/2025"
"10173237",,"bleue",,1,"ari","ari_10","non",1,"21/05/2025"
"10173238",,"bleue",,1,"ari","ari_10","non",1,"21/05/2025"
"10173239",,"bleue",,1,"pir","pir_249","non",1,"23/05/2025"
"10173240",,"bleue",,1,"pir","pir_249","non",1,"23/05/2025"
"10173241",,"bleue",,1,"pir","pir_249","non",1,"23/05/2025"
"10173242",,"bleue",,1,"pir","pir_249","non",1,"23/05/2025"
"10173243",,"bleue",,1,"pir","pir_249","non",1,"23/05/2025"
"10173244",,"bleue",,1,"pir","pir_249","non",1,"23/05/2025"
"10173245",,"bleue",,1,"pir","pir_249","non",1,"23/05/2025"
"10173253",,"bleue",,1,"pir","pir_66","non",3,"30/05/2025"
"10173254",,"bleue",,1,"pir","pir_66","non",3,"30/05/2025"
"10173255",,"bleue",,1,"pir","pir_66","non",3,"30/05/2025"
"10173256",,"bleue",,1,"pir","pir_66","non",3,"30/05/2025"
"10173257",,"bleue",,1,"pir","pir_66","non",3,"30/05/2025"
"10173258",,"bleue",,1,"pir","pir_66","non",3,"30/05/2025"
"10173259",,"bleue",,1,"pir","pir_66","non",3,"30/05/2025"
"10173260",,"bleue",,1,"pir","pir_66","non",3,"30/05/2025"
"10173261",,"bleue",,1,"pir","pir_66","non",3,"30/05/2025"
"10173269",,"bleue",,1,"mur","mur_142","non",1,"28/05/2025"
"10173270",,"bleue",,1,"mur","mur_142","non",1,"28/05/2025"
"10173271",,"bleue",,1,"mur","mur_142","non",1,"28/05/2025"
"10173272",,"bleue",,1,"pir","pir_89","non",3,"05/06/2025"
"10173273",,"bleue",,1,"pir","pir_89","non",3,"05/06/2025"
"10173274",,"bleue",,1,"pir","pir_89","non",3,"05/06/2025"
"10173275",,"bleue",,1,"pir","pir_89","non",3,"05/06/2025"
"10173276",,"bleue",,1,"pir","pir_89","non",3,"05/06/2025"
"10173277",,"bleue",,1,"pir","pir_89","non",3,"05/06/2025"
"10173278",,"bleue",,1,"pir","pir_89","non",3,"05/06/2025"
"10173279",,"bleue",,1,"pir","pir_56","non",1,"29/05/2025"
"10173280",,"bleue",,1,"pir","pir_56","non",1,"29/05/2025"
"10173281",,"bleue",,1,"pir","pir_56","non",1,"29/05/2025"
"10173282",,"bleue",,1,"pir","pir_56","non",1,"29/05/2025"
"10173283",,"bleue",,1,"pir","pir_56","non",1,"29/05/2025"
"10173284",,"bleue",,1,"pir","pir_56","non",1,"29/05/2025"
"10173285",,"bleue",,1,"pir","pir_56","non",1,"29/05/2025"
"10173286",,"bleue",,1,"pir","pir_121","non",1,"29/05/2025"
"10173287",,"bleue",,1,"pir","pir_121","non",1,"29/05/2025"
"10173288",,"bleue",,1,"pir","pir_121","non",1,"29/05/2025"
"10173289",,"bleue",,1,"pir","pir_121","non",1,"29/05/2025"
"10173290",,"bleue",,1,"pir","pir_121","non",1,"29/05/2025"
"10173291",,"bleue",,1,"pir","pir_119","non",1,"30/05/2025"
"10173292",,"bleue",,1,"pir","pir_119","non",1,"30/05/2025"
"10173293",,"bleue",,1,"pir","pir_119","non",1,"30/05/2025"
"10173294",,"bleue",,1,"pir","pir_119","non",1,"30/05/2025"
"10173295",,"bleue",,1,"pir","pir_119","non",1,"30/05/2025"
"10173296",,"bleue",,1,"pir","pir_119","non",1,"30/05/2025"
"10173297",,"bleue",,1,"pir","pir_119","non",1,"30/05/2025"
"10173298",,"charbo","M",3,"pir",,"non",2,"03/06/2025"
"10173299",,"bleue",,1,"mur","mur_99","non",1,"04/06/2025"
"10173300",,"bleue",,1,"mur","mur_99","non",1,"04/06/2025"
"10173301",,"bleue",,1,"pir","pir_239","non",3,"26/05/2025"
"10173302",,"bleue",,1,"pir","pir_239","non",3,"26/05/2025"
"10173303",,"bleue",,1,"pir","pir_239","non",3,"26/05/2025"
"10173304",,"bleue",,1,"pir","pir_239","non",3,"26/05/2025"
"10173305",,"bleue",,1,"pir","pir_239","non",3,"26/05/2025"
"10173306",,"bleue",,1,"pir","pir_239","non",3,"26/05/2025"
"10173307",,"bleue",,1,"pir","pir_239","non",3,"26/05/2025"
"10173308",,"bleue",,1,"pir","pir_239","non",3,"26/05/2025"
"10173309",,"bleue",,1,"pir","pir_1","non",3,"27/05/2025"
"10173310",,"bleue",,1,"pir","pir_1","non",3,"27/05/2025"
"10173311",,"bleue",,1,"pir","pir_1","non",3,"27/05/2025"
"10173312",,"bleue",,1,"pir","pir_1","non",3,"27/05/2025"
"10173313",,"bleue",,1,"pir","pir_1","non",3,"27/05/2025"
"10173314",,"bleue",,1,"fel","fel_17","non",1,"21/05/2025"
"10173315",,"bleue",,1,"fel","fel_17","non",1,"21/05/2025"
"10173316",,"bleue",,1,"fel","fel_17","non",1,"21/05/2025"
"10173317",,"bleue",,1,"fel","fel_17","non",1,"21/05/2025"
"10173318",,"bleue",,1,"fel","fel_17","non",1,"21/05/2025"
"10173319",,"bleue",,1,"fel","fel_17","non",1,"21/05/2025"
"10173320",,"bleue",,1,"fel","fel_17","non",1,"21/05/2025"
"10173321",,"bleue","F",3,"ava",,"non",1,"23/05/2025"
"10173322",,"bleue",,1,"mur","mur_76","non",1,"24/05/2025"
"10173323",,"bleue",,1,"mur","mur_76","non",1,"24/05/2025"
"10173324",,"bleue",,1,"mur","mur_76","non",1,"24/05/2025"
"10173325",,"bleue",,1,"mur","mur_76","non",1,"24/05/2025"
"10173326",,"bleue",,1,"mur","mur_76","non",1,"24/05/2025"
"10173327",,"bleue","F",2,"pir",,"oui",1,"25/05/2025"
"10173328",,"bleue","M",3,"pir",,"oui",1,"25/05/2025"
"10173329",,"bleue","F",2,"pir",,"non",1,"25/05/2025"
"10173330",,"charbo","M",2,"mur",,"oui",1,"26/05/2025"
"10173331",,"bleue",,1,"mur","mur_148","non",1,"26/05/2025"
"10173332",,"bleue",,1,"mur","mur_148","non",1,"26/05/2025"
"10173333",,"bleue",,1,"mur","mur_148","non",1,"26/05/2025"
"10173334",,"bleue",,1,"mur","mur_148","non",1,"26/05/2025"
"10173335",,"bleue",,1,"mur","mur_148","non",1,"26/05/2025"
"10173336",,"charbo","F",2,"ari",,"oui",1,"26/05/2025"
"10173337",,"bleue",,1,"pir","pir_60","non",1,"27/05/2025"
"10173338",,"bleue",,1,"pir","pir_60","non",1,"27/05/2025"
"10173339",,"bleue",,1,"pir","pir_60","non",1,"27/05/2025"
"10173340",,"bleue",,1,"pir","pir_60","non",1,"27/05/2025"
"10173341",,"bleue",,1,"pir","pir_60","non",1,"27/05/2025"
"10173342",,"bleue",,1,"pir","pir_60","non",1,"27/05/2025"
"10173343",,"bleue","F",2,"pir",,"oui",1,"28/05/2025"
"10173344",,"bleue",,1,"pir","pir_45","non",1,"28/05/2025"
"10173345",,"bleue",,1,"pir","pir_45","non",1,"28/05/2025"
"10173346",,"bleue",,1,"pir","pir_45","non",1,"28/05/2025"
"10173347",,"bleue",,1,"pir","pir_45","non",1,"28/05/2025"
"10173348",,"bleue",,1,"pir","pir_45","non",1,"28/05/2025"
"10173349",,"bleue",,1,"pir","pir_45","non",1,"28/05/2025"
"10173350",,"bleue",,1,"pir","pir_45","non",1,"28/05/2025"
"10173351",,"bleue","F",3,"pir",,"oui",1,"30/05/2025"
"10173352",,"bleue","F",2,"pir",,"oui",1,"31/05/2025"
"10173353",,"bleue",,1,"pir","pir_153","non",1,"31/05/2025"
"10173354",,"bleue",,1,"pir","pir_153","non",1,"31/05/2025"
"10173355",,"bleue",,1,"pir","pir_153","non",1,"31/05/2025"
"10173356",,"bleue",,1,"pir","pir_153","non",1,"31/05/2025"
"10173357",,"bleue",,1,"pir","pir_153","non",1,"31/05/2025"
"10173358",,"bleue",,1,"pir","pir_153","non",1,"31/05/2025"
"10173359",,"bleue",,1,"pir","pir_153","non",1,"31/05/2025"
"10173360",,"bleue",,1,"pir","pir_153","non",1,"31/05/2025"
"10173361",,"bleue","F",2,"pir",,"oui",1,"31/05/2025"
"10173362",,"bleue","F",2,"pir",,"oui",1,"31/05/2025"
"10173363",,"bleue","F",2,"pir",,"oui",1,"01/06/2025"
"10173364",,"bleue","M",2,"pir",,"oui",1,"01/06/2025"
"10173365",,"bleue",,1,"pir","pir_102","non",1,"03/06/2025"
"10173366",,"bleue",,1,"pir","pir_102","non",1,"03/06/2025"
"10173367",,"bleue",,1,"pir","pir_102","non",1,"03/06/2025"
"10173368",,"bleue",,1,"pir","pir_102","non",1,"03/06/2025"
"10173369",,"bleue",,1,"pir","pir_102","non",1,"03/06/2025"
"10173370",,"bleue",,1,"pir","pir_102","non",1,"03/06/2025"
"10173371",,"bleue",,1,"pir","pir_102","non",1,"03/06/2025"
"10173372",,"bleue",,1,"pir","pir_102","non",1,"03/06/2025"
"10173373",,"bleue",,1,"pir","pir_3","non",1,"04/06/2025"
"10173374",,"bleue",,1,"pir","pir_3","non",2,"13/06/2025"
"10173375",,"bleue",,1,"pir","pir_3","non",1,"04/06/2025"
"10173376",,"bleue",,1,"pir","pir_3","non",1,"04/06/2025"
"10173377",,"bleue",,1,"pir","pir_3","non",2,"13/06/2025"
"10173378",,"bleue",,1,"pir","pir_3","non",1,"04/06/2025"
"10173379",,"bleue",,1,"pir","pir_3","non",1,"04/06/2025"
"10173380",,"bleue",,1,"pir","pir_3","non",1,"04/06/2025"
"10173381",,"bleue",,1,"pir","pir_3","non",1,"04/06/2025"
"10173382",,"bleue",,1,"pir","pir_3","non",1,"04/06/2025"
"10173383",,"bleue",,1,"mur","mur_151","non",1,"04/06/2025"
"10173384",,"bleue",,1,"gra","gra_6","non",1,"04/06/2025"
"10173385",,"bleue",,1,"gra","gra_6","non",1,"04/06/2025"
"10173386",,"bleue",,1,"gra","gra_6","non",1,"04/06/2025"
"10173387",,"bleue",,1,"gra","gra_6","non",1,"04/06/2025"
"10173388",,"bleue",,1,"gra","gra_6","non",1,"04/06/2025"
"10173389",,"bleue","F",3,"pir",,"oui",1,"05/06/2025"
"10173390",,"bleue",,1,"pir","pir_30","non",1,"05/06/2025"
"10173391",,"bleue",,1,"pir","pir_30","non",1,"05/06/2025"
"10173392",,"bleue",,1,"pir","pir_30","non",1,"05/06/2025"
"10173393",,"bleue",,1,"pir","pir_30","non",1,"05/06/2025"
"10173394",,"bleue","M",2,"pir",,"oui",1,"31/05/2025"
"10173395",,"bleue",,1,"pir","pir_30","non",1,"05/06/2025"
"10173396",,"bleue",,1,"pir","pir_30","non",1,"05/06/2025"
"10173397",,"bleue",,1,"pir","pir_30","non",1,"05/06/2025"
"10173398",,"bleue",,1,"pir","pir_30","non",1,"05/06/2025"
"10173399",,"bleue",,1,"pir","pir_30","non",1,"05/06/2025"
"10173400",,"bleue","F",2,"pir",,"oui",1,"06/06/2025"
"10173401",,"bleue",,1,"pir","pir_39","non",1,"30/05/2025"
"10173402",,"bleue",,1,"pir","pir_39","non",1,"30/05/2025"
"10173403",,"bleue",,1,"pir","pir_39","non",1,"30/05/2025"
"10173404",,"bleue",,1,"pir","pir_39","non",1,"30/05/2025"
"10173405",,"bleue",,1,"pir","pir_39","non",1,"30/05/2025"
"10173406",,"bleue",,1,"pir","pir_39","non",1,"30/05/2025"
"10173407",,"bleue",,1,"pir","pir_39","non",1,"30/05/2025"
"10173408",,"bleue",,1,"pir","pir_80","non",3,"05/06/2025"
"10173409",,"bleue",,1,"pir","pir_80","non",3,"05/06/2025"
"10173410",,"bleue",,1,"pir","pir_80","non",3,"05/06/2025"
"10173411",,"bleue",,1,"pir","pir_80","non",3,"05/06/2025"
"10173412",,"bleue",,1,"pir","pir_80","non",3,"05/06/2025"
"10173413",,"bleue",,1,"pir","pir_80","non",3,"05/06/2025"
"10173414",,"bleue",,1,"pir","pir_80","non",3,"05/06/2025"
"10173415",,"bleue",,1,"pir","pir_26","non",1,"31/05/2025"
"10173416",,"bleue",,1,"pir","pir_26","non",1,"31/05/2025"
"10173417",,"bleue",,1,"pir","pir_26","non",1,"31/05/2025"
"10173418",,"bleue",,1,"pir","pir_26","non",1,"31/05/2025"
