"bague","autre_bague","espece","sexe","age_capture","age_current","lieu_bag","nic_naiss","sang_ok","nb_captures","last_mesure","nb_of","nb_cog"
"10173001",,"bleue",,"poussin",1,"mur","mur_147","non",1,"09/05/2025",0,0
"10173002",,"bleue",,"poussin",1,"mur","mur_147","non",1,"09/05/2025",0,0
"10173003",,"bleue",,"poussin",1,"mur","mur_147","non",1,"09/05/2025",0,0
"10173004",,"bleue",,"poussin",1,"mur","mur_147","non",1,"09/05/2025",0,0
"10173005",,"bleue",,"poussin",1,"mur","mur_147","non",1,"09/05/2025",0,0
"10173006",,"bleue",,"poussin",1,"mur","mur_147","non",1,"09/05/2025",0,0
"10173007",,"bleue",,"poussin",1,"mur","mur_147","non",1,"09/05/2025",0,0
"10173008",,"bleue",,"poussin",1,"mur","mur_147","non",1,"09/05/2025",0,0
"10173009",,"bleue",,"poussin",1,"mur","mur_147","non",1,"09/05/2025",0,0
"10173010",,"bleue",,"poussin",1,"mur","mur_147","non",1,"09/05/2025",0,0
"10173011",,"bleue",,"poussin",1,"ava","ava_13","non",3,"18/05/2025",0,0
"10173012",,"bleue",,"poussin",1,"ava","ava_13","non",3,"18/05/2025",0,0
"10173013",,"bleue",,"poussin",1,"ava","ava_13","non",3,"18/05/2025",0,0
"10173014",,"bleue",,"poussin",1,"ava","ava_13","non",3,"18/05/2025",0,0
"10173015",,"bleue",,"poussin",1,"ava","ava_13","non",3,"18/05/2025",0,0
"10173016",,"bleue",,"poussin",1,"ava","ava_13","non",3,"18/05/2025",0,0
"10173017",,"bleue",,"poussin",1,"ava","ava_13","non",3,"18/05/2025",0,0
"10173018",,"bleue",,"poussin",1,"mur","mur_152","non",1,"11/05/2025",0,0
"10173019",,"bleue",,"poussin",1,"mur","mur_152","non",1,"11/05/2025",0,0
"10173020",,"bleue",,"poussin",1,"mur","mur_152","non",1,"11/05/2025",0,0
"10173021",,"bleue",,"poussin",1,"mur","mur_152","non",1,"11/05/2025",0,0
"10173022",,"bleue",,"poussin",1,"mur","mur_152","non",1,"11/05/2025",0,0
"10173023",,"bleue",,"poussin",1,"mur","mur_152","non",1,"11/05/2025",0,0
"10173024",,"bleue",,"poussin",1,"mur","mur_152","non",1,"11/05/2025",0,0
"10173025",,"bleue",,"poussin",1,"mur","mur_152","non",1,"11/05/2025",0,0
"10173026",,"bleue",,"poussin",1,"mur","mur_101","non",1,"11/05/2025",0,0
"10173027",,"bleue",,"poussin",1,"mur","mur_101","non",1,"11/05/2025",0,0
"10173028",,"bleue",,"poussin",1,"mur","mur_101","non",1,"11/05/2025",0,0
"10173029",,"bleue",,"poussin",1,"mur","mur_101","non",1,"11/05/2025",0,0
"10173030",,"bleue",,"poussin",1,"mur","mur_101","non",1,"11/05/2025",0,0
"10173031",,"bleue",,"poussin",1,"mur","mur_101","non",1,"11/05/2025",0,0
"10173032",,"bleue",,"poussin",1,"fil","fil_14","non",1,"11/05/2025",0,0
"10173033",,"bleue",,"poussin",1,"fil","fil_14","non",1,"11/05/2025",0,0
"10173034",,"bleue",,"poussin",1,"fil","fil_14","non",1,"11/05/2025",0,0
"10173035",,"bleue",,"poussin",1,"fil","fil_14","non",1,"11/05/2025",0,0
"10173036",,"bleue",,"poussin",1,"fil","fil_14","non",1,"11/05/2025",0,0
"10173037",,"bleue",,"poussin",1,"ava","ava_21","non",3,"19/05/2025",0,0
"10173038",,"bleue",,"poussin",1,"ava","ava_21","non",3,"19/05/2025",0,0
"10173039",,"bleue",,"poussin",1,"ava","ava_21","non",3,"19/05/2025",0,0
"10173040",,"bleue",,"poussin",1,"ava","ava_21","non",3,"19/05/2025",0,0
"10173041",,"bleue",,"poussin",1,"ava","ava_21","non",3,"19/05/2025",0,0
"10173042",,"bleue",,"poussin",1,"ava","ava_21","non",3,"19/05/2025",0,0
"10173043",,"bleue",,"poussin",1,"pir","pir_159","non",3,"21/05/2025",0,0
"10173044",,"bleue",,"poussin",1,"pir","pir_159","non",3,"21/05/2025",0,0
"10173045",,"bleue",,"poussin",1,"pir","pir_159","non",3,"21/05/2025",0,0
"10173046",,"bleue",,"poussin",1,"pir","pir_159","non",3,"21/05/2025",0,0
"10173047",,"bleue",,"poussin",1,"pir","pir_159","non",3,"21/05/2025",0,0
"10173048",,"bleue","F","adulte",3,"ava",,"oui",1,"15/05/2025",0,0
"10173049",,"bleue",,"poussin",1,"mur","mur_72","non",1,"15/05/2025",0,0
"10173050",,"bleue",,"poussin",1,"mur","mur_72","non",1,"15/05/2025",0,0
"10173051",,"bleue",,"poussin",1,"mur","mur_72","non",1,"15/05/2025",0,0
"10173052",,"bleue",,"poussin",1,"mur","mur_72","non",1,"15/05/2025",0,0
"10173053",,"bleue",,"poussin",1,"mur","mur_72","non",1,"15/05/2025",0,0
"10173054",,"bleue",,"poussin",1,"mur","mur_72","non",1,"15/05/2025",0,0
"10173055",,"bleue",,"poussin",1,"mur","mur_72","non",1,"15/05/2025",0,0
"10173056",,"bleue",,"poussin",1,"mur","mur_72","non",1,"15/05/2025",0,0
"10173057",,"charbo","F","adulte",3,"fil",,"oui",1,"15/05/2025",0,0
"10173058",,"bleue",,"poussin",1,"fil","fil_17","non",1,"15/05/2025",0,0
"10173059",,"bleue",,"poussin",1,"fil","fil_17","non",1,"15/05/2025",0,0
"10173060",,"bleue",,"poussin",1,"fil","fil_17","non",1,"15/05/2025",0,0
"10173061",,"bleue",,"poussin",1,"fil","fil_17","non",1,"15/05/2025",0,0
"10173062",,"bleue",,"poussin",1,"fil","fil_17","non",1,"15/05/2025",0,0
"10173063",,"bleue",,"poussin",1,"fil","fil_17","non",1,"15/05/2025",0,0
"10173064",,"bleue",,"poussin",1,"fil","fil_17","non",1,"15/05/2025",0,0
"10173065",,"bleue",,"poussin",1,"fil","fil_17","non",1,"15/05/2025",0,0
"10173066",,"bleue","M","juvénile",2,"pir",,"oui",1,"16/05/2025",0,0
"10173073",,"bleue",,"poussin",1,"fel","fel_19","non",1,"16/05/2025",0,0
"10173074",,"bleue",,"poussin",1,"fel","fel_19","non",1,"16/05/2025",0,0
"10173075",,"bleue",,"poussin",1,"fel","fel_19","non",1,"16/05/2025",0,0
"10173076",,"bleue",,"poussin",1,"fel","fel_19","non",1,"16/05/2025",0,0
"10173077",,"bleue",,"poussin",1,"fel","fel_19","non",1,"16/05/2025",0,0
"10173078",,"bleue",,"poussin",1,"ava","ava_15","non",3,"24/05/2025",0,0
"10173079",,"bleue",,"poussin",1,"ava","ava_15","non",3,"24/05/2025",0,0
"10173080",,"bleue",,"poussin",1,"ava","ava_15","non",3,"24/05/2025",0,0
"10173081",,"bleue",,"poussin",1,"ava","ava_15","non",3,"24/05/2025",0,0
"10173082",,"bleue",,"poussin",1,"fel","fel_16","non",1,"18/05/2025",0,0
"10173083",,"bleue",,"poussin",1,"mur","mur_139","non",1,"18/05/2025",0,0
"10173084",,"bleue",,"poussin",1,"mur","mur_139","non",1,"18/05/2025",0,0
"10173085",,"bleue",,"poussin",1,"mur","mur_139","non",1,"18/05/2025",0,0
"10173086",,"bleue",,"poussin",1,"mur","mur_139","non",1,"18/05/2025",0,0
"10173087",,"bleue",,"poussin",1,"mur","mur_139","non",2,"28/05/2025",0,0
"10173088",,"bleue",,"poussin",1,"mur","mur_139","non",1,"18/05/2025",0,0
"10173089",,"bleue",,"poussin",1,"mur","mur_139","non",1,"18/05/2025",0,0
"10173090",,"bleue","F","juvénile",2,"mur",,"oui",1,"19/05/2025",0,0
"10173091",,"bleue","M","adulte",3,"mur",,"oui",1,"19/05/2025",0,0
"10173094",,"bleue",,"poussin",1,"pir","pir_111","non",1,"02/06/2025",0,0
"10173095",,"bleue",,"poussin",1,"pir","pir_111","non",1,"02/06/2025",0,0
"10173096",,"bleue",,"poussin",1,"pir","pir_111","non",1,"02/06/2025",0,0
"10173097",,"bleue",,"poussin",1,"pir","pir_111","non",1,"02/06/2025",0,0
"10173098",,"bleue","F","juvénile",2,"pir",,"oui",1,"03/06/2025",0,0
"10173099",,"bleue","F","juvénile",2,"pir",,"non",1,"03/06/2025",0,0
"10173100",,"bleue","M","adulte",3,"mur",,"oui",1,"11/06/2025",0,0
"10173101",,"bleue",,"poussin",1,"pir","pir_131","non",1,"30/05/2025",0,0
"10173103",,"bleue",,"poussin",1,"pir","pir_131","non",1,"30/05/2025",0,0
"10173104",,"bleue",,"poussin",1,"pir","pir_131","non",1,"30/05/2025",0,0
"10173105",,"bleue",,"poussin",1,"pir","pir_131","non",1,"30/05/2025",0,0
"10173106",,"bleue",,"poussin",1,"pir","pir_131","non",1,"30/05/2025",0,0
"10173107",,"bleue",,"poussin",1,"pir","pir_131","non",1,"30/05/2025",0,0
"10173108",,"bleue",,"poussin",1,"pir","pir_315","non",1,"30/05/2025",0,0
"10173109",,"bleue",,"poussin",1,"pir","pir_315","non",1,"30/05/2025",0,0
"10173110",,"bleue",,"poussin",1,"pir","pir_315","non",1,"30/05/2025",0,0
"10173111",,"bleue",,"poussin",1,"pir","pir_315","non",1,"30/05/2025",0,0
"10173112",,"bleue",,"poussin",1,"pir","pir_315","non",1,"30/05/2025",0,0
"10173113",,"bleue",,"poussin",1,"pir","pir_315","non",1,"30/05/2025",0,0
"10173114",,"bleue",,"poussin",1,"pir","pir_315","non",1,"30/05/2025",0,0
"10173115",,"bleue",,"poussin",1,"pir","pir_89","non",3,"05/06/2025",0,0
"10173116",,"bleue",,"poussin",1,"pir","pir_240","non",1,"01/06/2025",0,0
"10173117",,"bleue",,"poussin",1,"pir","pir_240","non",1,"01/06/2025",0,0
"10173118",,"bleue",,"poussin",1,"pir","pir_240","non",1,"01/06/2025",0,0
"10173119",,"bleue",,"poussin",1,"pir","pir_240","non",1,"01/06/2025",0,0
"10173120",,"bleue",,"poussin",1,"pir","pir_240","non",1,"01/06/2025",0,0
"10173121",,"bleue",,"poussin",1,"pir","pir_137","non",1,"01/06/2025",0,0
"10173122",,"bleue",,"poussin",1,"pir","pir_137","non",1,"01/06/2025",0,0
"10173123",,"bleue",,"poussin",1,"pir","pir_137","non",1,"01/06/2025",0,0
"10173124",,"bleue",,"poussin",1,"pir","pir_137","non",1,"01/06/2025",0,0
"10173125",,"bleue",,"poussin",1,"pir","pir_137","non",1,"01/06/2025",0,0
"10173126",,"bleue",,"poussin",1,"pir","pir_137","non",1,"01/06/2025",0,0
"10173127",,"bleue",,"poussin",1,"pir","pir_137","non",1,"01/06/2025",0,0
"10173128",,"bleue",,"poussin",1,"pir","pir_138","non",1,"01/06/2025",0,0
"10173129",,"bleue",,"poussin",1,"pir","pir_138","non",1,"01/06/2025",0,0
"10173130",,"bleue",,"poussin",1,"pir","pir_138","non",1,"01/06/2025",0,0
"10173131",,"bleue",,"poussin",1,"pir","pir_138","non",1,"01/06/2025",0,0
"10173132",,"bleue",,"poussin",1,"pir","pir_138","non",1,"01/06/2025",0,0
"10173133",,"bleue",,"poussin",1,"pir","pir_138","non",1,"01/06/2025",0,0
"10173134",,"bleue",,"poussin",1,"pir","pir_40","non",1,"01/06/2025",0,0
"10173135",,"bleue",,"poussin",1,"pir","pir_40","non",1,"01/06/2025",0,0
"10173136",,"bleue",,"poussin",1,"pir","pir_40","non",1,"01/06/2025",0,0
"10173137",,"bleue",,"poussin",1,"pir","pir_40","non",1,"01/06/2025",0,0
"10173138",,"bleue",,"poussin",1,"pir","pir_40","non",1,"01/06/2025",0,0
"10173139",,"bleue",,"poussin",1,"pir","pir_118","non",1,"01/06/2025",0,0
"10173140",,"bleue",,"poussin",1,"pir","pir_118","non",1,"01/06/2025",0,0
"10173141",,"bleue",,"poussin",1,"pir","pir_118","non",1,"01/06/2025",0,0
"10173142",,"bleue",,"poussin",1,"pir","pir_118","non",1,"01/06/2025",0,0
"10173143",,"bleue",,"poussin",1,"pir","pir_118","non",1,"01/06/2025",0,0
"10173144",,"bleue",,"poussin",1,"pir","pir_118","non",1,"01/06/2025",0,0
"10173145",,"bleue",,"poussin",1,"pir","pir_227","non",1,"01/06/2025",0,0
"10173146",,"bleue",,"poussin",1,"pir","pir_227","non",1,"01/06/2025",0,0
"10173147",,"bleue",,"poussin",1,"pir","pir_227","non",1,"01/06/2025",0,0
"10173148",,"bleue",,"poussin",1,"pir","pir_227","non",1,"01/06/2025",0,0
"10173149",,"bleue",,"poussin",1,"pir","pir_227","non",1,"01/06/2025",0,0
"10173150",,"bleue",,"poussin",1,"pir","pir_227","non",1,"01/06/2025",0,0
"10173151",,"bleue",,"poussin",1,"pir","pir_227","non",1,"01/06/2025",0,0
"10173152",,"bleue",,"poussin",1,"pir","pir_105","non",3,"08/06/2025",0,0
"10173153",,"bleue",,"poussin",1,"pir","pir_105","non",3,"08/06/2025",0,0
"10173154",,"bleue",,"poussin",1,"pir","pir_105","non",3,"08/06/2025",0,0
"10173155",,"bleue",,"poussin",1,"pir","pir_105","non",3,"08/06/2025",0,0
"10173156",,"bleue",,"poussin",1,"pir","pir_105","non",3,"08/06/2025",0,0
"10173157",,"bleue",,"poussin",1,"pir","pir_105","non",3,"08/06/2025",0,0
"10173158",,"bleue",,"poussin",1,"pir","pir_102","non",1,"03/06/2025",0,0
"10173159",,"bleue",,"poussin",1,"pir","pir_304","non",1,"02/06/2025",0,0
"10173160",,"bleue",,"poussin",1,"pir","pir_304","non",1,"02/06/2025",0,0
"10173161",,"bleue",,"poussin",1,"pir","pir_304","non",1,"02/06/2025",0,0
"10173162",,"bleue",,"poussin",1,"pir","pir_304","non",1,"02/06/2025",0,0
"10173163",,"bleue",,"poussin",1,"pir","pir_304","non",1,"02/06/2025",0,0
"10173164",,"bleue",,"poussin",1,"pir","pir_304","non",1,"02/06/2025",0,0
"10173165",,"bleue",,"poussin",1,"pir","pir_304","non",1,"02/06/2025",0,0
"10173166",,"bleue",,"poussin",1,"pir","pir_308","non",1,"02/06/2025",0,0
"10173167",,"bleue",,"poussin",1,"pir","pir_308","non",1,"02/06/2025",0,0
"10173168",,"bleue",,"poussin",1,"pir","pir_308","non",1,"02/06/2025",0,0
"10173169",,"bleue",,"poussin",1,"pir","pir_308","non",1,"02/06/2025",0,0
"10173170",,"bleue",,"poussin",1,"pir","pir_308","non",1,"02/06/2025",0,0
"10173171",,"bleue",,"poussin",1,"pir","pir_308","non",1,"02/06/2025",0,0
"10173172",,"bleue",,"poussin",1,"pir","pir_308","non",1,"02/06/2025",0,0
"10173173",,"bleue",,"poussin",1,"pir","pir_338","non",1,"03/06/2025",0,0
"10173175",,"bleue",,"poussin",1,"pir","pir_338","non",1,"03/06/2025",0,0
"10173176",,"bleue",,"poussin",1,"pir","pir_338","non",1,"03/06/2025",0,0
"10173177",,"bleue",,"poussin",1,"pir","pir_338","non",1,"03/06/2025",0,0
"10173178",,"bleue",,"poussin",1,"pir","pir_338","non",1,"03/06/2025",0,0
"10173179",,"bleue",,"poussin",1,"pir","pir_338","non",1,"03/06/2025",0,0
"10173180",,"bleue",,"poussin",1,"pir","pir_338","non",1,"03/06/2025",0,0
"10173181",,"bleue",,"poussin",1,"pir","pir_338","non",1,"03/06/2025",0,0
"10173182",,"bleue",,"poussin",1,"pir","pir_52","non",1,"03/06/2025",0,0
"10173183",,"bleue",,"poussin",1,"pir","pir_52","non",1,"03/06/2025",0,0
"10173184",,"bleue",,"poussin",1,"pir","pir_52","non",1,"03/06/2025",0,0
"10173185",,"bleue",,"poussin",1,"pir","pir_52","non",1,"03/06/2025",0,0
"10173186",,"bleue",,"poussin",1,"pir","pir_52","non",1,"03/06/2025",0,0
"10173187",,"bleue",,"poussin",1,"pir","pir_20","non",1,"03/06/2025",0,0
"10173188",,"bleue",,"poussin",1,"pir","pir_20","non",1,"03/06/2025",0,0
"10173189",,"bleue",,"poussin",1,"pir","pir_20","non",1,"03/06/2025",0,0
"10173190",,"bleue",,"poussin",1,"pir","pir_20","non",1,"03/06/2025",0,0
"10173191",,"bleue",,"poussin",1,"pir","pir_20","non",1,"03/06/2025",0,0
"10173192",,"bleue",,"poussin",1,"pir","pir_20","non",1,"03/06/2025",0,0
"10173193",,"bleue",,"poussin",1,"pir","pir_21","non",1,"03/06/2025",0,0
"10173194",,"bleue",,"poussin",1,"pir","pir_21","non",1,"03/06/2025",0,0
"10173195",,"bleue",,"poussin",1,"pir","pir_21","non",1,"03/06/2025",0,0
"10173196",,"bleue",,"poussin",1,"pir","pir_21","non",1,"03/06/2025",0,0
"10173197",,"bleue",,"poussin",1,"pir","pir_21","non",1,"03/06/2025",0,0
"10173198",,"bleue",,"poussin",1,"pir","pir_21","non",1,"03/06/2025",0,0
"10173199",,"bleue",,"poussin",1,"pir","pir_21","non",1,"03/06/2025",0,0
"10173200",,"bleue",,"poussin",1,"pir","pir_21","non",1,"03/06/2025",0,0
"10173201",,"bleue",,"poussin",1,"mur","mur_30","non",1,"16/05/2025",0,0
"10173202",,"bleue",,"poussin",1,"mur","mur_30","non",1,"16/05/2025",0,0
"10173203",,"bleue",,"poussin",1,"mur","mur_30","non",1,"16/05/2025",0,0
"10173204",,"bleue",,"poussin",1,"mur","mur_30","non",1,"16/05/2025",0,0
"10173205",,"bleue",,"poussin",1,"mur","mur_30","non",1,"16/05/2025",0,0
"10173206",,"bleue",,"poussin",1,"mur","mur_30","non",1,"16/05/2025",0,0
"10173207",,"bleue",,"poussin",1,"mur","mur_30","non",1,"16/05/2025",0,0
"10173208",,"bleue",,"poussin",1,"mur","mur_145","non",1,"17/05/2025",0,0
"10173209",,"bleue",,"poussin",1,"mur","mur_145","non",1,"17/05/2025",0,0
"10173210",,"bleue",,"poussin",1,"mur","mur_145","non",1,"17/05/2025",0,0
"10173211",,"bleue",,"poussin",1,"mur","mur_145","non",1,"17/05/2025",0,0
"10173212",,"bleue",,"poussin",1,"mur","mur_145","non",1,"17/05/2025",0,0
"10173213",,"bleue",,"poussin",1,"mur","mur_145","non",1,"17/05/2025",0,0
"10173214",,"bleue",,"poussin",1,"ari","ari_21","non",1,"17/05/2025",0,0
"10173215",,"bleue",,"poussin",1,"ari","ari_21","non",1,"17/05/2025",0,0
"10173216",,"bleue",,"poussin",1,"ari","ari_21","non",1,"17/05/2025",0,0
"10173217",,"bleue",,"poussin",1,"ari","ari_21","non",1,"17/05/2025",0,0
"10173218",,"bleue",,"poussin",1,"ari","ari_21","non",1,"17/05/2025",0,0
"10173219",,"bleue",,"poussin",1,"ari","ari_21","non",1,"17/05/2025",0,0
"10173226",,"bleue",,"poussin",1,"mur","mur_155","non",1,"21/05/2025",0,0
"10173227",,"bleue",,"poussin",1,"mur","mur_155","non",1,"21/05/2025",0,0
"10173228",,"bleue",,"poussin",1,"mur","mur_155","non",1,"21/05/2025",0,0
"10173229",,"bleue",,"poussin",1,"mur","mur_155","non",1,"21/05/2025",0,0
"10173230",,"bleue",,"poussin",1,"mur","mur_155","non",1,"21/05/2025",0,0
"10173231",,"bleue",,"poussin",1,"mur","mur_155","non",1,"21/05/2025",0,0
"10173232",,"bleue",,"poussin",1,"mur","mur_155","non",1,"21/05/2025",0,0
"10173233",,"bleue",,"poussin",1,"ari","ari_10","non",1,"21/05/2025",0,0
"10173234",,"bleue",,"poussin",1,"ari","ari_10","non",1,"21/05/2025",0,0
"10173235",,"bleue",,"poussin",1,"ari","ari_10","non",1,"21/05/2025",0,0
"10173236",,"bleue",,"poussin",1,"ari","ari_10","non",1,"21/05/2025",0,0
"10173237",,"bleue",,"poussin",1,"ari","ari_10","non",1,"21/05/2025",0,0
"10173238",,"bleue",,"poussin",1,"ari","ari_10","non",1,"21/05/2025",0,0
"10173239",,"bleue",,"poussin",1,"pir","pir_249","non",1,"23/05/2025",0,0
"10173240",,"bleue",,"poussin",1,"pir","pir_249","non",1,"23/05/2025",0,0
"10173241",,"bleue",,"poussin",1,"pir","pir_249","non",1,"23/05/2025",0,0
"10173242",,"bleue",,"poussin",1,"pir","pir_249","non",1,"23/05/2025",0,0
"10173243",,"bleue",,"poussin",1,"pir","pir_249","non",1,"23/05/2025",0,0
"10173244",,"bleue",,"poussin",1,"pir","pir_249","non",1,"23/05/2025",0,0
"10173245",,"bleue",,"poussin",1,"pir","pir_249","non",1,"23/05/2025",0,0
"10173253",,"bleue",,"poussin",1,"pir","pir_66","non",3,"30/05/2025",0,0
"10173254",,"bleue",,"poussin",1,"pir","pir_66","non",3,"30/05/2025",0,0
"10173255",,"bleue",,"poussin",1,"pir","pir_66","non",3,"30/05/2025",0,0
"10173256",,"bleue",,"poussin",1,"pir","pir_66","non",3,"30/05/2025",0,0
"10173257",,"bleue",,"poussin",1,"pir","pir_66","non",3,"30/05/2025",0,0
"10173258",,"bleue",,"poussin",1,"pir","pir_66","non",3,"30/05/2025",0,0
"10173259",,"bleue",,"poussin",1,"pir","pir_66","non",3,"30/05/2025",0,0
"10173260",,"bleue",,"poussin",1,"pir","pir_66","non",3,"30/05/2025",0,0
"10173261",,"bleue",,"poussin",1,"pir","pir_66","non",3,"30/05/2025",0,0
"10173269",,"bleue",,"poussin",1,"mur","mur_142","non",1,"28/05/2025",0,0
"10173270",,"bleue",,"poussin",1,"mur","mur_142","non",1,"28/05/2025",0,0
"10173271",,"bleue",,"poussin",1,"mur","mur_142","non",1,"28/05/2025",0,0
"10173272",,"bleue",,"poussin",1,"pir","pir_89","non",3,"05/06/2025",0,0
"10173273",,"bleue",,"poussin",1,"pir","pir_89","non",3,"05/06/2025",0,0
"10173274",,"bleue",,"poussin",1,"pir","pir_89","non",3,"05/06/2025",0,0
"10173275",,"bleue",,"poussin",1,"pir","pir_89","non",3,"05/06/2025",0,0
"10173276",,"bleue",,"poussin",1,"pir","pir_89","non",3,"05/06/2025",0,0
"10173277",,"bleue",,"poussin",1,"pir","pir_89","non",3,"05/06/2025",0,0
"10173278",,"bleue",,"poussin",1,"pir","pir_89","non",3,"05/06/2025",0,0
"10173279",,"bleue",,"poussin",1,"pir","pir_56","non",1,"29/05/2025",0,0
"10173280",,"bleue",,"poussin",1,"pir","pir_56","non",1,"29/05/2025",0,0
"10173281",,"bleue",,"poussin",1,"pir","pir_56","non",1,"29/05/2025",0,0
"10173282",,"bleue",,"poussin",1,"pir","pir_56","non",1,"29/05/2025",0,0
"10173283",,"bleue",,"poussin",1,"pir","pir_56","non",1,"29/05/2025",0,0
"10173284",,"bleue",,"poussin",1,"pir","pir_56","non",1,"29/05/2025",0,0
"10173285",,"bleue",,"poussin",1,"pir","pir_56","non",1,"29/05/2025",0,0
"10173286",,"bleue",,"poussin",1,"pir","pir_121","non",1,"29/05/2025",0,0
"10173287",,"bleue",,"poussin",1,"pir","pir_121","non",1,"29/05/2025",0,0
"10173288",,"bleue",,"poussin",1,"pir","pir_121","non",1,"29/05/2025",0,0
"10173289",,"bleue",,"poussin",1,"pir","pir_121","non",1,"29/05/2025",0,0
"10173290",,"bleue",,"poussin",1,"pir","pir_121","non",1,"29/05/2025",0,0
"10173291",,"bleue",,"poussin",1,"pir","pir_119","non",1,"30/05/2025",0,0
"10173292",,"bleue",,"poussin",1,"pir","pir_119","non",1,"30/05/2025",0,0
"10173293",,"bleue",,"poussin",1,"pir","pir_119","non",1,"30/05/2025",0,0
"10173294",,"bleue",,"poussin",1,"pir","pir_119","non",1,"30/05/2025",0,0
"10173295",,"bleue",,"poussin",1,"pir","pir_119","non",1,"30/05/2025",0,0
"10173296",,"bleue",,"poussin",1,"pir","pir_119","non",1,"30/05/2025",0,0
"10173297",,"bleue",,"poussin",1,"pir","pir_119","non",1,"30/05/2025",0,0
"10173298",,"charbo","M","adulte",3,"pir",,"non",2,"03/06/2025",0,0
"10173299",,"bleue",,"poussin",1,"mur","mur_99","non",1,"04/06/2025",0,0
"10173300",,"bleue",,"poussin",1,"mur","mur_99","non",1,"04/06/2025",0,0
"10173301",,"bleue",,"poussin",1,"pir","pir_239","non",3,"26/05/2025",0,0
"10173302",,"bleue",,"poussin",1,"pir","pir_239","non",3,"26/05/2025",0,0
"10173303",,"bleue",,"poussin",1,"pir","pir_239","non",3,"26/05/2025",0,0
"10173304",,"bleue",,"poussin",1,"pir","pir_239","non",3,"26/05/2025",0,0
"10173305",,"bleue",,"poussin",1,"pir","pir_239","non",3,"26/05/2025",0,0
"10173306",,"bleue",,"poussin",1,"pir","pir_239","non",3,"26/05/2025",0,0
"10173307",,"bleue",,"poussin",1,"pir","pir_239","non",3,"26/05/2025",0,0
"10173308",,"bleue",,"poussin",1,"pir","pir_239","non",3,"26/05/2025",0,0
"10173309",,"bleue",,"poussin",1,"pir","pir_1","non",3,"27/05/2025",0,0
"10173310",,"bleue",,"poussin",1,"pir","pir_1","non",3,"27/05/2025",0,0
"10173311",,"bleue",,"poussin",1,"pir","pir_1","non",3,"27/05/2025",0,0
"10173312",,"bleue",,"poussin",1,"pir","pir_1","non",3,"27/05/2025",0,0
"10173313",,"bleue",,"poussin",1,"pir","pir_1","non",3,"27/05/2025",0,0
"10173314",,"bleue",,"poussin",1,"fel","fel_17","non",1,"21/05/2025",0,0
"10173315",,"bleue",,"poussin",1,"fel","fel_17","non",1,"21/05/2025",0,0
"10173316",,"bleue",,"poussin",1,"fel","fel_17","non",1,"21/05/2025",0,0
"10173317",,"bleue",,"poussin",1,"fel","fel_17","non",1,"21/05/2025",0,0
"10173318",,"bleue",,"poussin",1,"fel","fel_17","non",1,"21/05/2025",0,0
"10173319",,"bleue",,"poussin",1,"fel","fel_17","non",1,"21/05/2025",0,0
"10173320",,"bleue",,"poussin",1,"fel","fel_17","non",1,"21/05/2025",0,0
"10173321",,"bleue","F","adulte",3,"ava",,"non",1,"23/05/2025",1,0
"10173322",,"bleue",,"poussin",1,"mur","mur_76","non",1,"24/05/2025",0,0
"10173323",,"bleue",,"poussin",1,"mur","mur_76","non",1,"24/05/2025",0,0
"10173324",,"bleue",,"poussin",1,"mur","mur_76","non",1,"24/05/2025",0,0
"10173325",,"bleue",,"poussin",1,"mur","mur_76","non",1,"24/05/2025",0,0
"10173326",,"bleue",,"poussin",1,"mur","mur_76","non",1,"24/05/2025",0,0
"10173327",,"bleue","F","juvénile",2,"pir",,"oui",1,"25/05/2025",0,0
"10173328",,"bleue","M","adulte",3,"pir",,"oui",1,"25/05/2025",0,0
"10173329",,"bleue","F","juvénile",2,"pir",,"non",1,"25/05/2025",0,0
"10173330",,"charbo","M","juvénile",2,"mur",,"oui",1,"26/05/2025",0,0
"10173331",,"bleue",,"poussin",1,"mur","mur_148","non",1,"26/05/2025",0,0
"10173332",,"bleue",,"poussin",1,"mur","mur_148","non",1,"26/05/2025",0,0
"10173333",,"bleue",,"poussin",1,"mur","mur_148","non",1,"26/05/2025",0,0
"10173334",,"bleue",,"poussin",1,"mur","mur_148","non",1,"26/05/2025",0,0
"10173335",,"bleue",,"poussin",1,"mur","mur_148","non",1,"26/05/2025",0,0
"10173336",,"charbo","F","juvénile",2,"ari",,"oui",1,"26/05/2025",0,0
"10173337",,"bleue",,"poussin",1,"pir","pir_60","non",1,"27/05/2025",0,0
"10173338",,"bleue",,"poussin",1,"pir","pir_60","non",1,"27/05/2025",0,0
"10173339",,"bleue",,"poussin",1,"pir","pir_60","non",1,"27/05/2025",0,0
"10173340",,"bleue",,"poussin",1,"pir","pir_60","non",1,"27/05/2025",0,0
"10173341",,"bleue",,"poussin",1,"pir","pir_60","non",1,"27/05/2025",0,0
"10173342",,"bleue",,"poussin",1,"pir","pir_60","non",1,"27/05/2025",0,0
"10173343",,"bleue","F","juvénile",2,"pir",,"oui",1,"28/05/2025",0,0
"10173344",,"bleue",,"poussin",1,"pir","pir_45","non",1,"28/05/2025",0,0
"10173345",,"bleue",,"poussin",1,"pir","pir_45","non",1,"28/05/2025",0,0
"10173346",,"bleue",,"poussin",1,"pir","pir_45","non",1,"28/05/2025",0,0
"10173347",,"bleue",,"poussin",1,"pir","pir_45","non",1,"28/05/2025",0,0
