"bague","autre_bague","espece","sexe","age_2025","lieu_bag","nic_naiss","sang_ok","number_captures","nb_of","nb_cog"
"7975694",,"bleue",,9,"rou","rou_357","non",,,
"7975695",,"bleue",,9,"rou","rou_357","non",,,
"7975696",,"bleue","M",9,"rou","rou_357","non",3,0,0
"7975697",,"bleue",,9,"rou","rou_90","non",,,
"7975698",,"bleue",,9,"rou","rou_90","non",,,
"7975699",,"bleue",,9,"rou","rou_90","non",,,
"7975700",,"bleue",,9,"rou","rou_90","non",,,
"7975825",,"bleue","F",8,"gram",,"oui",1,0,0
"7975826",,"bleue",,9,"gram","gram_56","non",,,
"7975827",,"bleue",,9,"gram","gram_56","non",,,
"7975828",,"bleue",,9,"gram","gram_56","non",,,
"7975829",,"bleue",,9,"gram","gram_56","non",,,
"7975830",,"bleue",,9,"gram","gram_56","non",,,
"7975831",,"charbo",,9,"zoo","zoo_17","non",,,
"7975832",,"charbo",,9,"zoo","zoo_17","non",,,
"7975833",,"charbo",,9,"zoo","zoo_17","non",,,
"7975834",,"charbo",,9,"zoo","zoo_17","non",,,
"7975835",,"charbo",,9,"zoo","zoo_17","non",,,
"7975836",,"charbo","F",7,"zoo",,"oui",1,0,0
"7975837",,"charbo",,9,"zoo","zoo_36","non",,,
"7975838","A51","charbo","F",9,"zoo","zoo_36","oui",1,1,0
"7975839",,"charbo",,9,"zoo","zoo_36","non",,,
"7975840",,"charbo",,9,"zoo","zoo_36","non",,,
"7975841",,"charbo",,9,"mos","mos_43","non",,,
"7975842",,"charbo",,9,"mos","mos_43","non",,,
"7975843",,"charbo",,9,"mos","mos_43","non",,,
"7975844",,"charbo",,9,"mos","mos_43","non",,,
"7975845",,"charbo",,9,"mos","mos_43","non",,,
"7975846",,"charbo",,9,"gram","gram_45","non",,,
"7975847",,"charbo",,9,"gram","gram_45","non",,,
"7975848",,"charbo",,9,"gram","gram_45","non",,,
"7975849",,"charbo",,9,"gram","gram_45","non",,,
"7975850",,"charbo",,9,"gram","gram_45","non",,,
"7975851",,"charbo",,9,"gram","gram_45","non",,,
"7975852",,"charbo",,9,"gram","gram_45","non",,,
"7975853","A70","charbo","F",8,"mos",,"oui",2,2,0
"7975854","C78","charbo","F",8,"gram",,"non",3,1,1
"7975855",,"charbo",,9,"gram","gram_49","non",,,
"7975856",,"charbo",,9,"gram","gram_49","non",,,
"7975857",,"charbo",,9,"gram","gram_49","non",,,
"7975858",,"charbo",,9,"gram","gram_49","non",,,
"7975859",,"charbo",,9,"gram","gram_49","non",,,
"7975860","F53","charbo","F",7,"gram",,"oui",2,1,0
"7975861",,"charbo",,9,"gram","gram_44","non",,,
"7975862",,"charbo",,9,"gram","gram_44","non",,,
"7975863",,"charbo",,9,"gram","gram_44","non",,,
"7975864",,"charbo",,9,"gram","gram_44","non",,,
"7975865",,"charbo",,9,"gram","gram_44","non",,,
"7975866",,"charbo",,9,"gram","gram_54","non",,,
"7975867",,"charbo",,9,"gram","gram_54","non",,,
"7975868",,"charbo",,9,"gram","gram_54","non",,,
"7975869",,"charbo","M",8,"mos",,"oui",1,0,0
"7975870",,"charbo","F",8,"mos",,"oui",1,0,0
"7975871",,"charbo",,8,"zoo","zoo_40","non",,,
"7975872",,"charbo",,8,"zoo","zoo_40","non",,,
"7975873",,"charbo",,8,"zoo","zoo_40","non",,,
"7975874",,"charbo",,8,"zoo","zoo_40","non",,,
"7975875",,"charbo",,8,"zoo","zoo_40","non",,,
"7975876",,"charbo",,8,"zoo","zoo_53","non",,,
"7975877",,"charbo",,8,"zoo","zoo_53","non",,,
"7975878",,"charbo",,8,"zoo","zoo_53","non",,,
"7975879",,"charbo",,8,"zoo","zoo_53","non",,,
"7975880",,"charbo",,8,"zoo","zoo_53","non",,,
"7975881",,"charbo",,8,"zoo","zoo_53","non",,,
"7975882",,"charbo",,8,"rou","rou_40","non",,,
"7975883",,"charbo",,8,"rou","rou_40","non",,,
"7975884",,"charbo",,8,"rou","rou_40","non",,,
"7975885",,"charbo",,8,"rou","rou_40","non",,,
"7975886","B20","charbo","F",8,"rou","rou_40","oui",2,1,0
"7975887",,"charbo",,8,"rou","rou_40","non",,,
"7975888",,"charbo",,8,"rou","rou_40","non",,,
"7975889",,"charbo",,8,"rou","rou_40","non",,,
"7975890","F04","charbo","F",8,"rou","rou_40","oui",1,1,0
"7975891",,"charbo",,8,"rou","rou_40","non",,,
"7975892",,"charbo",,7,"gram","gram_14","non",,,
"7975893",,"charbo",,7,"gram","gram_14","non",,,
"7975894",,"charbo",,7,"gram","gram_14","non",,,
"7975895",,"charbo",,7,"gram","gram_14","non",,,
"7975896",,"charbo",,7,"gram","gram_14","non",,,
"7975901",,"charbo",,9,"font","font_16","non",,,
"7975902",,"charbo",,9,"font","font_16","non",,,
"7975903",,"charbo","M",8,"font",,"oui",1,1,0
"7975904",,"charbo","M",7,"rou",,"oui",2,1,0
"7975905","A33","charbo","F",8,"rou",,"oui",6,3,0
"7975906",,"charbo",,9,"rou","rou_56","non",,,
"7975907",,"charbo",,9,"rou","rou_56","non",,,
"7975908",,"charbo",,9,"rou","rou_56","non",,,
"7975909",,"charbo",,9,"rou","rou_56","non",,,
"7975910",,"charbo",,9,"rou","rou_56","non",,,
"7975911",,"charbo",,9,"rou","rou_56","non",,,
"7975912",,"charbo",,9,"rou","rou_56","non",,,
"7975913",,"charbo",,9,"rou","rou_56","non",,,
"7975914",,"charbo","M",8,"rou",,"oui",1,1,0
"7975915",,"charbo","M",8,"rou",,"oui",2,1,0
"7975916","C38","charbo","M",8,"zoo",,"oui",3,3,0
"7975917",,"bleue","M",6,"mur",,"non",1,1,0
"7975918",,"charbo",,9,"zoo","zoo_11","non",,,
"7975919","C85","charbo","M",9,"zoo","zoo_11","non",2,0,0
"7975920",,"charbo",,9,"zoo","zoo_11","non",,,
"7975921",,"charbo",,9,"zoo","zoo_11","non",,,
"7975922",,"charbo",,9,"zoo","zoo_11","non",,,
"7975923",,"charbo",,9,"zoo","zoo_11","non",,,
"7975924",,"charbo",,9,"zoo","zoo_33","non",,,
"7975925",,"charbo","M",7,"mos",,"oui",1,1,0
"7975926",,"charbo","M",8,"mos",,"oui",1,1,0
"7975927",,"charbo","F",8,"mos",,"oui",1,1,0
"7975928","F34","charbo","F",7,"gram",,"oui",9,3,2
"7975929",,"charbo","F",7,"gram",,"oui",1,0,0
"7975930",,"charbo","F",7,"gram",,"oui",1,1,0
"7975931","H05","charbo","M",8,"gram",,"oui",4,1,0
"7975932",,"charbo",,9,"gram","gram_36","non",,,
"7975933",,"charbo",,9,"gram","gram_36","non",,,
"7975934",,"charbo",,9,"gram","gram_36","non",,,
"7975935",,"charbo",,9,"gram","gram_36","non",,,
"7975936","A78","charbo","F",7,"gram",,"oui",3,2,0
"7975937",,"charbo",,9,"gram","gram_36","non",,,
"7975938",,"charbo",,9,"gram","gram_36","non",,,
"7975939",,"charbo",,9,"gram","gram_36","non",,,
"7975940",,"charbo",,9,"gram","gram_40","non",,,
"7975941",,"charbo",,9,"gram","gram_40","non",,,
"7975942",,"charbo",,9,"gram","gram_40","non",,,
"7975943",,"charbo",,9,"gram","gram_40","non",,,
"7975944",,"charbo",,9,"gram","gram_40","non",,,
"7975945",,"charbo",,9,"gram","gram_40","non",,,
"7975946",,"charbo",,9,"gram","gram_40","non",,,
"7975947",,"charbo",,9,"gram","gram_40","non",,,
"7975948",,"charbo","F",7,"zoo",,"oui",1,0,0
"7975949",,"charbo",,9,"mas","mas_26","non",,,
"7975950",,"charbo",,9,"mas","mas_26","non",,,
"7975951","P51","charbo","M",7,"font",,"oui",2,2,0
"7975952",,"charbo","F",8,"font",,"oui",1,1,0
"7975953","A60","charbo","M",8,"font",,"non",3,2,0
"7975954",,"charbo","M",7,"font",,"oui",1,1,0
"7975955","A13","charbo","F",7,"mas",,"oui",5,2,0
"7975956",,"charbo",,9,"mas","mas_14","non",,,
"7975957",,"charbo",,9,"mas","mas_14","non",,,
"7975958",,"charbo",,9,"mas","mas_14","non",,,
"7975959",,"charbo",,9,"mas","mas_14","non",,,
"7975960",,"charbo",,9,"mas","mas_14","non",,,
"7975961",,"charbo",,9,"mas","mas_14","non",,,
"7975962",,"charbo","M",7,"mas",,"oui",1,0,0
"7975963","A75","charbo","F",7,"mas",,"oui",2,1,0
"7975964",,"charbo",,9,"font","font_18","non",,,
"7975965",,"charbo",,9,"font","font_18","non",,,
"7975966",,"charbo",,9,"font","font_18","non",,,
"7975967",,"charbo",,9,"font","font_18","non",,,
"7975968",,"charbo",,9,"font","font_18","non",,,
"7975969",,"charbo",,9,"font","font_7","non",,,
"7975970",,"charbo",,9,"font","font_7","non",,,
"7975971",,"charbo",,9,"font","font_7","non",,,
"7975972",,"charbo","F",8,"zoo",,"oui",1,0,0
"7975973","F44","charbo","M",7,"zoo",,"oui",2,1,0
"7975974","A30","charbo","F",7,"font",,"oui",3,1,0
"7975975","A55","charbo","F",8,"font",,"oui",4,1,0
"7975976",,"charbo",,9,"gram","gram_9","non",,,
"7975977",,"charbo",,9,"gram","gram_9","non",,,
"7975978",,"charbo",,9,"gram","gram_9","non",,,
"7975979",,"charbo",,9,"gram","gram_9","non",,,
"7975980",,"charbo",,9,"gram","gram_9","non",,,
"7975981",,"charbo",,9,"gram","gram_9","non",,,
"7975982",,"charbo",,9,"gram","gram_9","non",,,
"7975983",,"charbo",,9,"gram","gram_9","non",,,
"7975984",,"charbo",,9,"gram","gram_61","non",,,
"7975985",,"charbo",,9,"gram","gram_61","non",,,
"7975986",,"charbo",,9,"gram","gram_61","non",,,
"7975987",,"charbo",,9,"gram","gram_61","non",,,
"7975988",,"charbo",,9,"gram","gram_61","non",,,
"7975989",,"charbo",,9,"gram","gram_61","non",,,
"7975990",,"charbo",,9,"gram","gram_61","non",,,
"7975991",,"charbo","M",7,"fac",,"oui",1,1,0
"7975992",,"charbo","M",7,"fac",,"oui",1,1,0
"7975993",,"charbo","F",7,"fac",,"oui",1,1,0
"7975994",,"bleue","F",8,"mas",,"non",1,0,0
"7975995",,"bleue","M",7,"mas",,"oui",1,0,0
"7975996",,"charbo",,9,"font","font_4","non",,,
"7975997",,"charbo",,9,"font","font_4","non",,,
"7975998",,"charbo",,9,"font","font_4","non",,,
"7975999",,"charbo",,9,"font","font_4","non",,,
"7976000",,"charbo",,9,"font","font_4","non",,,
"8089059","B74","charbo","M",5,,,"non",2,1,0
"8137501",,"charbo",,6,"ari","ari_22","non",,,
"8137502",,"charbo",,6,"ari","ari_22","non",,,
"8137503",,"charbo",,6,"ari","ari_22","non",,,
"8137504",,"charbo",,6,"ari","ari_22","non",,,
"8137505",,"bleue","F",5,"fil",,"oui",7,1,1
"8137506",,"bleue",,6,"fil","fil_3","non",,,
"8137507",,"bleue",,6,"fil","fil_3","non",,,
"8137508",,"bleue",,6,"fil","fil_3","non",,,
"8137509",,"bleue",,6,"fil","fil_3","non",,,
"8137510",,"bleue",,6,"fil","fil_3","non",,,
"8137511",,"bleue",,6,"fil","fil_3","non",,,
"8137512",,"bleue","F",5,"fil",,"oui",5,1,1
"8137513",,"bleue",,6,"fil","fil_10","non",,,
"8137519",,"bleue",,6,"fil","fil_12","non",,,
"8137520",,"bleue",,6,"fil","fil_12","non",,,
"8137521",,"bleue","M",6,"fil","fil_12","oui",3,2,2
"8137522",,"bleue",,6,"fil","fil_12","non",,,
"8137523",,"bleue",,6,"fil","fil_12","non",,,
"8137524",,"bleue",,6,"fil","fil_12","non",,,
"8137525",,"bleue","M",6,"fil","fil_24","non",1,0,0
"8137526",,"bleue",,6,"fil","fil_24","non",,,
"8137527",,"bleue",,6,"fil","fil_24","non",,,
"8137528",,"bleue",,6,"fil","fil_24","non",,,
"8137529",,"bleue","F",5,"mur",,"non",2,1,1
"8137530",,"bleue","M",4,"mur",,"non",1,0,0
"8137531",,"bleue",,6,"mur","mur_97","non",,,
"8137532",,"bleue",,6,"mur","mur_97","non",,,
"8137533",,"bleue",,6,"mur","mur_97","non",,,
"8137534",,"bleue",,6,"mur","mur_97","non",,,
"8137535",,"bleue",,6,"mur","mur_97","non",,,
"8137536",,"bleue",,6,"mur","mur_97","non",,,
"8137537",,"bleue",,6,"mur","mur_97","non",,,
"8137538",,"charbo",,6,"mur","mur_86","non",,,
"8137539",,"charbo",,6,"mur","mur_86","non",,,
"8137540",,"charbo",,6,"mur","mur_86","non",,,
"8137541",,"charbo",,6,"mur","mur_86","non",,,
"8137542",,"charbo",,6,"mur","mur_86","non",,,
"8137543",,"bleue",,6,"ava","ava_8","non",,,
"8137544",,"bleue",,6,"ava","ava_8","non",,,
"8137545",,"bleue",,6,"ava","ava_8","non",,,
"8137546",,"bleue",,6,"ava","ava_8","non",,,
"8137547",,"bleue",,6,"ava","ava_8","non",,,
"8137548",,"bleue",,6,"ava","ava_8","non",,,
"8137549",,"bleue","F",5,"mur",,"non",4,1,1
"8137550",,"bleue","M",5,"mur",,"non",1,0,0
"8137551",,"bleue","F",6,"mur","mur_58","non",,,
"8137552",,"bleue",,6,"mur","mur_58","non",,,
"8137553",,"bleue",,6,"mur","mur_58","non",,,
"8137554",,"bleue",,6,"mur","mur_58","non",,,
"8137555",,"bleue",,6,"mur","mur_58","non",,,
"8137556",,"bleue",,6,"mur","mur_58","non",,,
"8137557",,"bleue","F",5,"mur",,"non",1,0,0
"8137558",,"bleue",,6,"mur","mur_75bis","non",,,
"8137559",,"bleue",,6,"mur","mur_75bis","non",,,
"8137560",,"bleue",,6,"mur","mur_75bis","non",,,
"8137561",,"bleue",,6,"mur","mur_75bis","non",,,
"8137562",,"bleue",,6,"mur","mur_75bis","non",,,
"8137563",,"charbo","F",5,"mur",,"non",2,0,0
"8137564",,"charbo","M",4,"mur",,"non",1,0,0
"8137610",,"charbo","M",4,"ari",,"non",1,0,0
"8137611",,"charbo","F",5,"ari",,"non",1,0,0
"8137612",,"charbo",,6,"ari","ari_4","non",,,
"8137613",,"charbo",,6,"ari","ari_4","non",,,
"8137614",,"charbo",,6,"ari","ari_4","non",,,
"8137615",,"charbo","F",5,"ari",,"non",2,0,0
"8137616",,"charbo","M",4,"ari",,"non",2,0,0
"8137617",,"charbo",,6,"ari","ari_17","non",,,
"8137618",,"charbo",,6,"ari","ari_17","non",,,
"8137619",,"charbo",,6,"ari","ari_17","non",,,
"8137620",,"charbo",,6,"ari","ari_17","non",,,
"8137621",,"charbo",,6,"ari","ari_17","non",,,
"8137622",,"charbo",,6,"ari","ari_17","non",,,
"8137623",,"charbo",,6,"ari","ari_17","non",,,
"8137624",,"bleue","F",5,"gra",,"non",1,0,0
"8173514",,"bleue",,6,,,"non",,,
"8173515",,"bleue",,6,,,"non",,,
"8173516",,"bleue",,6,,,"non",,,
"8173517",,"bleue",,6,,,"non",,,
"8173518",,"bleue",,6,,,"non",,,
"8183004",,"bleue","F",7,"mur",,"oui",3,0,0
"8183005",,"bleue","F",8,"mur",,"non",3,1,0
"8183006",,"bleue","F",7,"mur",,"oui",2,1,0
"8183007",,"bleue","M",8,"mur",,"oui",1,1,0
"8183008",,"bleue","M",8,"mur",,"oui",2,1,0
"8183009",,"bleue","F",7,"mur",,"non",5,2,1
"8183010",,"bleue","M",8,"mur",,"oui",2,1,0
"8183011",,"bleue","M",8,"mur",,"oui",2,1,0
"8183012",,"bleue","F",8,"mur",,"non",3,1,0
"8183013",,"bleue","F",7,"mur",,"oui",8,3,2
"8183014",,"bleue","F",8,"mur",,"oui",2,1,0
"8183015",,"bleue","M",8,"mur",,"oui",2,1,0
"8183016",,"charbo","F",8,"mur",,"oui",1,0,0
"8183017",,"bleue","F",8,"mur",,"non",1,1,0
"8183018",,"bleue","F",8,"mur",,"oui",1,0,0
"8183019",,"bleue","M",8,"mur",,"oui",2,1,0
"8183020",,"bleue","M",7,"mur",,"oui",2,1,0
"8183021",,"bleue","F",8,"mur",,"non",2,1,0
"8183022",,"bleue","M",8,"mur",,"non",6,2,1
"8183023",,"bleue","M",8,"mur",,"oui",2,1,0
"8183024",,"bleue","F",8,"mur",,"non",6,1,0
"8183025",,"bleue","F",7,"mur",,"oui",1,1,0
"8183026",,"bleue","M",8,"mur",,"non",1,1,0
"8183027",,"bleue","M",7,"mur",,"non",1,1,0
"8183028",,"bleue","F",8,"mur",,"oui",2,1,0
"8183029",,"bleue","F",8,"mur",,"oui",5,2,0
"8183030",,"bleue","F",8,"mur",,"non",2,1,0
"8183031",,"bleue","M",8,"mur",,"non",2,1,0
"8183032",,"bleue","F",7,"mur",,"oui",1,1,0
"8183033",,"bleue","F",8,"ava",,"oui",2,1,0
"8183034",,"bleue","F",8,"ava",,"oui",2,1,0
"8183035",,"bleue","F",8,"ava",,"oui",1,1,0
"8183036",,"bleue","F",8,"ava",,"oui",1,1,0
"8183037",,"bleue","F",8,"ava",,"oui",1,1,0
"8183038",,"bleue","F",7,"ava",,"oui",3,0,0
"8183039",,"bleue","M",7,"ava",,"non",2,1,0
"8183040",,"bleue","F",8,"ava",,"non",3,2,0
"8183041",,"bleue","F",8,"ava",,"oui",1,1,0
"8183042",,"bleue","M",8,"ava",,"oui",2,1,0
"8183043",,"bleue","M",8,"ava",,"oui",2,1,0
"8183044",,"bleue","M",8,"ari",,"non",2,1,0
"8183045",,"bleue","M",8,"ari",,"oui",2,1,0
"8183046",,"bleue","F",8,"ari",,"oui",5,1,0
"8183047",,"bleue","M",8,"fel",,"oui",1,1,0
"8183048",,"charbo","F",7,"fel",,"non",1,0,0
"8183049",,"bleue","F",8,"fel",,"oui",2,1,0
"8183050",,"bleue","F",8,"fel",,"oui",1,1,0
"8183051",,"bleue","M",8,"fel",,"non",1,1,0
"8183052",,"bleue","F",7,"fel",,"oui",1,1,0
"8183053",,"bleue","M",8,"gra",,"oui",2,1,0
"8183054",,"charbo","F",7,"gra",,"oui",1,0,0
"8183055",,"bleue","F",8,"gra",,"oui",4,2,1
"8183056",,"bleue","M",7,"gra",,"oui",1,1,0
"8183057",,"bleue","F",7,"gra",,"oui",1,1,0
"8183058",,"bleue","F",8,"fil",,"oui",2,1,0
"8183059",,"bleue","F",7,"fil",,"non",2,1,0
"8183060",,"bleue","F",8,"fil",,"oui",1,1,0
"8183061",,"bleue","M",8,"tua",,"non",2,2,1
"8183062",,"bleue","M",7,"tua",,"non",1,0,0
"8183063",,"bleue","M",7,"tua",,"oui",2,1,0
"8183064",,"bleue","F",7,"tua",,"non",1,1,0
"8183065",,"bleue","M",7,"tua",,"oui",1,1,0
"8183066",,"bleue","M",7,"tua",,"oui",1,1,0
"8183067",,"bleue","M",7,"tua",,"oui",1,1,0
"8183068",,"bleue","M",8,"pir",,"non",2,1,0
"8183069",,"bleue","F",7,"pir",,"non",1,0,0
"8183070",,"bleue","F",8,"pir",,"oui",2,1,0
"8183073",,"bleue","M",7,"pir",,"non",4,2,1
"8183074",,"bleue","F",8,"pir",,"non",5,2,0
"8183075",,"bleue","M",7,"pir",,"non",1,1,0
"8183076",,"charbo","F",8,"pir",,"oui",1,0,0
"8183077",,"bleue","F",8,"pir",,"non",5,2,1
"8183078",,"bleue","F",8,"pir",,"oui",2,0,0
"8183079",,"bleue","M",8,"pir",,"oui",4,1,0
"8183080",,"bleue","M",8,"pir",,"non",4,2,1
"8183081",,"charbo","F",8,"pir",,"oui",1,0,0
"8183082",,"bleue","M",7,"pir",,"oui",3,2,0
"8183083",,"bleue","F",8,"pir",,"non",1,1,0
"8183084",,"bleue",,9,"mur","mur_86","non",,,
"8183085",,"bleue",,9,"mur","mur_86","non",,,
"8183086",,"bleue",,9,"mur","mur_86","non",,,
"8183087",,"bleue",,9,"mur","mur_86","non",,,
"8183088",,"bleue",,9,"mur","mur_86","non",,,
"8183089",,"bleue",,9,"mur","mur_86","non",,,
"8183090",,"bleue",,9,"mur","mur_33","non",,,
"8183091",,"bleue",,9,"mur","mur_33","non",,,
"8183092",,"bleue",,9,"mur","mur_33","non",,,
"8183093",,"bleue",,9,"mur","mur_33","non",,,
"8183094",,"bleue",,9,"mur","mur_33","non",,,
"8183095",,"bleue",,9,"mur","mur_33","non",,,
"8183096",,"bleue",,9,"mur","mur_33","non",,,
"8183097",,"bleue",,9,"mur","mur_33","non",,,
"8183098",,"bleue",,9,"mur","mur_33","non",,,
"8183099",,"bleue",,9,"mur","mur_33","non",,,
"8183100",,"bleue",,9,"mur","mur_78","non",,,
"8183101",,"bleue",,9,"mur","mur_25","non",,,
"8183102",,"bleue",,9,"mur","mur_25","non",,,
"8183103",,"bleue","M",9,"mur","mur_25","oui",1,1,0
"8183104",,"bleue",,9,"mur","mur_25","non",,,
"8183105",,"bleue",,9,"mur","mur_25","non",,,
"8183106",,"bleue",,9,"mur","mur_25","non",,,
"8183107",,"bleue",,9,"mur","mur_25","non",,,
"8183108",,"bleue",,9,"mur","mur_25","non",,,
"8183109",,"bleue",,9,"mur","mur_27","non",,,
"8183110",,"bleue",,9,"mur","mur_27","non",,,
"8183111",,"bleue",,9,"mur","mur_27","non",,,
"8183112",,"bleue",,9,"mur","mur_27","non",,,
"8183113",,"bleue",,9,"mur","mur_27","non",,,
"8183114",,"bleue","F",9,"mur","mur_27","non",2,1,1
"8183115",,"bleue",,9,"mur","mur_27","non",,,
"8183116",,"bleue",,9,"mur","mur_27","non",,,
"8183117",,"bleue",,9,"ava","ava_18","non",,,
"8183118",,"bleue",,9,"ava","ava_18","non",,,
"8183119",,"bleue",,9,"ava","ava_18","non",,,
"8183120",,"bleue",,9,"ava","ava_18","non",,,
"8183121",,"bleue",,9,"ava","ava_18","non",,,
"8183122",,"bleue",,9,"ava","ava_18","non",,,
"8183123",,"bleue",,9,"ava","ava_18","non",,,
"8183124",,"bleue",,9,"ava","ava_18","non",,,
"8183125",,"bleue",,9,"ava","ava_15","non",,,
"8183126",,"bleue",,9,"ava","ava_15","non",,,
"8183127",,"bleue",,9,"ava","ava_15","non",,,
"8183128",,"bleue",,9,"ava","ava_15","non",,,
"8183129",,"bleue",,9,"ava","ava_15","non",,,
"8183130",,"bleue",,9,"ava","ava_15","non",,,
"8183131",,"bleue",,9,"ava","ava_15","non",,,
"8183132",,"bleue",,9,"ava","ava_19","non",,,
"8183133",,"bleue",,9,"ava","ava_19","non",,,
"8183134",,"bleue","M",9,"ava","ava_19","non",2,1,0
"8183135",,"bleue",,9,"ava","ava_19","non",,,
"8183136",,"bleue",,9,"ava","ava_19","non",,,
"8183137",,"bleue",,9,"ava","ava_19","non",,,
"8183138",,"bleue",,9,"ava","ava_19","non",,,
"8183139",,"bleue",,9,"ava","ava_19","non",,,
"8183140",,"bleue",,9,"ari","ari_7","non",,,
"8183141",,"bleue",,9,"ari","ari_7","non",,,
"8183142",,"bleue",,9,"ari","ari_7","non",,,
"8183143",,"bleue",,9,"ari","ari_7","non",,,
"8183144",,"bleue",,9,"ari","ari_7","non",,,
"8183145",,"bleue",,9,"ari","ari_7","non",,,
"8183146",,"bleue",,9,"ari","ari_7","non",,,
"8183147",,"bleue",,9,"ari","ari_7","non",,,
"8183148",,"bleue",,9,"ari","ari_7","non",,,
"8183149",,"bleue",,9,"ari","ari_4","non",,,
"8183150",,"bleue",,9,"ari","ari_4","non",,,
"8183151",,"bleue",,9,"ari","ari_4","non",,,
"8183152",,"bleue",,9,"ari","ari_4","non",,,
"8183153",,"bleue",,9,"ari","ari_4","non",,,
"8183154",,"bleue",,9,"ari","ari_4","non",,,
"8183155",,"bleue",,9,"ari","ari_4","non",,,
"8183156",,"bleue",,9,"ari","ari_4","non",,,
"8183165",,"bleue",,9,"mur","mur_91","non",,,
"8183166",,"bleue",,9,"mur","mur_91","non",,,
"8183167",,"bleue",,9,"mur","mur_91","non",,,
"8183168",,"bleue",,9,"mur","mur_91","non",,,
"8183169",,"bleue",,9,"mur","mur_91","non",,,
"8183170",,"bleue",,9,"mur","mur_91","non",,,
"8183171",,"bleue",,9,"mur","mur_91","non",,,
"8183172",,"bleue","M",9,"mur","mur_91","oui",4,2,2
"8183173",,"bleue",,9,"mur","mur_91","non",,,
"8183174",,"bleue",,9,"ava","ava_16","non",,,
"8183175",,"bleue",,9,"ava","ava_16","non",,,
"8183176",,"bleue",,9,"ava","ava_16","non",,,
"8183177",,"bleue",,9,"ava","ava_16","non",,,
"8183178",,"bleue",,9,"ava","ava_16","non",,,
"8183179",,"bleue","M",7,"ava",,"oui",1,0,0
"8183180",,"bleue",,9,"ava","ava_7","non",,,
"8183181","m/oj","bleue","F",9,"ava","ava_7","oui",7,2,1
"8183182",,"bleue",,9,"ava","ava_7","non",,,
"8183183",,"bleue",,9,"ava","ava_7","non",,,
"8183184",,"bleue","M",9,"ava","ava_7","non",2,1,1
"8183185",,"bleue",,9,"ava","ava_7","non",,,
"8183186",,"bleue",,9,"mur","mur_59","non",,,
"8183187",,"bleue",,9,"mur","mur_59","non",,,
"8183188",,"bleue",,9,"mur","mur_59","non",,,
"8183189",,"bleue",,9,"mur","mur_59","non",,,
"8183190",,"bleue",,9,"mur","mur_59","non",,,
"8183191",,"bleue",,9,"mur","mur_59","non",,,
"8183192",,"bleue",,9,"mur","mur_59","non",,,
"8183193",,"bleue",,9,"mur","mur_59","non",,,
"8183194",,"bleue",,9,"fil","fil_15","non",,,
"8183195",,"bleue",,9,"fil","fil_15","non",,,
"8183196",,"bleue",,9,"fil","fil_15","non",,,
"8183197",,"bleue",,9,"fil","fil_15","non",,,
"8183198",,"bleue",,9,"fil","fil_15","non",,,
"8183199",,"bleue",,9,"fil","fil_15","non",,,
"8183200",,"bleue",,9,"fil","fil_15","non",,,
"8183201",,"bleue","F",9,"mur","mur_30","oui",1,0,0
"8183202",,"bleue",,9,"mur","mur_30","non",,,
"8183203",,"bleue",,9,"mur","mur_30","non",,,
"8183204",,"bleue",,9,"mur","mur_30","non",,,
"8183205",,"bleue",,9,"mur","mur_30","non",,,
"8183206",,"bleue",,9,"mur","mur_30","non",,,
"8183207",,"bleue",,9,"mur","mur_30","non",,,
"8183208",,"bleue","F",9,"mur","mur_30","oui",1,0,0
"8183209",,"bleue",,9,"mur","mur_30","non",,,
"8183210",,"bleue",,9,"mur","mur_24","non",,,
"8183211",,"bleue",,9,"mur","mur_24","non",,,
"8183212",,"bleue",,9,"mur","mur_24","non",,,
"8183213",,"bleue",,9,"mur","mur_24","non",,,
"8183214",,"bleue",,9,"mur","mur_24","non",,,
"8183215",,"bleue",,9,"mur","mur_24","non",,,
"8183216",,"bleue",,9,"mur","mur_24","non",,,
"8183217",,"bleue",,9,"mur","mur_24","non",,,
"8183218",,"bleue",,9,"mur","mur_24","non",,,
"8183219",,"bleue",,9,"mur","mur_31","non",,,
"8183220",,"bleue",,9,"mur","mur_31","non",,,
"8183221",,"bleue","M",9,"mur","mur_31","oui",2,1,1
"8183222",,"bleue",,9,"mur","mur_31","non",,,
"8183223",,"bleue",,9,"mur","mur_31","non",,,
"8183224",,"bleue",,9,"mur","mur_31","non",,,
"8183226",,"bleue",,9,"mur","mur_31","non",,,
"8183227",,"bleue",,9,"mur","mur_31","non",,,
"8183228",,"bleue","M",9,"mur","mur_31","non",3,2,0
"8183229",,"bleue",,9,"mur","mur_95","non",,,
"8183230",,"bleue",,9,"mur","mur_95","non",,,
"8183231",,"bleue",,9,"mur","mur_95","non",,,
"8183232",,"bleue",,9,"mur","mur_95","non",,,
"8183233",,"bleue",,9,"mur","mur_95","non",,,
"8183234",,"bleue",,9,"mur","mur_95","non",,,
"8183235",,"bleue","M",7,"mur",,"oui",3,1,1
"8183236",,"bleue",,9,"mur","mur_43","non",,,
"8183237",,"bleue",,9,"mur","mur_43","non",,,
"8183238",,"bleue",,9,"mur","mur_43","non",,,
"8183239",,"bleue",,9,"mur","mur_43","non",,,
"8183240",,"bleue",,9,"mur","mur_43","non",,,
"8183241",,"bleue",,9,"mur","mur_43","non",,,
