"bague","autre_bague","espece","sexe","age_2025","lieu_bag","nic_naiss","sang_ok","number_captures","nb_of","nb_cog"
"3661919",,"bleue","F",8,"rou",,"oui",1,0,0
"3661945",,"charbo","F",7,"rou",,"oui",2,0,0
"5126891",,"bleue","M",5,"mur",,"non",1,0,0
"5126892",,"bleue",,6,"mur","mur_57","non",,,
"5126893",,"bleue",,6,"mur","mur_57","non",,,
"5126894",,"bleue",,6,"mur","mur_57","non",,,
"5126895",,"bleue",,6,"mur","mur_57","non",,,
"5126896",,"bleue",,6,"mur","mur_59","non",,,
"5126897",,"bleue",,6,"mur","mur_59","non",,,
"5126898",,"bleue",,6,"mur","mur_59","non",,,
"5126899",,"bleue",,6,"mur","mur_59","non",,,
"5126900",,"bleue",,6,"mur","mur_59","non",,,
"5468901",,"bleue","M",6,"mur","mur_59","non",3,1,1
"5468902",,"bleue",,6,"mur","mur_59","non",,,
"5468903",,"bleue",,6,"mur","mur_59","non",,,
"5468904",,"bleue","M",5,"mur",,"non",1,0,0
"5468905",,"bleue",,6,"mur","mur_93","non",,,
"5468906",,"bleue",,6,"mur","mur_93","non",,,
"5468907",,"bleue",,6,"mur","mur_93","non",,,
"5468908",,"bleue",,6,"mur","mur_93","non",,,
"5468909",,"bleue",,6,"mur","mur_93","non",,,
"5468910",,"bleue",,6,"mur","mur_93","non",,,
"5468911",,"bleue",,6,"mur","mur_93","non",,,
"5468912",,"bleue",,6,"mur","mur_93","non",,,
"5468913",,"bleue","F",4,"mur",,"non",1,0,0
"5468914",,"bleue","M",6,"mur","mur_43","oui",1,1,1
"5468915",,"bleue",,6,"mur","mur_43","non",,,
"5468916",,"bleue",,6,"mur","mur_43","non",,,
"5468917",,"bleue",,6,"mur","mur_43","non",,,
"5468918",,"bleue",,6,"mur","mur_43","non",,,
"5468919",,"bleue",,6,"mur","mur_43","non",,,
"5468920",,"bleue",,6,"mur","mur_43","non",,,
"5468921",,"bleue","M",6,"mur","mur_43","oui",1,1,1
"5468922",,"bleue",,6,"mur","mur_43","non",,,
"5468923",,"bleue",,6,"mur","mur_43","non",,,
"5468924",,"bleue",,6,"mur","mur_43","non",,,
"5468925",,"bleue",,6,"mur","mur_91","non",,,
"5468926",,"bleue",,6,"mur","mur_91","non",,,
"5468927",,"bleue",,6,"mur","mur_91","non",,,
"5468928",,"bleue",,6,"mur","mur_91","non",,,
"5468929",,"bleue","M",4,"ava",,"oui",3,2,2
"5468930",,"bleue",,6,"ava","ava_20","non",,,
"5468931",,"bleue",,6,"ava","ava_20","non",,,
"5468932",,"bleue",,6,"ava","ava_20","non",,,
"5468933",,"bleue",,6,"ava","ava_20","non",,,
"5468934",,"bleue",,6,"ava","ava_20","non",,,
"5468935",,"bleue",,6,"ava","ava_20","non",,,
"5468936",,"bleue",,6,"ava","ava_20","non",,,
"5468937",,"bleue",,6,"ava","ava_20","non",,,
"5468938",,"bleue",,6,"ava","ava_20","non",,,
"5468939",,"bleue",,6,"fel","fel_9","non",,,
"5468940",,"bleue",,6,"fel","fel_9","non",,,
"5468941",,"bleue",,6,"fel","fel_9","non",,,
"5468942",,"bleue",,6,"fel","fel_9","non",,,
"5468943",,"bleue",,6,"fel","fel_9","non",,,
"5468944",,"bleue","M",6,"fel","fel_9","non",1,0,0
"5468945",,"bleue",,6,"fel","fel_9","non",,,
"5468946",,"bleue",,6,"fel","fel_9","non",,,
"5468947",,"bleue",,6,"fel","fel_9","non",,,
"5468948",,"bleue",,6,"fel","fel_9","non",,,
"5468949",,"bleue",,6,"mur","mur_87","non",,,
"5468950","mv-bw","bleue","F",6,"mur","mur_87","non",3,1,1
"5468951",,"bleue",,6,"mur","mur_87","non",,,
"5468952",,"bleue",,6,"mur","mur_87","non",,,
"5468953",,"bleue","M",6,"mur","mur_87","non",1,1,1
"5468954",,"bleue","M",4,"mur",,"non",2,1,1
"5468955",,"bleue",,6,"fel","fel_15","non",,,
"5468956",,"bleue",,6,"fel","fel_15","non",,,
"5468957",,"bleue",,6,"fel","fel_15","non",,,
"5468958",,"bleue",,6,"fel","fel_15","non",,,
"5468959",,"bleue",,6,"fel","fel_15","non",,,
"5468960",,"bleue",,6,"fel","fel_15","non",,,
"5468961",,"bleue",,6,"fel","fel_15","non",,,
"5468962",,"bleue","M",4,"ava",,"oui",4,2,2
"5468963",,"bleue",,6,"ava","ava_13","non",,,
"5468964",,"bleue",,6,"ava","ava_13","non",,,
"5468965",,"bleue",,6,"ava","ava_13","non",,,
"5468966",,"bleue",,6,"ava","ava_13","non",,,
"5468967",,"bleue",,6,"ava","ava_13","non",,,
"5468968",,"bleue",,6,"ava","ava_13","non",,,
"5468969",,"bleue","M",4,"mur",,"non",1,0,0
"5468970",,"bleue","F",5,"mur",,"non",1,0,0
"5468971","mw-vr","bleue","M",6,"mur","mur_23","non",4,1,1
"5468972",,"bleue",,6,"mur","mur_23","non",,,
"5468973",,"bleue",,6,"mur","mur_23","non",,,
"5468974",,"bleue","F",5,"mur",,"non",4,1,1
"5468975",,"bleue",,6,"mur","mur_78","non",,,
"5468976",,"bleue",,6,"mur","mur_78","non",,,
"5468977",,"bleue",,6,"mur","mur_78","non",,,
"5468978",,"bleue",,6,"mur","mur_78","non",,,
"5468979","wo-mw","bleue","F",5,"mur",,"non",4,2,2
"5468980",,"bleue",,6,"mur","mur_56","non",,,
"5468981",,"bleue",,6,"mur","mur_56","non",,,
"5468982",,"bleue",,6,"mur","mur_56","non",,,
"5468983",,"bleue",,6,"mur","mur_56","non",,,
"5468984",,"bleue",,6,"mur","mur_56","non",,,
"5468985",,"bleue",,6,"mur","mur_56","non",,,
"5468986",,"bleue",,6,"ari","ari_16","non",,,
"5468987",,"bleue",,6,"ari","ari_16","non",,,
"5468988",,"bleue",,6,"ari","ari_16","non",,,
"5468989",,"bleue","C",6,"ari","ari_16","non",2,3,3
"5468990",,"bleue",,6,"ari","ari_16","non",,,
"5468991",,"bleue",,6,"ari","ari_16","non",,,
"5468992",,"bleue","F",5,"ari",,"oui",3,1,1
"5468993",,"bleue",,6,"ari","ari_11","non",,,
"5468994",,"bleue",,6,"ari","ari_11","non",,,
"5468995",,"bleue",,6,"ari","ari_11","non",,,
"5468996",,"bleue",,6,"ari","ari_11","non",,,
"5468997",,"bleue",,6,"ari","ari_11","non",,,
"5468998",,"bleue",,6,"ari","ari_11","non",,,
"5468999",,"charbo",,6,"ari","ari_22","non",,,
"5469000",,"charbo","M",6,"ari","ari_22","oui",1,0,1
"5503264",,"bleue","F",2,"mur",,"oui",1,1,0
"5545098",,"charbo","F",8,"rou",,"oui",1,0,0
"5545499",,"bleue","M",5,"rou",,"non",1,0,0
"5545500",,"bleue","F",5,"rou",,"oui",1,0,0
"6402101",,"bleue",,5,"rou","rou_431","non",,,
"6402102",,"bleue",,5,"rou","rou_431","non",,,
"6402103",,"bleue",,5,"rou","rou_431","non",,,
"6402104",,"bleue",,5,"rou","rou_431","non",,,
"6402105",,"bleue",,5,"rou","rou_431","non",,,
"6402106",,"bleue",,5,"rou","rou_38","non",,,
"6402107",,"bleue",,5,"rou","rou_38","non",,,
"6402108",,"bleue",,5,"rou","rou_38","non",,,
"6402109",,"bleue",,5,"rou","rou_38","non",,,
"6402110",,"bleue",,5,"rou","rou_38","non",,,
"6402111",,"bleue",,5,"rou","rou_38","non",,,
"6402112",,"bleue",,5,"rou","rou_38","non",,,
"6402113",,"bleue",,5,"rou","rou_38","non",,,
"6402114",,"bleue",,5,"rou","rou_97","non",,,
"6402115",,"bleue",,5,"rou","rou_226","non",,,
"6402116",,"bleue",,5,"rou","rou_226","non",,,
"6402117",,"bleue",,5,"rou","rou_226","non",,,
"6402118",,"bleue",,5,"rou","rou_226","non",,,
"6402119",,"bleue","M",5,"rou","rou_226","oui",2,0,0
"6402120",,"bleue",,5,"rou","rou_226","non",,,
"6402121",,"bleue",,5,"rou","rou_226","non",,,
"6402122",,"bleue",,5,"rou","rou_226","non",,,
"6402123",,"bleue",,5,"rou","rou_226","non",,,
"6402124",,"bleue",,5,"rou","rou_12","non",,,
"6402125",,"bleue",,5,"rou","rou_12","non",,,
"6402126",,"bleue",,5,"rou","rou_12","non",,,
"6402127",,"bleue",,5,"rou","rou_12","non",,,
"6402128",,"bleue",,5,"rou","rou_12","non",,,
"6402129",,"bleue",,5,"rou","rou_12","non",,,
"6402130",,"bleue",,5,"rou","rou_2supp","non",,,
"6402131",,"bleue",,5,"rou","rou_2supp","non",,,
"6402132",,"bleue",,5,"rou","rou_2supp","non",,,
"6402133",,"bleue",,5,"rou","rou_2supp","non",,,
"6402134",,"bleue",,5,"rou","rou_2supp","non",,,
"6402135",,"bleue",,5,"rou","rou_2supp","non",,,
"6402136",,"bleue",,5,"rou","rou_2supp","non",,,
"6402137",,"bleue",,5,"rou","rou_406","non",,,
"6402138",,"bleue",,5,"rou","rou_406","non",,,
"6402139",,"bleue",,5,"rou","rou_406","non",,,
"6402140",,"bleue",,5,"rou","rou_406","non",,,
"6402141",,"bleue",,5,"rou","rou_406","non",,,
"6402142",,"bleue",,5,"rou","rou_406","non",,,
"6402143",,"bleue",,5,"rou","rou_406","non",,,
"6402144",,"bleue",,5,"rou","rou_345","non",,,
"6402145",,"bleue",,5,"rou","rou_345","non",,,
"6402146",,"bleue","M",5,"rou","rou_47","non",3,0,0
"6402147",,"bleue",,5,"rou","rou_47","non",,,
"6402148",,"bleue",,5,"rou","rou_47","non",,,
"6402149",,"bleue",,5,"rou","rou_47","non",,,
"6402150",,"bleue",,5,"rou","rou_47","non",,,
"6402151",,"bleue","M",5,"rou","rou_47","oui",3,0,0
"6402152",,"bleue",,5,"rou","rou_45","non",,,
"6402153",,"bleue",,5,"rou","rou_45","non",,,
"6402154",,"bleue","M",5,"rou","rou_45","non",1,0,0
"6402155",,"bleue",,5,"rou","rou_45","non",,,
"6402156",,"bleue",,5,"rou","rou_45","non",,,
"6402157",,"bleue",,5,"rou","rou_45","non",,,
"6402158",,"bleue",,5,"rou","rou_27","non",,,
"6402159",,"bleue",,5,"rou","rou_27","non",,,
"6402160",,"bleue",,5,"rou","rou_27","non",,,
"6402161",,"bleue",,5,"rou","rou_27","non",,,
"6402162",,"bleue",,5,"rou","rou_27","non",,,
"6402163",,"bleue",,5,"rou","rou_323","non",,,
"6402164",,"bleue",,5,"rou","rou_323","non",,,
"6402165",,"bleue",,5,"rou","rou_323","non",,,
"6402166",,"bleue",,5,"rou","rou_323","non",,,
"6402167",,"bleue",,5,"rou","rou_323","non",,,
"6402168",,"bleue",,5,"rou","rou_323","non",,,
"6402169",,"bleue",,5,"rou","rou_323","non",,,
"6402171",,"bleue",,5,"rou","rou_219","non",,,
"6402172",,"bleue",,5,"rou","rou_219","non",,,
"6402173",,"bleue",,5,"rou","rou_219","non",,,
"6402174",,"bleue",,5,"rou","rou_219","non",,,
"6402175",,"bleue",,5,"rou","rou_219","non",,,
"6402176",,"bleue",,5,"rou","rou_237","non",,,
"6402177",,"bleue",,5,"rou","rou_237","non",,,
"6402178",,"bleue",,5,"rou","rou_237","non",,,
"6402179",,"bleue",,5,"rou","rou_237","non",,,
"6402180",,"bleue",,5,"rou","rou_237","non",,,
"6402181",,"bleue",,5,"rou","rou_405","non",,,
"6402182",,"bleue",,5,"rou","rou_405","non",,,
"6402183",,"bleue",,5,"rou","rou_405","non",,,
"6402184",,"bleue",,5,"rou","rou_405","non",,,
"6402185",,"bleue",,5,"rou","rou_405","non",,,
"6402186",,"bleue",,5,"rou","rou_312","non",,,
"6402187",,"bleue",,5,"rou","rou_312","non",,,
"6402188",,"bleue",,5,"rou","rou_312","non",,,
"6402189",,"bleue",,5,"rou","rou_312","non",,,
"6402190",,"bleue",,5,"rou","rou_312","non",,,
"6402191",,"bleue",,5,"rou","rou_312","non",,,
"6402192",,"bleue","M",5,"rou","rou_21","oui",1,0,0
"6402193",,"bleue",,5,"rou","rou_21","non",,,
"6402194",,"bleue",,5,"rou","rou_21","non",,,
"6402195",,"bleue","M",5,"rou","rou_21","oui",1,0,0
"6402196",,"bleue",,5,"rou","rou_327","non",,,
"6402197",,"bleue",,5,"rou","rou_327","non",,,
"6402198",,"bleue",,5,"rou","rou_327","non",,,
"6402199",,"bleue",,5,"rou","rou_327","non",,,
"6402200",,"bleue",,5,"rou","rou_327","non",,,
"6988794",,"bleue","M",7,"rou",,"oui",1,0,0
"6988795",,"bleue","F",8,"rou",,"non",1,0,0
"6988796",,"bleue","M",8,"rou",,"oui",1,0,0
"6988797",,"bleue","M",8,"rou",,"non",2,0,0
"6988861",,"bleue",,9,"rou","rou_311","non",,,
"6988872",,"charbo",,9,"rou","rou_334","non",,,
"6988873",,"charbo",,9,"rou","rou_334","non",,,
"6988874",,"charbo",,9,"rou","rou_334","non",,,
"6988875",,"charbo",,9,"rou","rou_334","non",,,
"6988876",,"charbo",,9,"rou","rou_334","non",,,
"6988877",,"charbo",,9,"rou","rou_334","non",,,
"6988878",,"charbo",,9,"rou","rou_36","non",,,
"6988879",,"charbo",,9,"rou","rou_334","non",,,
"6988880",,"charbo",,9,"rou","rou_36","non",,,
"6988881",,"charbo",,9,"rou","rou_36","non",,,
"6988882",,"charbo",,9,"rou","rou_36","non",,,
"6988883",,"charbo",,9,"rou","rou_36","non",,,
"6988884",,"charbo",,9,"rou","rou_36","non",,,
"6988885",,"charbo",,9,"rou","rou_36","non",,,
"6988886",,"charbo",,9,"rou","rou_36","non",,,
"6988887",,"charbo",,9,"rou","rou_36","non",,,
"6988888",,"charbo",,9,"rou","rou_36","non",,,
"6988889",,"bleue",,9,"rou","rou_9","non",,,
"6988890",,"bleue",,9,"rou","rou_9","non",,,
"6988891",,"bleue",,9,"rou","rou_9","non",,,
"6988892",,"bleue",,9,"rou","rou_9","non",,,
"6988893",,"bleue",,9,"rou","rou_9","non",,,
"6988894",,"bleue",,9,"rou","rou_9","non",,,
"6988895",,"bleue",,9,"rou","rou_9","non",,,
"6988896",,"bleue",,9,"rou","rou_9","non",,,
"6988897",,"bleue",,9,"rou","rou_9","non",,,
"6988898",,"bleue",,9,"rou","rou_9","non",,,
"6988899",,"bleue",,9,"rou","rou_311","non",,,
"6988956",,"bleue",,9,"rou","rou_368","non",,,
"6988957",,"bleue",,9,"rou","rou_368","non",,,
"6988958",,"bleue","M",9,"rou","rou_368","non",4,0,0
"6988959",,"bleue",,9,"rou","rou_368","non",,,
"6988960",,"bleue",,9,"rou","rou_368","non",,,
"6988961",,"bleue",,9,"rou","rou_368","non",,,
"6988962",,"bleue",,9,"rou","rou_368","non",,,
"6988963",,"bleue","M",9,"rou","rou_368","non",1,0,0
"6988964",,"bleue",,9,"rou","rou_368","non",,,
"6988965",,"bleue",,9,"rou","rou_368","non",,,
"6988966",,"bleue",,9,"rou","rou_50","non",,,
"6988967",,"bleue",,9,"rou","rou_50","non",,,
"6988968",,"bleue",,9,"rou","rou_50","non",,,
"6988969",,"bleue",,9,"rou","rou_50","non",,,
"6988970",,"bleue",,9,"rou","rou_50","non",,,
"6988971",,"bleue",,9,"rou","rou_50","non",,,
"6988972",,"bleue",,9,"rou","rou_50","non",,,
"6988973",,"bleue",,9,"rou","rou_50","non",,,
"6988974",,"bleue",,9,"rou","rou_50","non",,,
"6988975",,"bleue",,9,"rou","rou_184","non",,,
"6988976",,"bleue",,9,"rou","rou_184","non",,,
"6988977",,"bleue",,9,"rou","rou_184","non",,,
"6988978",,"bleue",,9,"rou","rou_184","non",,,
"6988979",,"bleue",,9,"rou","rou_184","non",,,
"6988980",,"bleue",,9,"rou","rou_184","non",,,
"6988981",,"charbo",,9,"rou","rou_236","non",,,
"6988982",,"charbo",,9,"rou","rou_236","non",,,
"6988983",,"charbo",,9,"rou","rou_236","non",,,
"6988984",,"charbo",,9,"rou","rou_236","non",,,
"6988985",,"charbo",,9,"rou","rou_236","non",,,
"6988986",,"charbo",,9,"rou","rou_236","non",,,
"6988987",,"charbo",,9,"rou","rou_236","non",,,
"6988988",,"charbo",,9,"rou","rou_236","non",,,
"6988989",,"bleue","F",9,"rou","rou_349","oui",1,0,0
"6988990",,"bleue","F",7,"rou",,"non",1,0,0
"6988991",,"bleue","F",7,"rou",,"oui",1,0,0
"6988992",,"bleue","M",7,"rou",,"non",1,0,0
"6988993",,"charbo","F",6,"rou",,"non",1,0,0
"6988994",,"bleue","F",7,"rou",,"non",1,0,0
"6988995",,"bleue","F",7,"rou",,"non",1,0,0
"6988996","B90","charbo","M",8,"rou","rou_361","non",5,1,1
"6988997",,"charbo",,8,"rou","rou_361","non",,,
"6988998",,"charbo",,8,"rou","rou_361","non",,,
"6988999",,"charbo",,8,"rou","rou_361","non",,,
"6989000","A34","charbo","F",8,"rou","rou_361","non",1,1,0
"6990616",,"charbo",,9,"fac","fac_13","non",,,
"6990617",,"charbo",,9,"fac","fac_13","non",,,
"6990618",,"charbo",,9,"fac","fac_13","non",,,
"6990619",,"charbo",,9,"fac","fac_17","non",,,
"6990620",,"charbo",,9,"fac","fac_17","non",,,
"6990621",,"charbo",,9,"fac","fac_17","non",,,
"6990622",,"charbo",,9,"fac","fac_17","non",,,
"6990623",,"charbo",,9,"fac","fac_17","non",,,
"6990624",,"charbo",,9,"fac","fac_21","non",,,
"6990625",,"charbo",,9,"fac","fac_21","non",,,
"6990626",,"charbo",,9,"fac","fac_21","non",,,
"6990627",,"charbo",,9,"fac","fac_21","non",,,
"6990628",,"charbo",,9,"fac","fac_20","non",,,
"6990629",,"charbo",,9,"fac","fac_20","non",,,
"6990630",,"charbo",,9,"fac","fac_20","non",,,
"6990631",,"charbo",,8,"cef","cef_8","non",,,
"6990632",,"charbo",,8,"cef","cef_8","non",,,
"6990633",,"charbo",,8,"cef","cef_8","non",,,
"6990634",,"charbo",,8,"cef","cef_8","non",,,
"6990635",,"charbo",,8,"cef","cef_8","non",,,
"6990636",,"charbo",,8,"cef","cef_8","non",,,
"6990637",,"charbo",,7,"cef","cef_2","non",,,
"6990638",,"charbo",,7,"cef","cef_2","non",,,
"6990639",,"charbo",,7,"cef","cef_2","non",,,
"6990640",,"charbo",,7,"cef","cef_2","non",,,
"6990641",,"charbo",,7,"cef","cef_2","non",,,
"6990642",,"charbo",,7,"cef","cef_2","non",,,
"6990643",,"charbo",,7,"cef","cef_8","non",,,
"6990644",,"charbo",,7,"cef","cef_8","non",,,
"6990645",,"charbo",,7,"cef","cef_8","non",,,
"6990646",,"charbo",,7,"cef","cef_8","non",,,
"6990647",,"charbo",,7,"cef","cef_8","non",,,
"6990653",,"charbo",,5,"bot","bot_3","non",,,
"6990654",,"charbo",,5,"bot","bot_3","non",,,
"6990655",,"charbo",,5,"bot","bot_3","non",,,
"6990656",,"charbo",,8,"fac","fac_11","non",,,
"6990657",,"charbo",,8,"fac","fac_11","non",,,
"6990658",,"charbo",,8,"fac","fac_11","non",,,
"6990659",,"charbo",,8,"fac","fac_11","non",,,
"6990660",,"charbo",,8,"fac","fac_15","non",,,
"6990661",,"charbo",,8,"fac","fac_18","non",,,
"6990662",,"charbo",,8,"fac","fac_18","non",,,
"6990663",,"charbo",,8,"fac","fac_18","non",,,
"6990664",,"charbo",,8,"fac","fac_18","non",,,
"6990665",,"charbo",,8,"fac","fac_18","non",,,
"6990666",,"charbo",,8,"bot","bot_4","non",,,
"6990667",,"charbo",,8,"bot","bot_4","non",,,
"6990668",,"bleue",,7,"cef","cef_4","non",,,
"6990669",,"bleue",,7,"cef","cef_4","non",,,
"6990670",,"bleue",,7,"cef","cef_4","non",,,
"6990671",,"bleue",,7,"cef","cef_4","non",,,
"6990672",,"bleue",,7,"cef","cef_4","non",,,
"6990673",,"bleue",,7,"cef","cef_4","non",,,
"6990674",,"bleue",,7,"cef","cef_4","non",,,
"6990675",,"charbo",,5,"bot","bot_1","non",,,
"6990676",,"charbo",,5,"bot","bot_1","non",,,
"6990677",,"charbo",,5,"bot","bot_1","non",,,
"6990678",,"charbo",,5,"bot","bot_3","non",,,
"6990679",,"charbo",,5,"bot","bot_3","non",,,
"6990680",,"charbo",,8,"bot","bot_4","non",,,
"6990681",,"charbo",,8,"bot","bot_4","non",,,
"6990682",,"charbo",,8,"fac","fac_2","non",,,
"6990683",,"charbo",,8,"fac","fac_2","non",,,
"6990684",,"charbo",,8,"fac","fac_2","non",,,
"6990685",,"charbo",,8,"fac","fac_15","non",,,
"6990686",,"charbo",,8,"fac","fac_15","non",,,
"6990687",,"charbo",,8,"fac","fac_15","non",,,
"6990688",,"charbo",,8,"fac","fac_15","non",,,
"6990689",,"charbo",,8,"fac","fac_9","non",,,
"6990690",,"charbo",,8,"fac","fac_9","non",,,
"6990691",,"charbo",,8,"fac","fac_9","non",,,
"6990692",,"charbo",,8,"fac","fac_9","non",,,
"6990693",,"charbo",,8,"fac","fac_19","non",,,
"6990694",,"charbo",,8,"fac","fac_19","non",,,
"6990695",,"charbo",,8,"fac","fac_19","non",,,
"6990696",,"charbo",,9,"fac","fac_10","non",,,
"6990697",,"charbo",,9,"fac","fac_10","non",,,
"6990698",,"charbo",,9,"fac","fac_10","non",,,
"6990699",,"charbo",,9,"fac","fac_10","non",,,
"6990700",,"charbo",,9,"fac","fac_10","non",,,
"7207328","B52","charbo","M",7,"mas",,"oui",2,1,0
"7207329","C00","charbo","F",9,"zoo","zoo_25","oui",1,1,0
"7207330",,"charbo",,9,"zoo","zoo_25","non",,,
"7207331",,"charbo",,9,"zoo","zoo_25","non",,,
"7207332",,"charbo",,9,"zoo","zoo_25","non",,,
"7207333",,"charbo",,9,"zoo","zoo_25","non",,,
"7207334",,"charbo",,9,"zoo","zoo_25","non",,,
"7207335",,"charbo","F",7,"gram",,"oui",2,0,0
"7207336","F68","charbo","M",7,"mas",,"non",4,3,1
"7207350",,"charbo",,9,"gram","gram_5","non",,,
"7207351",,"charbo",,9,"gram","gram_5","non",,,
"7207352",,"charbo",,9,"gram","gram_5","non",,,
"7207353",,"charbo",,9,"gram","gram_5","non",,,
"7207354","A07","charbo","F",9,"gram","gram_5","non",1,1,0
"7207355",,"charbo",,9,"gram","gram_16","non",,,
"7207356",,"charbo",,9,"gram","gram_16","non",,,
"7207357",,"charbo",,9,"gram","gram_16","non",,,
"7207358",,"charbo",,9,"gram","gram_16","non",,,
"7207359",,"charbo",,9,"gram","gram_16","non",,,
"7207360",,"charbo",,9,"gram","gram_16","non",,,
"7207361","A91","charbo","F",7,"zoo",,"oui",3,1,0
"7207362",,"bleue","M",8,"font",,"oui",1,0,0
"7207363",,"bleue","F",8,"font",,"oui",1,0,0
"7207364",,"charbo","F",8,"gram",,"oui",1,0,0
"7207365",,"charbo","M",8,"gram",,"oui",1,0,0
"7207366",,"charbo","M",7,"zoo",,"oui",1,0,0
"7207367",,"charbo",,9,"mos","mos_24","non",,,
"7207368",,"charbo",,9,"mos","mos_24","non",,,
"7207369",,"charbo",,9,"mos","mos_24","non",,,
"7207370",,"charbo",,9,"mos","mos_24","non",,,
"7207371",,"charbo",,9,"mos","mos_24","non",,,
"7207372",,"charbo",,9,"mos","mos_24","non",,,
"7207373",,"charbo",,9,"mos","mos_24","non",,,
"7207379",,"bleue","M",8,"mos",,"oui",1,0,0
"7207380",,"bleue","F",7,"mos",,"oui",1,0,0
"7207381",,"charbo",,9,"gram","gram_16","non",,,
"7207382",,"charbo",,9,"gram","gram_16","non",,,
"7207383",,"charbo",,9,"gram","gram_16","non",,,
"7207384",,"charbo",,9,"gram","gram_16","non",,,
"7207385",,"charbo",,9,"gram","gram_16","non",,,
"7207386",,"charbo",,9,"gram","gram_45","non",,,
"7207387",,"charbo",,9,"gram","gram_45","non",,,
"7207388",,"charbo",,9,"gram","gram_45","non",,,
"7207389",,"charbo",,9,"gram","gram_45","non",,,
"7207390",,"charbo",,9,"gram","gram_45","non",,,
"7207391",,"charbo",,8,"mos","mos_12","non",,,
"7207392",,"charbo",,8,"mos","mos_12","non",,,
"7207393",,"charbo",,8,"zoo","zoo_11","non",,,
"7207394",,"charbo",,8,"zoo","zoo_11","non",,,
"7207395",,"charbo",,8,"zoo","zoo_11","non",,,
"7207396",,"charbo",,8,"zoo","zoo_11","non",,,
"7207397",,"charbo",,8,"zoo","zoo_11","non",,,
"7207398",,"charbo",,8,"mas","mas_12","non",,,
"7207399",,"charbo",,8,"mas","mas_12","non",,,
"7207400","H01","charbo","M",6,"gram",,"oui",2,1,0
"7209839",,"bleue","M",7,"ava",,"non",4,1,1
"7209847",,"charbo",,9,"bot","bot_5","non",,,
"7209848",,"charbo",,9,"bot","bot_5","non",,,
"7209849",,"charbo",,9,"bot","bot_5","non",,,
"7209850",,"charbo",,9,"bot","bot_5","non",,,
"7209851",,"bleue","F",7,"mur",,"oui",1,1,0
"7209852",,"bleue","M",7,"mur",,"oui",2,1,0
"7209853",,"bleue","F",7,"mur",,"oui",2,1,0
"7209854",,"bleue","F",7,"mur",,"oui",2,1,0
"7209855",,"bleue","M",7,"mur",,"oui",1,1,0
"7209856",,"bleue","M",7,"mur",,"oui",2,1,0
"7209857",,"bleue","M",7,"mur",,"oui",2,1,0
"7209858",,"bleue","M",7,"ava",,"oui",2,1,1
"7209859",,"bleue","F",6,"ava",,"oui",1,1,1
"7209860",,"bleue","F",6,"ava",,"non",1,1,0
"7209861",,"bleue","F",6,"mur",,"oui",2,1,0
"7209862",,"bleue","M",7,"mur",,"oui",1,1,0
"7209863",,"bleue","M",6,"mur",,"oui",2,1,0
"7209864",,"bleue","F",7,"mur",,"oui",1,1,1
"7209865",,"bleue","F",6,"mur",,"non",2,1,1
"7209866",,"bleue","F",7,"mur",,"oui",2,1,1
"7209867",,"bleue","F",7,"mur",,"oui",1,1,0
"7209868",,"bleue","M",7,"mur",,"non",2,1,1
"7209869",,"bleue","F",6,"mur",,"non",2,1,1
"7209870",,"bleue","F",7,"mur",,"oui",2,1,1
"7209871",,"bleue","M",6,"mur",,"non",2,1,1
"7209872",,"bleue","F",6,"mur",,"oui",4,2,2
"7209873",,"bleue","F",7,"mur",,"non",1,1,1
"7209874",,"bleue","F",6,"mur",,"oui",1,1,1
"7209875",,"bleue","M",6,"mur",,"non",2,1,1
"7209876",,"bleue","M",7,"fil",,"oui",7,3,4
"7209877",,"charbo","M",7,"fil",,"oui",1,0,1
"7209878",,"charbo","F",7,"fil",,"non",1,0,1
"7209879",,"bleue","F",7,"gra",,"oui",1,1,1
"7209880",,"bleue","M",7,"gra",,"oui",1,1,1
"7209881",,"bleue","M",6,"gra",,"oui",2,1,1
"7209882",,"bleue","F",7,"gra",,"non",1,1,1
"7209883",,"bleue","F",7,"ari",,"oui",2,0,1
"7209884",,"bleue","M",7,"ari",,"non",1,0,1
"7209885",,"bleue","C",7,"ari",,"oui",2,1,1
"7209886",,"bleue","F",6,"ari",,"non",2,1,1
"7209887",,"bleue","M",7,"ari",,"oui",2,1,1
"7209890",,"charbo",,8,"font","font_25","non",,,
"7209891",,"charbo",,8,"font","font_25","non",,,
"7209892",,"charbo",,8,"font","font_25","non",,,
"7209893",,"charbo",,8,"font","font_25","non",,,
"7209894",,"charbo",,8,"font","font_25","non",,,
"7209895",,"charbo",,8,"font","font_25","non",,,
"7209896",,"charbo",,8,"font","font_25","non",,,
"7209897","F00","charbo","F",7,"font",,"oui",1,1,0
"7209898","F01","charbo","F",7,"mas",,"oui",1,1,0
"7209899","A01","charbo","M",7,"mas",,"oui",1,1,0
"7209900","F17","charbo","M",6,"mas",,"oui",1,1,0
"7438035","C27","charbo","M",5,,,"oui",3,1,0
"7532096",,"charbo","M",8,"rou",,"oui",2,0,0
"7532097",,"charbo","F",8,"rou",,"non",5,0,0
"7532098",,"bleue","M",7,"rou",,"oui",1,0,0
"7532099",,"bleue","F",7,"rou",,"oui",1,0,0
"7532100",,"bleue","F",7,"rou",,"oui",1,0,0
